Date,SHREYAS
2017-01-02,204.4
2017-01-03,206.4
2017-01-04,218.75
2017-01-05,213.9
2017-01-06,213.0
2017-01-09,211.25
2017-01-10,214.55
2017-01-11,212.85
2017-01-12,212.7
2017-01-13,224.3
2017-01-16,216.85
2017-01-17,219.85
2017-01-18,218.3
2017-01-19,222.0
2017-01-20,233.35
2017-01-23,238.3
2017-01-24,237.1
2017-01-25,242.95
2017-01-27,235.45
2017-01-30,236.4
2017-01-31,228.6
2017-02-01,229.8
2017-02-02,226.7
2017-02-03,233.45
2017-02-06,230.75
2017-02-07,229.7
2017-02-08,230.65
2017-02-09,240.95
2017-02-10,239.9
2017-02-13,287.85
2017-02-14,288.15
2017-02-15,279.35
2017-02-16,278.15
2017-02-17,270.3
2017-02-20,276.2
2017-02-21,275.2
2017-02-22,298.4
2017-02-23,288.65
2017-02-27,289.65
2017-02-28,293.2
2017-03-01,296.9
2017-03-02,286.4
2017-03-03,287.7
2017-03-06,288.95
2017-03-07,278.65
2017-03-08,277.15
2017-03-09,278.7
2017-03-10,276.7
2017-03-14,278.5
2017-03-15,294.1
2017-03-16,293.45
2017-03-17,286.55
2017-03-20,287.3
2017-03-21,285.2
2017-03-22,282.0
2017-03-23,282.05
2017-03-24,281.5
2017-03-27,279.8
2017-03-28,285.25
2017-03-29,284.3
2017-03-30,290.1
2017-03-31,316.5
2017-04-03,327.95
2017-04-05,333.9
2017-04-06,324.3
2017-04-07,325.65
2017-04-10,329.85
2017-04-11,331.4
2017-04-12,322.8
2017-04-13,319.15
2017-04-17,317.3
2017-04-18,307.1
2017-04-19,315.85
2017-04-20,321.6
2017-04-21,352.75
2017-04-24,345.6
2017-04-25,355.9
2017-04-26,348.2
2017-04-27,348.5
2017-04-28,361.7
2017-05-02,362.2
2017-05-03,359.8
2017-05-04,359.9
2017-05-05,345.25
2017-05-08,348.55
2017-05-09,349.8
2017-05-10,361.0
2017-05-11,353.05
2017-05-12,358.5
2017-05-15,363.4
2017-05-16,354.75
2017-05-17,357.85
2017-05-18,359.5
2017-05-19,355.05
2017-05-22,359.1
2017-05-23,355.2
2017-05-24,348.95
2017-05-25,281.05
2017-05-26,337.25
2017-05-29,303.45
2017-05-30,304.85
2017-05-31,310.8
2017-06-01,317.6
2017-06-02,316.75
2017-06-05,317.9
2017-06-06,318.45
2017-06-07,317.4
2017-06-08,313.4
2017-06-09,323.9
2017-06-12,320.2
2017-06-13,322.45
2017-06-14,317.8
2017-06-15,322.05
2017-06-16,318.05
2017-06-19,330.9
2017-06-20,325.95
2017-06-21,329.4
2017-06-22,332.85
2017-06-23,330.95
2017-06-27,333.55
2017-06-28,327.15
2017-06-29,331.15
2017-06-30,330.55
2017-07-03,334.3
2017-07-04,328.15
2017-07-05,329.75
2017-07-06,330.05
2017-07-07,326.55
2017-07-10,330.7
2017-07-11,333.15
2017-07-12,341.9
2017-07-13,340.7
2017-07-14,328.1
2017-07-17,336.6
2017-07-18,329.7
2017-07-19,333.65
2017-07-20,333.35
2017-07-21,330.9
2017-07-24,332.3
2017-07-25,333.55
2017-07-26,334.15
2017-07-27,337.15
2017-07-28,339.65
2017-07-31,338.4
2017-08-01,330.8
2017-08-02,331.8
2017-08-03,333.15
2017-08-04,336.25
2017-08-07,334.45
2017-08-08,331.3
2017-08-09,330.9
2017-08-10,309.1
2017-08-11,296.7
2017-08-14,304.8
2017-08-16,365.75
2017-08-17,393.7
2017-08-18,389.45
2017-08-21,385.85
2017-08-22,391.4
2017-08-23,390.25
2017-08-24,396.35
2017-08-28,392.6
2017-08-29,397.2
2017-08-30,397.05
2017-08-31,417.7
2017-09-01,420.4
2017-09-04,420.8
2017-09-05,423.95
2017-09-06,422.45
2017-09-07,417.85
2017-09-08,419.9
2017-09-11,420.95
2017-09-12,423.15
2017-09-13,422.1
2017-09-14,422.45
2017-09-15,422.55
2017-09-18,426.15
2017-09-19,428.85
2017-09-20,443.25
2017-09-21,453.1
2017-09-22,437.45
2017-09-25,433.7
2017-09-26,444.5
2017-09-27,430.95
2017-09-28,434.45
2017-09-29,441.55
2017-10-03,438.8
2017-10-04,445.95
2017-10-05,445.75
2017-10-06,447.05
2017-10-09,444.5
2017-10-10,451.85
2017-10-11,450.9
2017-10-12,440.9
2017-10-13,453.25
2017-10-16,457.45
2017-10-17,457.2
2017-10-18,468.0
2017-10-19,468.7
2017-10-23,457.25
2017-10-24,473.5
2017-10-25,471.6
2017-10-26,469.6
2017-10-27,464.5
2017-10-30,462.75
2017-10-31,461.1
2017-11-01,466.1
2017-11-02,466.7
2017-11-03,472.05
2017-11-06,470.1
2017-11-07,459.2
2017-11-08,461.0
2017-11-09,453.8
2017-11-10,453.3
2017-11-13,448.0
2017-11-14,449.65
2017-11-15,516.35
2017-11-16,519.45
2017-11-17,518.45
2017-11-20,528.15
2017-11-21,537.35
2017-11-22,542.25
2017-11-23,540.7
2017-11-24,553.4
2017-11-27,561.0
2017-11-28,604.5
2017-11-29,601.45
2017-11-30,594.2
2017-12-01,565.75
2017-12-04,579.9
2017-12-05,572.1
2017-12-06,570.55
2017-12-07,581.45
2017-12-08,585.9
2017-12-11,585.0
2017-12-12,574.05
2017-12-13,559.8
2017-12-14,563.65
2017-12-15,578.3
2017-12-18,575.25
2017-12-19,579.05
2017-12-20,580.45
2017-12-21,576.15
2017-12-22,581.1
2017-12-26,575.05
2017-12-27,573.15
2017-12-28,575.35
2017-12-29,569.85
