Date,BEPL
2017-01-02,22.55
2017-01-03,22.65
2017-01-04,22.5
2017-01-05,22.55
2017-01-06,22.1
2017-01-09,22.3
2017-01-10,23.8
2017-01-11,24.85
2017-01-12,26.15
2017-01-13,25.7
2017-01-16,25.45
2017-01-17,24.65
2017-01-18,24.2
2017-01-19,24.05
2017-01-20,23.95
2017-01-23,23.95
2017-01-24,23.65
2017-01-25,23.95
2017-01-27,23.55
2017-01-30,23.8
2017-01-31,23.5
2017-02-01,23.9
2017-02-02,24.25
2017-02-03,24.4
2017-02-06,23.25
2017-02-07,22.45
2017-02-08,23.75
2017-02-09,23.2
2017-02-10,23.1
2017-02-13,22.65
2017-02-14,22.65
2017-02-15,22.5
2017-02-16,22.65
2017-02-17,23.0
2017-02-20,23.25
2017-02-21,24.35
2017-02-22,24.65
2017-02-23,24.3
2017-02-27,23.8
2017-02-28,23.9
2017-03-01,23.9
2017-03-02,23.3
2017-03-03,23.4
2017-03-06,22.95
2017-03-07,22.9
2017-03-08,22.4
2017-03-09,22.5
2017-03-10,22.5
2017-03-14,22.9
2017-03-15,24.55
2017-03-16,24.25
2017-03-17,25.95
2017-03-20,27.8
2017-03-21,26.55
2017-03-22,25.5
2017-03-23,28.55
2017-03-24,30.75
2017-03-27,31.7
2017-03-28,31.95
2017-03-29,32.0
2017-03-30,31.1
2017-03-31,34.7
2017-04-03,36.1
2017-04-05,35.6
2017-04-06,37.8
2017-04-07,37.15
2017-04-10,38.6
2017-04-11,38.55
2017-04-12,38.05
2017-04-13,37.9
2017-04-17,40.65
2017-04-18,38.75
2017-04-19,39.5
2017-04-20,42.4
2017-04-21,41.1
2017-04-24,40.15
2017-04-25,41.3
2017-04-26,39.4
2017-04-27,39.3
2017-04-28,39.35
2017-05-02,38.35
2017-05-03,37.95
2017-05-04,37.6
2017-05-05,36.25
2017-05-08,37.3
2017-05-09,36.85
2017-05-10,39.55
2017-05-11,42.45
2017-05-12,42.0
2017-05-15,43.35
2017-05-16,43.35
2017-05-17,41.85
2017-05-18,39.75
2017-05-19,41.05
2017-05-22,40.8
2017-05-23,39.0
2017-05-24,39.05
2017-05-25,39.95
2017-05-26,41.2
2017-05-29,40.55
2017-05-30,39.25
2017-05-31,39.95
2017-06-01,39.6
2017-06-02,40.0
2017-06-05,40.95
2017-06-06,40.15
2017-06-07,43.5
2017-06-08,50.75
2017-06-09,49.95
2017-06-12,52.2
2017-06-13,51.15
2017-06-14,51.8
2017-06-15,51.85
2017-06-16,51.1
2017-06-19,53.1
2017-06-20,56.35
2017-06-21,56.85
2017-06-22,54.9
2017-06-23,53.1
2017-06-27,51.35
2017-06-28,58.8
2017-06-29,61.7
2017-06-30,67.6
2017-07-03,65.65
2017-07-04,67.6
2017-07-05,69.6
2017-07-06,69.2
2017-07-07,69.15
2017-07-10,70.4
2017-07-11,68.95
2017-07-12,73.15
2017-07-13,76.4
2017-07-14,74.15
2017-07-17,83.2
2017-07-18,80.85
2017-07-19,80.65
2017-07-20,80.9
2017-07-21,79.6
2017-07-24,76.9
2017-07-25,75.1
2017-07-26,77.3
2017-07-27,74.25
2017-07-28,74.05
2017-07-31,73.35
2017-08-01,73.0
2017-08-02,71.55
2017-08-03,74.05
2017-08-04,74.4
2017-08-07,79.45
2017-08-08,77.5
2017-08-09,78.65
2017-08-10,74.6
2017-08-11,75.85
2017-08-14,76.55
2017-08-16,76.75
2017-08-17,77.9
2017-08-18,83.5
2017-08-21,85.1
2017-08-22,84.3
2017-08-23,86.85
2017-08-24,88.1
2017-08-28,87.2
2017-08-29,84.1
2017-08-30,86.05
2017-08-31,85.5
2017-09-01,85.4
2017-09-04,83.7
2017-09-05,83.5
2017-09-06,83.55
2017-09-07,83.05
2017-09-08,81.9
2017-09-11,88.55
2017-09-12,90.75
2017-09-13,87.5
2017-09-14,88.5
2017-09-15,90.4
2017-09-18,89.3
2017-09-19,92.5
2017-09-20,90.9
2017-09-21,88.75
2017-09-22,85.65
2017-09-25,81.95
2017-09-26,84.05
2017-09-27,81.35
2017-09-28,82.05
2017-09-29,81.6
2017-10-03,82.55
2017-10-04,98.8
2017-10-05,103.7
2017-10-06,105.2
2017-10-09,116.4
2017-10-10,113.45
2017-10-11,110.65
2017-10-12,116.4
2017-10-13,113.0
2017-10-16,114.9
2017-10-17,112.8
2017-10-18,113.4
2017-10-19,112.1
2017-10-23,108.6
2017-10-24,108.5
2017-10-25,108.55
2017-10-26,113.4
2017-10-27,120.6
2017-10-30,132.65
2017-10-31,139.45
2017-11-01,142.7
2017-11-02,139.45
2017-11-03,139.45
2017-11-06,135.55
2017-11-07,134.35
2017-11-08,127.65
2017-11-09,124.25
2017-11-10,130.45
2017-11-13,136.95
2017-11-14,143.75
2017-11-15,138.6
2017-11-16,140.1
2017-11-17,138.55
2017-11-20,138.25
2017-11-21,145.15
2017-11-22,152.4
2017-11-23,160.0
2017-11-24,162.15
2017-11-27,169.85
2017-11-28,174.65
2017-11-29,183.35
2017-11-30,192.5
2017-12-01,182.9
2017-12-04,173.8
2017-12-05,165.15
2017-12-06,158.1
2017-12-07,166.0
2017-12-08,174.3
2017-12-11,175.65
2017-12-12,170.6
2017-12-13,167.35
2017-12-14,165.6
2017-12-15,167.95
2017-12-18,166.05
2017-12-19,174.35
2017-12-20,175.9
2017-12-21,173.85
2017-12-22,174.05
2017-12-26,173.45
2017-12-27,182.05
2017-12-28,185.75
2017-12-29,187.95
