Date,RUCHIRA
2017-01-02,105.2
2017-01-03,110.3
2017-01-04,112.25
2017-01-05,113.55
2017-01-06,112.3
2017-01-09,111.4
2017-01-10,111.05
2017-01-11,117.45
2017-01-12,114.7
2017-01-13,114.15
2017-01-16,115.3
2017-01-17,114.45
2017-01-18,118.6
2017-01-19,121.35
2017-01-20,118.9
2017-01-23,126.05
2017-01-24,128.25
2017-01-25,136.3
2017-01-27,138.25
2017-01-30,133.0
2017-01-31,124.6
2017-02-01,122.85
2017-02-02,125.3
2017-02-03,124.15
2017-02-06,130.0
2017-02-07,129.8
2017-02-08,129.05
2017-02-09,129.75
2017-02-10,133.1
2017-02-13,128.6
2017-02-14,128.5
2017-02-15,125.0
2017-02-16,129.15
2017-02-17,130.25
2017-02-20,129.3
2017-02-21,128.1
2017-02-22,128.45
2017-02-23,130.8
2017-02-27,137.8
2017-02-28,140.6
2017-03-01,143.6
2017-03-02,137.35
2017-03-03,141.0
2017-03-06,139.05
2017-03-07,137.4
2017-03-08,135.5
2017-03-09,139.3
2017-03-10,138.65
2017-03-14,145.15
2017-03-15,147.65
2017-03-16,148.65
2017-03-17,147.05
2017-03-20,147.6
2017-03-21,145.0
2017-03-22,140.8
2017-03-23,144.85
2017-03-24,145.6
2017-03-27,153.7
2017-03-28,156.7
2017-03-29,153.45
2017-03-30,157.05
2017-03-31,156.7
2017-04-03,168.45
2017-04-05,174.55
2017-04-06,177.3
2017-04-07,175.1
2017-04-10,177.2
2017-04-11,175.05
2017-04-12,173.5
2017-04-13,171.25
2017-04-17,167.75
2017-04-18,165.3
2017-04-19,167.4
2017-04-20,169.05
2017-04-21,169.9
2017-04-24,169.1
2017-04-25,167.15
2017-04-26,166.25
2017-04-27,168.55
2017-04-28,166.4
2017-05-02,169.95
2017-05-03,172.3
2017-05-04,169.55
2017-05-05,167.35
2017-05-08,168.2
2017-05-09,165.85
2017-05-10,168.6
2017-05-11,167.25
2017-05-12,166.55
2017-05-15,167.2
2017-05-16,165.8
2017-05-17,167.0
2017-05-18,164.25
2017-05-19,161.9
2017-05-22,169.0
2017-05-23,164.0
2017-05-24,161.8
2017-05-25,160.1
2017-05-26,162.85
2017-05-29,160.85
2017-05-30,154.15
2017-05-31,152.95
2017-06-01,153.65
2017-06-02,158.6
2017-06-05,157.05
2017-06-06,153.1
2017-06-07,152.8
2017-06-08,152.3
2017-06-09,156.2
2017-06-12,160.2
2017-06-13,158.0
2017-06-14,158.4
2017-06-15,155.45
2017-06-16,157.0
2017-06-19,161.35
2017-06-20,161.65
2017-06-21,159.3
2017-06-22,157.6
2017-06-23,155.65
2017-06-27,152.75
2017-06-28,152.75
2017-06-29,152.2
2017-06-30,152.45
2017-07-03,154.5
2017-07-04,158.8
2017-07-05,156.55
2017-07-06,156.2
2017-07-07,154.3
2017-07-10,153.95
2017-07-11,155.25
2017-07-12,153.95
2017-07-13,153.3
2017-07-14,151.6
2017-07-17,152.4
2017-07-18,154.55
2017-07-19,153.15
2017-07-20,154.1
2017-07-21,154.15
2017-07-24,155.05
2017-07-25,152.9
2017-07-26,152.05
2017-07-27,152.7
2017-07-28,151.0
2017-07-31,150.4
2017-08-01,149.45
2017-08-02,145.0
2017-08-03,144.9
2017-08-04,149.6
2017-08-07,147.0
2017-08-08,154.3
2017-08-09,159.85
2017-08-10,150.6
2017-08-11,151.6
2017-08-14,153.45
2017-08-16,155.15
2017-08-17,154.35
2017-08-18,151.55
2017-08-21,151.65
2017-08-22,148.35
2017-08-23,153.5
2017-08-24,150.5
2017-08-28,154.3
2017-08-29,150.7
2017-08-30,150.8
2017-08-31,158.2
2017-09-01,159.9
2017-09-04,163.3
2017-09-05,170.45
2017-09-06,170.15
2017-09-07,173.6
2017-09-08,170.75
2017-09-11,170.05
2017-09-12,175.7
2017-09-13,171.65
2017-09-14,171.1
2017-09-15,175.15
2017-09-18,172.85
2017-09-19,171.25
2017-09-20,170.9
2017-09-21,172.0
2017-09-22,162.2
2017-09-25,159.3
2017-09-26,163.45
2017-09-27,158.85
2017-09-28,157.35
2017-09-29,156.3
2017-10-03,154.55
2017-10-04,155.1
2017-10-05,160.65
2017-10-06,164.1
2017-10-09,168.85
2017-10-10,174.95
2017-10-11,177.6
2017-10-12,178.55
2017-10-13,175.65
2017-10-16,172.6
2017-10-17,174.4
2017-10-18,174.45
2017-10-19,175.0
2017-10-23,172.3
2017-10-24,171.3
2017-10-25,168.25
2017-10-26,170.55
2017-10-27,169.8
2017-10-30,169.95
2017-10-31,170.05
2017-11-01,169.45
2017-11-02,170.1
2017-11-03,177.2
2017-11-06,181.9
2017-11-07,179.35
2017-11-08,175.15
2017-11-09,162.2
2017-11-10,163.45
2017-11-13,160.85
2017-11-14,157.05
2017-11-15,158.4
2017-11-16,155.35
2017-11-17,155.1
2017-11-20,152.3
2017-11-21,156.05
2017-11-22,159.15
2017-11-23,159.05
2017-11-24,167.05
2017-11-27,163.0
2017-11-28,170.55
2017-11-29,169.3
2017-11-30,169.5
2017-12-01,167.85
2017-12-04,163.9
2017-12-05,164.95
2017-12-06,165.6
2017-12-07,165.05
2017-12-08,174.35
2017-12-11,197.7
2017-12-12,194.75
2017-12-13,193.05
2017-12-14,189.0
2017-12-15,190.85
2017-12-18,186.9
2017-12-19,192.85
2017-12-20,198.45
2017-12-21,200.6
2017-12-22,198.75
2017-12-26,197.6
2017-12-27,195.85
2017-12-28,198.1
2017-12-29,197.6
