Date,TATAMTRDVR
2017-01-02,308.55
2017-01-03,308.4
2017-01-04,310.25
2017-01-05,322.95
2017-01-06,318.7
2017-01-09,317.7
2017-01-10,326.3
2017-01-11,326.35
2017-01-12,325.65
2017-01-13,323.95
2017-01-16,329.8
2017-01-17,328.5
2017-01-18,328.1
2017-01-19,337.45
2017-01-20,327.7
2017-01-23,333.9
2017-01-24,338.6
2017-01-25,341.15
2017-01-27,341.85
2017-01-30,336.6
2017-01-31,332.95
2017-02-01,344.75
2017-02-02,339.8
2017-02-03,334.05
2017-02-06,330.25
2017-02-07,319.9
2017-02-08,320.7
2017-02-09,319.9
2017-02-10,317.75
2017-02-13,316.95
2017-02-14,297.75
2017-02-15,268.3
2017-02-16,275.8
2017-02-17,278.0
2017-02-20,278.5
2017-02-21,279.1
2017-02-22,283.05
2017-02-23,280.95
2017-02-27,277.15
2017-02-28,276.0
2017-03-01,274.55
2017-03-02,282.55
2017-03-03,280.1
2017-03-06,282.7
2017-03-07,282.7
2017-03-08,279.5
2017-03-09,279.1
2017-03-10,279.9
2017-03-14,282.1
2017-03-15,286.45
2017-03-16,292.85
2017-03-17,287.0
2017-03-20,288.65
2017-03-21,284.15
2017-03-22,277.45
2017-03-23,281.6
2017-03-24,280.85
2017-03-27,278.75
2017-03-28,285.65
2017-03-29,283.75
2017-03-30,281.6
2017-03-31,282.15
2017-04-03,281.2
2017-04-05,285.15
2017-04-06,286.45
2017-04-07,284.35
2017-04-10,290.3
2017-04-11,288.3
2017-04-12,284.85
2017-04-13,277.6
2017-04-17,276.1
2017-04-18,270.55
2017-04-19,271.55
2017-04-20,271.35
2017-04-21,270.45
2017-04-24,270.45
2017-04-25,271.2
2017-04-26,275.05
2017-04-27,276.3
2017-04-28,280.0
2017-05-02,272.75
2017-05-03,269.45
2017-05-04,266.95
2017-05-05,258.95
2017-05-08,261.3
2017-05-09,262.25
2017-05-10,263.35
2017-05-11,264.9
2017-05-12,264.8
2017-05-15,263.8
2017-05-16,267.0
2017-05-17,270.95
2017-05-18,264.5
2017-05-19,266.8
2017-05-22,265.15
2017-05-23,265.0
2017-05-24,276.45
2017-05-25,282.2
2017-05-26,286.85
2017-05-29,285.4
2017-05-30,286.8
2017-05-31,287.9
2017-06-01,288.3
2017-06-02,288.35
2017-06-05,288.25
2017-06-06,280.7
2017-06-07,280.6
2017-06-08,286.0
2017-06-09,290.85
2017-06-12,283.15
2017-06-13,278.1
2017-06-14,275.2
2017-06-15,273.1
2017-06-16,282.35
2017-06-19,282.8
2017-06-20,288.1
2017-06-21,284.7
2017-06-22,282.1
2017-06-23,276.25
2017-06-27,276.55
2017-06-28,274.35
2017-06-29,268.3
2017-06-30,263.3
2017-07-03,266.05
2017-07-04,263.0
2017-07-05,264.85
2017-07-06,266.45
2017-07-07,265.0
2017-07-10,268.15
2017-07-11,271.55
2017-07-12,274.35
2017-07-13,276.5
2017-07-14,272.65
2017-07-17,272.15
2017-07-18,271.8
2017-07-19,274.55
2017-07-20,272.85
2017-07-21,274.8
2017-07-24,273.35
2017-07-25,268.85
2017-07-26,270.5
2017-07-27,262.3
2017-07-28,261.95
2017-07-31,260.5
2017-08-01,262.6
2017-08-02,260.45
2017-08-03,253.6
2017-08-04,255.0
2017-08-07,250.35
2017-08-08,248.45
2017-08-09,242.25
2017-08-10,221.45
2017-08-11,223.2
2017-08-14,226.45
2017-08-16,231.6
2017-08-17,228.6
2017-08-18,226.95
2017-08-21,222.85
2017-08-22,224.0
2017-08-23,226.55
2017-08-24,227.35
2017-08-28,225.2
2017-08-29,220.25
2017-08-30,220.85
2017-08-31,218.75
2017-09-01,224.55
2017-09-04,219.8
2017-09-05,218.9
2017-09-06,214.9
2017-09-07,211.7
2017-09-08,210.15
2017-09-11,214.85
2017-09-12,222.1
2017-09-13,220.1
2017-09-14,230.0
2017-09-15,228.3
2017-09-18,233.5
2017-09-19,241.4
2017-09-20,238.6
2017-09-21,233.2
2017-09-22,230.75
2017-09-25,228.8
2017-09-26,227.2
2017-09-27,223.0
2017-09-28,221.35
2017-09-29,222.3
2017-10-03,233.2
2017-10-04,239.45
2017-10-05,241.1
2017-10-06,238.7
2017-10-09,238.55
2017-10-10,237.55
2017-10-11,235.6
2017-10-12,236.35
2017-10-13,238.0
2017-10-16,245.0
2017-10-17,246.1
2017-10-18,242.95
2017-10-19,241.5
2017-10-23,234.2
2017-10-24,231.0
2017-10-25,234.7
2017-10-26,230.35
2017-10-27,237.95
2017-10-30,243.95
2017-10-31,240.85
2017-11-01,243.55
2017-11-02,242.25
2017-11-03,246.9
2017-11-06,259.65
2017-11-07,250.45
2017-11-08,243.7
2017-11-09,246.8
2017-11-10,241.25
2017-11-13,238.15
2017-11-14,238.3
2017-11-15,237.25
2017-11-16,238.55
2017-11-17,240.7
2017-11-20,241.25
2017-11-21,243.2
2017-11-22,243.9
2017-11-23,242.8
2017-11-24,240.8
2017-11-27,238.6
2017-11-28,236.4
2017-11-29,238.0
2017-11-30,231.45
2017-12-01,228.85
2017-12-04,230.8
2017-12-05,229.9
2017-12-06,226.75
2017-12-07,228.3
2017-12-08,233.5
2017-12-11,233.15
2017-12-12,229.7
2017-12-13,224.9
2017-12-14,225.1
2017-12-15,226.5
2017-12-18,226.1
2017-12-19,232.0
2017-12-20,237.8
2017-12-21,238.1
2017-12-22,240.35
2017-12-26,241.8
2017-12-27,239.9
2017-12-28,237.6
2017-12-29,244.1
