Date,KAMDHENU
2017-01-02,72.1
2017-01-03,76.3
2017-01-04,75.25
2017-01-05,76.5
2017-01-06,76.9
2017-01-09,82.75
2017-01-10,83.45
2017-01-11,86.9
2017-01-12,86.6
2017-01-13,84.8
2017-01-16,93.45
2017-01-17,93.55
2017-01-18,94.25
2017-01-19,99.3
2017-01-20,95.4
2017-01-23,102.8
2017-01-24,101.6
2017-01-25,98.8
2017-01-27,96.1
2017-01-30,94.25
2017-01-31,93.45
2017-02-01,94.35
2017-02-02,94.7
2017-02-03,96.9
2017-02-06,95.4
2017-02-07,95.55
2017-02-08,98.1
2017-02-09,97.35
2017-02-10,97.95
2017-02-13,93.8
2017-02-14,92.15
2017-02-15,87.55
2017-02-16,88.3
2017-02-17,88.2
2017-02-20,91.9
2017-02-21,90.1
2017-02-22,91.35
2017-02-23,90.35
2017-02-27,90.35
2017-02-28,90.0
2017-03-01,90.25
2017-03-02,87.6
2017-03-03,86.6
2017-03-06,87.2
2017-03-07,87.1
2017-03-08,86.2
2017-03-09,86.6
2017-03-10,84.7
2017-03-14,85.95
2017-03-15,88.25
2017-03-16,90.2
2017-03-17,89.7
2017-03-20,89.3
2017-03-21,88.1
2017-03-22,87.75
2017-03-23,87.45
2017-03-24,88.75
2017-03-27,88.4
2017-03-28,89.85
2017-03-29,88.8
2017-03-30,88.75
2017-03-31,88.65
2017-04-03,93.0
2017-04-05,96.2
2017-04-06,95.05
2017-04-07,93.25
2017-04-10,98.4
2017-04-11,98.1
2017-04-12,94.55
2017-04-13,93.7
2017-04-17,95.25
2017-04-18,95.1
2017-04-19,96.25
2017-04-20,96.1
2017-04-21,96.1
2017-04-24,97.3
2017-04-25,95.3
2017-04-26,93.95
2017-04-27,93.4
2017-04-28,92.8
2017-05-02,94.95
2017-05-03,96.75
2017-05-04,106.05
2017-05-05,100.1
2017-05-08,107.75
2017-05-09,107.6
2017-05-10,110.05
2017-05-11,108.5
2017-05-12,105.55
2017-05-15,106.45
2017-05-16,109.0
2017-05-17,107.85
2017-05-18,106.7
2017-05-19,105.25
2017-05-22,105.15
2017-05-23,102.35
2017-05-24,103.6
2017-05-25,106.4
2017-05-26,108.5
2017-05-29,113.0
2017-05-30,109.25
2017-05-31,115.85
2017-06-01,116.45
2017-06-02,115.3
2017-06-05,115.6
2017-06-06,113.6
2017-06-07,113.3
2017-06-08,113.45
2017-06-09,112.95
2017-06-12,113.6
2017-06-13,114.2
2017-06-14,113.6
2017-06-15,113.85
2017-06-16,112.8
2017-06-19,118.55
2017-06-20,118.3
2017-06-21,119.85
2017-06-22,115.85
2017-06-23,116.35
2017-06-27,116.05
2017-06-28,114.55
2017-06-29,115.75
2017-06-30,117.2
2017-07-03,120.65
2017-07-04,121.05
2017-07-05,130.7
2017-07-06,130.45
2017-07-07,132.25
2017-07-10,134.15
2017-07-11,131.6
2017-07-12,130.7
2017-07-13,129.65
2017-07-14,128.55
2017-07-17,131.6
2017-07-18,130.1
2017-07-19,130.45
2017-07-20,129.05
2017-07-21,132.85
2017-07-24,131.75
2017-07-25,129.3
2017-07-26,130.8
2017-07-27,129.65
2017-07-28,129.55
2017-07-31,132.45
2017-08-01,132.3
2017-08-02,131.05
2017-08-03,130.3
2017-08-04,130.55
2017-08-07,131.3
2017-08-08,128.9
2017-08-09,125.6
2017-08-10,119.35
2017-08-11,114.8
2017-08-14,122.3
2017-08-16,124.55
2017-08-17,125.55
2017-08-18,124.6
2017-08-21,123.55
2017-08-22,124.5
2017-08-23,126.95
2017-08-24,125.85
2017-08-28,125.05
2017-08-29,123.3
2017-08-30,124.15
2017-08-31,126.15
2017-09-01,127.15
2017-09-04,124.8
2017-09-05,131.2
2017-09-06,131.65
2017-09-07,130.9
2017-09-08,131.95
2017-09-11,130.75
2017-09-12,131.8
2017-09-13,130.85
2017-09-14,131.25
2017-09-15,144.2
2017-09-18,143.1
2017-09-19,139.8
2017-09-20,140.25
2017-09-21,138.2
2017-09-22,131.7
2017-09-25,127.3
2017-09-26,132.65
2017-09-27,127.5
2017-09-28,129.1
2017-09-29,130.0
2017-10-03,130.65
2017-10-04,134.2
2017-10-05,141.75
2017-10-06,142.9
2017-10-09,141.25
2017-10-10,140.95
2017-10-11,142.35
2017-10-12,143.8
2017-10-13,142.8
2017-10-16,142.45
2017-10-17,143.65
2017-10-18,162.75
2017-10-19,163.75
2017-10-23,162.5
2017-10-24,167.5
2017-10-25,163.6
2017-10-26,165.95
2017-10-27,163.3
2017-10-30,163.55
2017-10-31,172.85
2017-11-01,172.8
2017-11-02,184.45
2017-11-03,189.8
2017-11-06,191.4
2017-11-07,184.2
2017-11-08,176.7
2017-11-09,212.0
2017-11-10,210.95
2017-11-13,208.55
