Date,ZEEMEDIA
2017-01-02,39.35
2017-01-03,39.95
2017-01-04,39.6
2017-01-05,39.35
2017-01-06,39.3
2017-01-09,38.9
2017-01-10,38.7
2017-01-11,38.85
2017-01-12,39.6
2017-01-13,39.5
2017-01-16,39.6
2017-01-17,39.2
2017-01-18,39.15
2017-01-19,38.65
2017-01-20,38.2
2017-01-23,38.65
2017-01-24,39.05
2017-01-25,38.75
2017-01-27,38.4
2017-01-30,37.9
2017-01-31,36.95
2017-02-01,37.7
2017-02-02,38.05
2017-02-03,38.45
2017-02-06,37.3
2017-02-07,36.65
2017-02-08,36.6
2017-02-09,36.85
2017-02-10,36.85
2017-02-13,36.2
2017-02-14,36.35
2017-02-15,35.3
2017-02-16,35.45
2017-02-17,36.25
2017-02-20,36.45
2017-02-21,37.1
2017-02-22,36.15
2017-02-23,35.2
2017-02-27,35.15
2017-02-28,35.4
2017-03-01,35.75
2017-03-02,35.75
2017-03-03,36.45
2017-03-06,36.7
2017-03-07,35.8
2017-03-08,36.15
2017-03-09,36.25
2017-03-10,35.9
2017-03-14,36.1
2017-03-15,35.75
2017-03-16,35.85
2017-03-17,36.4
2017-03-20,36.1
2017-03-21,36.05
2017-03-22,35.65
2017-03-23,35.7
2017-03-24,35.95
2017-03-27,35.8
2017-03-28,35.7
2017-03-29,35.6
2017-03-30,35.65
2017-03-31,35.3
2017-04-03,36.25
2017-04-05,39.35
2017-04-06,39.0
2017-04-07,38.25
2017-04-10,39.75
2017-04-11,39.85
2017-04-12,39.25
2017-04-13,38.6
2017-04-17,37.95
2017-04-18,38.0
2017-04-19,37.25
2017-04-20,37.75
2017-04-21,37.9
2017-04-24,38.1
2017-04-25,37.85
2017-04-26,37.5
2017-04-27,37.0
2017-04-28,38.0
2017-05-02,37.85
2017-05-03,37.75
2017-05-04,37.85
2017-05-05,37.25
2017-05-08,37.5
2017-05-09,37.5
2017-05-10,38.4
2017-05-11,38.7
2017-05-12,38.15
2017-05-15,38.15
2017-05-16,38.1
2017-05-17,37.75
2017-05-18,36.95
2017-05-19,36.05
2017-05-22,37.65
2017-05-23,36.7
2017-05-24,36.05
2017-05-25,36.15
2017-05-26,36.35
2017-05-29,36.15
2017-05-30,35.75
2017-05-31,37.3
2017-06-01,37.85
2017-06-02,37.9
2017-06-05,37.45
2017-06-06,36.85
2017-06-07,37.4
2017-06-08,36.85
2017-06-09,38.8
2017-06-12,40.35
2017-06-13,41.55
2017-06-14,41.45
2017-06-15,40.9
2017-06-16,40.55
2017-06-19,39.7
2017-06-20,40.7
2017-06-21,40.55
2017-06-22,40.05
2017-06-23,38.8
2017-06-27,38.05
2017-06-28,37.05
2017-06-29,37.35
2017-06-30,38.3
2017-07-03,37.9
2017-07-04,37.6
2017-07-05,38.25
2017-07-06,38.85
2017-07-07,38.8
2017-07-10,38.75
2017-07-11,37.8
2017-07-12,38.25
2017-07-13,38.5
2017-07-14,37.8
2017-07-17,37.7
2017-07-18,37.65
2017-07-19,38.05
2017-07-20,38.1
2017-07-21,39.75
2017-07-24,38.55
2017-07-25,38.35
2017-07-26,38.6
2017-07-27,38.05
2017-07-28,38.1
2017-07-31,38.4
2017-08-01,37.9
2017-08-02,38.4
2017-08-03,37.6
2017-08-04,37.8
2017-08-07,38.05
2017-08-08,37.9
2017-08-09,37.55
2017-08-10,35.9
2017-08-11,36.0
2017-08-14,36.25
2017-08-16,36.4
2017-08-17,36.2
2017-08-18,36.35
2017-08-21,35.85
2017-08-22,34.95
2017-08-23,34.95
2017-08-24,34.45
2017-08-28,34.95
2017-08-29,34.15
2017-08-30,34.6
2017-08-31,34.6
2017-09-01,35.9
2017-09-04,35.8
2017-09-05,35.75
2017-09-06,35.7
2017-09-07,35.35
2017-09-08,35.6
2017-09-11,35.55
2017-09-12,36.0
2017-09-13,35.7
2017-09-14,35.3
2017-09-15,35.05
2017-09-18,35.1
2017-09-19,35.15
2017-09-20,36.95
2017-09-21,37.45
2017-09-22,36.8
2017-09-25,35.8
2017-09-26,37.1
2017-09-27,35.7
2017-09-28,36.55
2017-09-29,36.3
2017-10-03,36.15
2017-10-04,36.2
2017-10-19,42.35
2017-10-23,41.75
2017-10-24,41.35
2017-10-25,40.0
2017-10-26,40.25
2017-10-27,42.9
2017-10-30,42.35
2017-10-31,42.65
2017-11-01,42.2
2017-11-02,42.55
2017-11-03,42.8
2017-11-06,44.7
2017-11-07,42.95
2017-11-08,42.3
2017-11-09,43.5
2017-11-10,42.8
2017-11-13,42.6
2017-11-14,42.4
2017-11-15,41.25
2017-11-16,41.85
2017-11-17,41.9
2017-11-20,42.5
2017-11-21,42.25
2017-11-22,41.95
2017-11-23,41.65
2017-11-24,42.0
2017-11-27,42.9
2017-11-28,44.0
2017-11-29,44.05
2017-11-30,43.3
2017-12-01,42.9
2017-12-04,42.35
2017-12-05,42.05
2017-12-06,41.85
2017-12-07,41.95
2017-12-08,42.6
2017-12-11,42.25
2017-12-12,42.05
2017-12-13,41.5
2017-12-14,42.3
2017-12-15,41.9
2017-12-18,41.95
2017-12-19,42.7
2017-12-20,44.8
2017-12-21,45.5
2017-12-22,45.7
2017-12-26,46.6
2017-12-27,45.85
2017-12-28,47.4
2017-12-29,46.9
