Date,LGBBROSLTD
2017-01-02,572.35
2017-01-03,574.85
2017-01-04,573.95
2017-01-05,595.65
2017-01-06,591.75
2017-01-09,580.55
2017-01-10,595.15
2017-01-11,606.1
2017-01-12,606.15
2017-01-13,587.05
2017-01-16,583.55
2017-01-17,560.65
2017-01-18,560.35
2017-01-19,557.55
2017-01-20,559.75
2017-01-23,559.0
2017-01-24,558.75
2017-01-25,574.6
2017-01-27,599.7
2017-01-30,588.85
2017-01-31,568.4
2017-02-01,577.0
2017-02-02,599.0
2017-02-03,587.75
2017-02-06,590.6
2017-02-07,561.85
2017-02-08,551.5
2017-02-09,536.15
2017-02-10,538.45
2017-02-13,543.6
2017-02-14,555.55
2017-02-15,549.5
2017-02-16,558.95
2017-02-17,556.4
2017-02-20,568.25
2017-02-21,564.9
2017-02-22,575.25
2017-02-23,565.9
2017-02-27,555.05
2017-02-28,563.05
2017-03-01,561.75
2017-03-02,555.45
2017-03-03,562.3
2017-03-06,561.15
2017-03-07,568.4
2017-03-08,567.15
2017-03-09,572.7
2017-03-10,572.1
2017-03-14,575.15
2017-03-15,581.55
2017-03-16,584.2
2017-03-17,581.7
2017-03-20,582.35
2017-03-21,588.6
2017-03-22,597.85
2017-03-23,606.8
2017-03-24,613.55
2017-03-27,609.8
2017-03-28,609.05
2017-03-29,623.45
2017-03-30,625.9
2017-03-31,621.05
2017-04-03,631.6
2017-04-05,633.05
2017-04-06,626.25
2017-04-07,619.9
2017-04-10,620.25
2017-04-11,619.1
2017-04-12,609.95
2017-04-13,625.35
2017-04-17,630.85
2017-04-18,622.95
2017-04-19,625.35
2017-04-20,625.9
2017-04-21,628.9
2017-04-24,639.2
2017-04-25,640.15
2017-04-26,630.45
2017-04-27,624.45
2017-04-28,626.0
2017-05-02,635.9
2017-05-03,641.5
2017-05-04,638.95
2017-05-05,634.15
2017-05-08,641.75
2017-05-09,639.4
2017-05-10,660.15
2017-05-11,658.25
2017-05-12,689.4
2017-05-15,683.95
2017-05-16,712.4
2017-05-17,698.15
2017-05-18,686.65
2017-05-19,682.65
2017-05-22,690.0
2017-05-23,694.4
2017-05-24,696.75
2017-05-25,698.3
2017-05-26,699.45
2017-05-29,695.85
2017-05-30,698.25
2017-05-31,697.75
2017-06-01,704.05
2017-06-02,730.85
2017-06-05,737.35
2017-06-06,731.75
2017-06-07,742.3
2017-06-08,750.15
2017-06-09,750.0
2017-06-12,751.2
2017-06-13,749.3
2017-06-14,756.4
2017-06-15,750.2
2017-06-16,747.15
2017-06-19,785.5
2017-06-20,794.75
2017-06-21,806.2
2017-06-22,801.7
2017-06-23,770.8
2017-06-27,751.85
2017-06-28,757.3
2017-06-29,745.7
2017-06-30,747.7
2017-07-03,748.5
2017-07-04,782.05
2017-07-05,772.05
2017-07-06,764.85
2017-07-07,782.3
2017-07-10,776.55
2017-07-11,782.55
2017-07-12,783.15
2017-07-13,782.25
2017-07-14,783.45
2017-07-17,784.3
2017-07-18,785.65
2017-07-19,794.4
2017-07-20,789.45
2017-07-21,768.8
2017-07-24,765.1
2017-07-25,765.95
2017-07-26,763.0
2017-07-27,756.7
2017-07-28,756.4
2017-07-31,753.95
2017-08-01,759.8
2017-08-02,763.1
2017-08-03,751.95
2017-08-04,762.85
2017-08-07,769.7
2017-08-08,738.6
2017-08-09,727.25
2017-08-10,710.9
2017-08-11,691.3
2017-08-14,724.45
2017-08-16,725.0
2017-08-17,723.3
2017-08-18,713.45
2017-08-21,702.05
2017-08-22,706.2
2017-08-23,690.95
2017-08-24,674.05
2017-08-28,696.7
2017-08-29,698.5
2017-08-30,712.45
2017-08-31,710.95
2017-09-01,727.35
2017-09-04,724.9
2017-09-05,720.2
2017-09-06,724.4
2017-09-07,752.4
2017-09-08,731.75
2017-09-11,732.25
2017-09-12,722.95
2017-09-13,726.7
2017-09-14,722.7
2017-09-15,710.7
2017-09-18,725.05
2017-09-19,729.1
2017-09-20,730.25
2017-09-21,753.8
2017-09-22,737.2
2017-09-25,704.35
2017-09-26,699.5
2017-09-27,691.7
2017-09-28,680.2
2017-09-29,683.35
2017-10-03,688.15
2017-10-04,688.7
2017-10-05,705.55
2017-10-06,740.1
2017-10-09,764.2
2017-10-10,777.9
2017-10-11,797.7
2017-10-12,816.15
2017-10-13,864.75
2017-10-16,908.9
2017-10-17,903.25
2017-10-18,909.1
2017-10-19,916.5
2017-10-23,917.9
2017-10-24,941.15
2017-10-25,929.4
2017-10-26,928.35
2017-10-27,964.6
2017-10-30,1006.25
2017-10-31,947.4
2017-11-01,926.9
2017-11-02,932.45
2017-11-03,943.7
2017-11-06,925.75
2017-11-07,937.35
2017-11-08,929.85
2017-11-09,928.2
2017-11-10,941.15
2017-11-13,951.05
2017-11-14,935.15
2017-11-15,918.05
2017-11-16,922.1
2017-11-17,913.6
2017-11-20,907.75
2017-11-21,913.5
2017-11-22,930.85
2017-11-23,927.55
2017-11-24,950.75
2017-11-27,951.05
2017-11-28,951.1
2017-11-29,950.15
2017-11-30,950.45
2017-12-01,950.5
2017-12-04,944.4
2017-12-05,911.55
2017-12-06,907.55
2017-12-07,914.0
2017-12-08,924.55
2017-12-11,909.75
2017-12-12,915.3
2017-12-13,920.0
2017-12-14,914.3
2017-12-15,922.9
2017-12-18,923.95
2017-12-19,953.45
2017-12-20,1012.35
2017-12-21,1114.75
2017-12-22,1082.9
2017-12-26,1089.25
2017-12-27,1055.95
2017-12-28,1081.7
2017-12-29,1070.6
