Date,ZEEL
2017-01-02,451.6
2017-01-03,458.3
2017-01-04,458.6
2017-01-05,470.7
2017-01-06,463.1
2017-01-09,465.1
2017-01-10,467.75
2017-01-11,478.3
2017-01-12,476.45
2017-01-13,477.55
2017-01-16,481.0
2017-01-17,480.15
2017-01-18,482.05
2017-01-19,477.55
2017-01-20,467.15
2017-01-23,482.95
2017-01-24,479.4
2017-01-25,498.2
2017-01-27,496.75
2017-01-30,496.35
2017-01-31,489.15
2017-02-01,504.45
2017-02-02,507.4
2017-02-03,495.85
2017-02-06,504.0
2017-02-07,502.25
2017-02-08,512.25
2017-02-09,522.6
2017-02-10,518.05
2017-02-13,524.3
2017-02-14,512.95
2017-02-15,520.7
2017-02-16,518.5
2017-02-17,521.2
2017-02-20,528.6
2017-02-21,523.25
2017-02-22,516.15
2017-02-23,518.55
2017-02-27,503.8
2017-02-28,509.45
2017-03-01,506.4
2017-03-02,501.65
2017-03-03,503.0
2017-03-06,507.25
2017-03-07,506.65
2017-03-08,514.45
2017-03-09,517.4
2017-03-10,514.8
2017-03-14,522.65
2017-03-15,525.6
2017-03-16,525.45
2017-03-17,519.25
2017-03-20,521.1
2017-03-21,523.4
2017-03-22,520.8
2017-03-23,523.6
2017-03-24,518.45
2017-03-27,516.5
2017-03-28,530.35
2017-03-29,530.95
2017-03-30,532.4
2017-03-31,535.55
2017-04-03,528.55
2017-04-05,543.5
2017-04-06,553.4
2017-04-07,547.6
2017-04-10,553.45
2017-04-11,540.15
2017-04-12,530.45
2017-04-13,521.55
2017-04-17,521.2
2017-04-18,517.6
2017-04-19,521.9
2017-04-20,533.45
2017-04-21,528.6
2017-04-24,524.55
2017-04-25,527.95
2017-04-26,527.75
2017-04-27,530.75
2017-04-28,526.85
2017-05-02,534.2
2017-05-03,527.2
2017-05-04,520.75
2017-05-05,505.6
2017-05-08,501.65
2017-05-09,495.65
2017-05-10,516.2
2017-05-11,544.75
2017-05-12,526.4
2017-05-15,525.55
2017-05-16,522.6
2017-05-17,524.05
2017-05-18,515.55
2017-05-19,512.0
2017-05-22,520.35
2017-05-23,512.25
2017-05-24,509.15
2017-05-25,512.0
2017-05-26,519.0
2017-05-29,521.8
2017-05-30,522.55
2017-05-31,514.85
2017-06-01,522.0
2017-06-02,523.15
2017-06-05,524.65
2017-06-06,518.75
2017-06-07,519.25
2017-06-08,520.65
2017-06-09,522.0
2017-06-12,513.2
2017-06-13,508.75
2017-06-14,513.15
2017-06-15,508.35
2017-06-16,508.05
2017-06-19,509.1
2017-06-20,504.4
2017-06-21,504.6
2017-06-22,510.65
2017-06-23,509.75
2017-06-27,491.8
2017-06-28,484.55
2017-06-29,488.85
2017-06-30,491.35
2017-07-03,490.5
2017-07-04,491.4
2017-07-05,499.7
2017-07-06,501.05
2017-07-07,507.35
2017-07-10,505.75
2017-07-11,506.45
2017-07-12,510.1
2017-07-13,517.0
2017-07-14,514.25
2017-07-17,524.25
2017-07-18,530.5
2017-07-19,545.4
2017-07-20,538.95
2017-07-21,556.05
2017-07-24,551.9
2017-07-25,538.7
2017-07-26,530.65
2017-07-27,539.3
2017-07-28,540.6
2017-07-31,541.75
2017-08-01,543.6
2017-08-02,540.3
2017-08-03,539.95
2017-08-04,541.85
2017-08-07,540.65
2017-08-08,539.95
2017-08-09,540.0
2017-08-10,520.05
2017-08-11,504.9
2017-08-14,517.2
2017-08-16,518.7
2017-08-17,526.75
2017-08-18,511.6
2017-08-21,509.3
2017-08-22,516.45
2017-08-23,514.9
2017-08-24,511.7
2017-08-28,517.9
2017-08-29,518.25
2017-08-30,520.35
2017-08-31,519.5
2017-09-01,523.65
2017-09-04,521.6
2017-09-05,520.7
2017-09-06,520.05
2017-09-07,520.85
2017-09-08,519.8
2017-09-11,520.3
2017-09-12,532.45
2017-09-13,532.7
2017-09-14,529.3
2017-09-15,534.2
2017-09-18,543.7
2017-09-19,545.1
2017-09-20,549.1
2017-09-21,535.55
2017-09-22,521.7
2017-09-25,526.5
2017-09-26,524.9
2017-09-27,524.0
2017-09-28,520.0
2017-09-29,520.1
2017-10-03,521.95
2017-10-04,521.4
2017-10-05,521.6
2017-10-06,521.65
2017-10-09,525.75
2017-10-10,522.9
2017-10-11,514.5
2017-10-12,517.55
2017-10-13,510.05
2017-10-16,514.45
2017-10-17,494.8
2017-10-18,490.75
2017-10-19,489.35
2017-10-23,491.65
2017-10-24,525.95
2017-10-25,532.15
2017-10-26,531.5
2017-10-27,541.5
2017-10-30,549.0
2017-10-31,541.9
2017-11-01,535.8
2017-11-02,529.25
2017-11-03,538.95
2017-11-06,530.6
2017-11-07,538.05
2017-11-08,540.55
2017-11-09,538.15
2017-11-10,542.75
2017-11-13,542.4
2017-11-14,542.15
2017-11-15,540.2
2017-11-16,539.35
2017-11-17,535.5
2017-11-20,532.7
2017-11-21,540.25
2017-11-22,562.05
2017-11-23,565.1
2017-11-24,564.15
2017-11-27,575.25
2017-11-28,586.65
2017-11-29,577.35
2017-11-30,568.15
2017-12-01,556.8
2017-12-04,566.2
2017-12-05,568.45
2017-12-06,569.75
2017-12-07,572.95
2017-12-08,563.0
2017-12-11,568.0
2017-12-12,568.95
2017-12-13,567.05
2017-12-14,567.75
2017-12-15,571.5
2017-12-18,574.35
2017-12-19,578.85
2017-12-20,580.55
2017-12-21,574.35
2017-12-22,574.55
2017-12-26,581.9
2017-12-27,587.35
2017-12-28,585.85
2017-12-29,581.8
