Date,HUBTOWN
2017-01-02,93.75
2017-01-03,93.15
2017-01-04,93.35
2017-01-05,100.5
2017-01-06,98.75
2017-01-09,98.85
2017-01-10,97.2
2017-01-11,97.05
2017-01-12,95.65
2017-01-13,96.35
2017-01-16,95.9
2017-01-17,95.7
2017-01-18,96.15
2017-01-19,94.65
2017-01-20,92.35
2017-01-23,94.0
2017-01-24,94.25
2017-01-25,94.65
2017-01-27,92.9
2017-01-30,92.75
2017-01-31,95.4
2017-02-01,96.15
2017-02-02,94.6
2017-02-03,94.85
2017-02-06,96.1
2017-02-07,97.65
2017-02-08,96.8
2017-02-09,95.35
2017-02-10,95.6
2017-02-13,97.25
2017-02-14,95.0
2017-02-15,91.65
2017-02-16,92.25
2017-02-17,91.5
2017-02-20,92.95
2017-02-21,92.15
2017-02-22,92.9
2017-02-23,93.05
2017-02-27,91.05
2017-02-28,91.3
2017-03-01,91.95
2017-03-02,92.45
2017-03-03,91.55
2017-03-06,91.45
2017-03-07,92.1
2017-03-08,91.2
2017-03-09,91.15
2017-03-10,90.7
2017-03-14,89.9
2017-03-15,89.9
2017-03-16,92.95
2017-03-17,92.25
2017-03-20,91.8
2017-03-21,91.95
2017-03-22,92.2
2017-03-23,92.9
2017-03-24,92.2
2017-03-27,92.1
2017-03-28,93.1
2017-03-29,89.85
2017-03-30,90.75
2017-03-31,90.75
2017-04-03,93.9
2017-04-05,99.35
2017-04-06,96.55
2017-04-07,96.45
2017-04-10,96.95
2017-04-11,96.0
2017-04-12,115.2
2017-04-13,115.35
2017-04-17,119.85
2017-04-18,118.45
2017-04-19,115.65
2017-04-20,116.85
2017-04-21,119.65
2017-04-24,125.95
2017-04-25,130.05
2017-04-26,146.3
2017-04-27,149.7
2017-04-28,149.95
2017-05-02,166.9
2017-05-03,165.45
2017-05-04,165.2
2017-05-05,165.95
2017-05-08,166.35
2017-05-09,163.05
2017-05-10,162.8
2017-05-11,167.8
2017-05-12,162.0
2017-05-15,158.75
2017-05-16,161.3
2017-05-17,158.35
2017-05-18,151.6
2017-05-19,150.45
2017-05-22,146.75
2017-05-23,146.7
2017-05-24,143.2
2017-05-25,150.2
2017-05-26,147.4
2017-05-29,149.7
2017-05-30,134.75
2017-05-31,121.3
2017-06-01,130.3
2017-06-02,137.2
2017-06-05,140.75
2017-06-06,126.7
2017-06-07,113.05
2017-06-08,114.35
2017-06-09,114.25
2017-06-12,112.6
2017-06-13,113.45
2017-06-14,115.0
2017-06-15,120.4
2017-06-16,119.15
2017-06-19,120.0
2017-06-20,118.05
2017-06-21,117.85
2017-06-22,119.25
2017-06-23,114.85
2017-06-27,112.25
2017-06-28,114.4
2017-06-29,119.1
2017-06-30,116.9
2017-07-03,123.6
2017-07-04,137.65
2017-07-05,127.25
2017-07-06,131.9
2017-07-07,131.2
2017-07-10,129.9
2017-07-11,128.45
2017-07-12,130.15
2017-07-13,128.7
2017-07-14,126.2
2017-07-17,126.45
2017-07-18,128.65
2017-07-19,129.05
2017-07-20,127.9
2017-07-21,128.4
2017-07-24,128.2
2017-07-25,127.4
2017-07-26,125.45
2017-07-27,123.6
2017-07-28,121.6
2017-07-31,121.1
2017-08-01,126.05
2017-08-02,125.35
2017-08-03,125.5
2017-08-04,122.55
2017-08-07,127.45
2017-08-08,124.35
2017-08-09,118.15
2017-08-10,104.65
2017-08-11,100.65
2017-08-14,102.6
2017-08-16,103.3
2017-08-17,101.95
2017-08-18,113.85
2017-08-21,114.1
2017-08-22,108.4
2017-08-23,113.95
2017-08-24,110.0
2017-08-28,114.7
2017-08-29,112.95
2017-08-30,114.9
2017-08-31,116.9
2017-09-01,123.8
2017-09-04,118.3
2017-09-05,119.1
2017-09-06,120.3
2017-09-07,120.85
2017-09-08,119.3
2017-09-11,120.5
2017-09-12,120.6
2017-09-13,117.4
2017-09-14,113.65
2017-09-15,114.8
2017-09-18,114.7
2017-09-19,113.35
2017-09-20,113.9
2017-09-21,115.9
2017-09-22,113.8
2017-09-25,111.2
2017-09-26,111.2
2017-09-27,108.4
2017-09-28,108.4
2017-09-29,107.9
2017-10-03,108.3
2017-10-04,105.5
2017-10-05,105.05
2017-10-06,112.25
2017-10-09,111.2
2017-10-10,110.8
2017-10-11,109.4
2017-10-12,110.45
2017-10-13,109.05
2017-10-16,108.7
2017-10-17,112.7
2017-10-18,108.8
2017-10-19,112.3
2017-10-23,111.2
2017-10-24,111.8
2017-10-25,111.5
2017-10-26,110.85
2017-10-27,110.25
2017-10-30,112.6
2017-10-31,120.15
2017-11-01,128.75
2017-11-02,142.35
2017-11-03,134.5
2017-11-06,123.4
2017-11-07,117.85
2017-11-08,110.2
2017-11-09,114.7
2017-11-10,112.45
2017-11-13,117.2
2017-11-14,114.55
2017-11-15,118.25
2017-11-16,119.75
2017-11-17,117.85
2017-11-20,118.8
2017-11-21,117.2
2017-11-22,118.9
2017-11-23,117.45
2017-11-24,118.8
2017-11-27,125.8
2017-11-28,129.85
2017-11-29,126.55
2017-11-30,130.3
2017-12-01,130.5
2017-12-04,125.7
2017-12-05,119.9
2017-12-06,117.5
2017-12-07,125.25
2017-12-08,125.75
2017-12-11,133.6
2017-12-12,129.5
2017-12-13,125.4
2017-12-14,125.5
2017-12-15,126.85
2017-12-18,127.45
2017-12-19,128.65
2017-12-20,125.05
2017-12-21,124.65
2017-12-22,122.4
2017-12-26,123.35
2017-12-27,123.2
2017-12-28,123.3
2017-12-29,129.7
