Date,GRUH
2017-01-02,329.35
2017-01-03,326.8
2017-01-04,328.75
2017-01-05,325.75
2017-01-06,327.3
2017-01-09,324.85
2017-01-10,333.25
2017-01-11,334.8
2017-01-12,339.0
2017-01-13,330.55
2017-01-16,330.25
2017-01-17,340.35
2017-01-18,338.85
2017-01-19,341.1
2017-01-20,335.1
2017-01-23,333.5
2017-01-24,336.2
2017-01-25,332.75
2017-01-27,337.8
2017-01-30,337.1
2017-01-31,335.55
2017-02-01,353.9
2017-02-02,348.5
2017-02-03,354.45
2017-02-06,357.65
2017-02-07,359.45
2017-02-08,360.05
2017-02-09,360.9
2017-02-10,367.25
2017-02-13,368.65
2017-02-14,364.75
2017-02-15,384.1
2017-02-16,383.8
2017-02-17,377.55
2017-02-20,369.25
2017-02-21,369.75
2017-02-22,368.35
2017-02-23,373.0
2017-02-27,369.55
2017-02-28,373.4
2017-03-01,373.5
2017-03-02,375.2
2017-03-03,374.9
2017-03-06,368.25
2017-03-07,364.55
2017-03-08,365.35
2017-03-09,373.15
2017-03-10,375.6
2017-03-14,374.1
2017-03-15,368.3
2017-03-16,366.45
2017-03-17,372.45
2017-03-20,378.8
2017-03-21,378.8
2017-03-22,373.7
2017-03-23,371.1
2017-03-24,375.2
2017-03-27,371.35
2017-03-28,370.35
2017-03-29,402.2
2017-03-30,403.6
2017-03-31,395.9
2017-04-03,399.3
2017-04-05,394.15
2017-04-06,389.15
2017-04-07,379.95
2017-04-10,385.1
2017-04-11,383.4
2017-04-12,377.55
2017-04-13,376.35
2017-04-17,369.65
2017-04-18,392.4
2017-04-19,389.5
2017-04-20,387.3
2017-04-21,391.5
2017-04-24,386.6
2017-04-25,393.3
2017-04-26,389.15
2017-04-27,399.45
2017-04-28,397.95
2017-05-02,391.7
2017-05-03,402.65
2017-05-04,416.35
2017-05-05,421.0
2017-05-08,414.45
2017-05-09,413.15
2017-05-10,421.1
2017-05-11,423.0
2017-05-12,418.45
2017-05-15,417.35
2017-05-16,418.9
2017-05-17,418.9
2017-05-18,410.25
2017-05-19,395.75
2017-05-22,387.85
2017-05-23,382.45
2017-05-24,400.35
2017-05-25,392.8
2017-05-26,394.4
2017-05-29,395.15
2017-05-30,391.35
2017-05-31,395.6
2017-06-01,393.7
2017-06-02,404.25
2017-06-05,400.1
2017-06-06,400.7
2017-06-07,406.2
2017-06-08,408.85
2017-06-09,423.8
2017-06-12,445.9
2017-06-13,445.8
2017-06-14,440.0
2017-06-15,446.1
2017-06-16,443.6
2017-06-19,439.5
2017-06-20,442.15
2017-06-21,446.55
2017-06-22,450.15
2017-06-23,436.05
2017-06-27,426.5
2017-06-28,424.45
2017-06-29,424.3
2017-06-30,445.2
2017-07-03,443.75
2017-07-04,439.25
2017-07-05,455.2
2017-07-06,468.6
2017-07-07,486.75
2017-07-10,496.85
2017-07-11,484.1
2017-07-12,502.15
2017-07-13,508.85
2017-07-14,501.4
2017-07-17,493.2
2017-07-18,492.0
2017-07-19,489.85
2017-07-20,481.5
2017-07-21,475.35
2017-07-24,466.6
2017-07-25,462.1
2017-07-26,459.5
2017-07-27,479.05
2017-07-28,474.75
2017-07-31,491.05
2017-08-01,504.3
2017-08-02,503.2
2017-08-03,502.15
2017-08-04,503.8
2017-08-07,508.65
2017-08-08,497.35
2017-08-09,478.3
2017-08-10,464.55
2017-08-11,465.7
2017-08-14,463.8
2017-08-16,472.5
2017-08-17,483.1
2017-08-18,483.55
2017-08-21,498.25
2017-08-22,508.4
2017-08-23,501.7
2017-08-24,511.8
2017-08-28,509.7
2017-08-29,500.35
2017-08-30,506.05
2017-08-31,521.45
2017-09-01,515.2
2017-09-04,515.7
2017-09-05,526.95
2017-09-06,517.15
2017-09-07,525.65
2017-09-08,529.75
2017-09-11,523.4
2017-09-12,524.7
2017-09-13,523.45
2017-09-14,538.3
2017-09-15,539.25
2017-09-18,543.2
2017-09-19,537.15
2017-09-20,531.4
2017-09-21,546.2
2017-09-22,546.45
2017-09-25,513.25
2017-09-26,515.85
2017-09-27,523.35
2017-09-28,505.55
2017-09-29,491.65
2017-10-03,505.85
2017-10-04,525.8
2017-10-05,535.35
2017-10-06,527.25
2017-10-09,531.9
2017-10-10,529.7
2017-10-11,526.0
2017-10-12,526.3
2017-10-13,525.35
2017-10-16,517.4
2017-10-17,505.9
2017-10-18,512.0
2017-10-19,512.55
2017-10-23,504.45
2017-10-24,499.8
2017-10-25,521.3
2017-10-26,505.8
2017-10-27,499.45
2017-10-30,501.45
2017-10-31,498.05
2017-11-01,501.25
2017-11-02,498.9
2017-11-03,500.15
2017-11-06,493.8
2017-11-07,494.9
2017-11-08,473.25
2017-11-09,487.2
2017-11-10,505.45
2017-11-13,514.6
2017-11-14,504.05
2017-11-15,495.85
2017-11-16,504.75
2017-11-17,508.25
2017-11-20,498.4
2017-11-21,504.05
2017-11-22,501.6
2017-11-23,502.7
2017-11-24,504.8
2017-11-27,507.2
2017-11-28,507.5
2017-11-29,506.35
2017-11-30,500.3
2017-12-01,509.9
2017-12-04,514.5
2017-12-05,504.55
2017-12-06,507.25
2017-12-07,502.3
2017-12-08,499.7
2017-12-11,501.15
2017-12-12,517.95
2017-12-13,512.25
2017-12-14,505.85
2017-12-15,508.5
2017-12-18,503.4
2017-12-19,504.2
2017-12-20,500.25
2017-12-21,500.4
2017-12-22,500.05
2017-12-26,498.8
2017-12-27,499.0
2017-12-28,504.4
2017-12-29,503.3
