Date,MOREPENLAB
2017-01-02,21.45
2017-01-03,21.35
2017-01-04,22.05
2017-01-05,21.95
2017-01-06,21.6
2017-01-09,21.8
2017-01-10,21.75
2017-01-11,21.7
2017-01-12,21.15
2017-01-13,20.95
2017-01-16,20.75
2017-01-17,20.75
2017-01-18,21.05
2017-01-19,20.8
2017-01-20,21.6
2017-01-23,21.5
2017-01-24,21.3
2017-01-25,21.15
2017-01-27,21.25
2017-01-30,20.9
2017-01-31,20.7
2017-02-01,20.8
2017-02-02,21.2
2017-02-03,22.0
2017-02-06,22.95
2017-02-07,22.25
2017-02-08,22.6
2017-02-09,22.15
2017-02-10,21.75
2017-02-13,21.0
2017-02-14,20.9
2017-02-15,20.25
2017-02-16,20.6
2017-02-17,20.8
2017-02-20,21.9
2017-02-21,21.65
2017-02-22,21.15
2017-02-23,20.95
2017-02-27,21.05
2017-02-28,20.95
2017-03-01,21.0
2017-03-02,20.7
2017-03-03,20.5
2017-03-06,20.35
2017-03-07,20.25
2017-03-08,20.25
2017-03-09,20.15
2017-03-10,20.15
2017-03-14,20.2
2017-03-15,20.25
2017-03-16,20.35
2017-03-17,20.35
2017-03-20,20.3
2017-03-21,19.95
2017-03-22,19.65
2017-03-23,19.6
2017-03-24,19.5
2017-03-27,18.9
2017-03-28,18.95
2017-03-29,18.95
2017-03-30,19.05
2017-03-31,19.0
2017-04-03,20.2
2017-04-05,20.55
2017-04-06,20.25
2017-04-07,20.9
2017-04-10,21.0
2017-04-11,20.95
2017-04-12,20.65
2017-04-13,20.85
2017-04-17,21.3
2017-04-18,20.5
2017-04-19,20.45
2017-04-20,21.15
2017-04-21,21.0
2017-04-24,20.95
2017-04-25,20.95
2017-04-26,20.7
2017-04-27,20.85
2017-04-28,20.85
2017-05-02,22.9
2017-05-03,22.4
2017-05-04,21.75
2017-05-05,21.1
2017-05-08,21.25
2017-05-09,21.35
2017-05-10,22.3
2017-05-11,22.55
2017-05-12,22.15
2017-05-15,22.4
2017-05-16,21.9
2017-05-17,22.5
2017-05-18,21.7
2017-05-19,21.15
2017-05-22,21.05
2017-05-23,19.9
2017-05-24,19.1
2017-05-25,19.65
2017-05-26,19.8
2017-05-29,19.2
2017-05-30,19.45
2017-05-31,19.45
2017-06-01,19.8
2017-06-02,20.8
2017-06-05,20.85
2017-06-06,20.65
2017-06-07,20.45
2017-06-08,20.15
2017-06-09,19.9
2017-06-12,19.8
2017-06-13,19.85
2017-06-14,19.75
2017-06-15,19.7
2017-06-16,19.55
2017-06-19,19.45
2017-06-20,19.25
2017-06-21,19.1
2017-06-22,19.15
2017-06-23,18.95
2017-06-27,18.6
2017-06-28,18.45
2017-06-29,18.5
2017-06-30,18.75
2017-07-03,18.85
2017-07-04,19.2
2017-07-05,19.05
2017-07-06,19.35
2017-07-07,19.5
2017-07-10,19.4
2017-07-11,19.15
2017-07-12,18.95
2017-07-13,18.95
2017-07-14,18.75
2017-07-17,18.75
2017-07-18,18.65
2017-07-19,19.05
2017-07-20,18.95
2017-07-21,19.1
2017-07-24,18.8
2017-07-25,18.95
2017-07-26,18.85
2017-07-27,18.65
2017-07-28,18.6
2017-07-31,18.55
2017-08-01,18.35
2017-08-02,18.2
2017-08-03,17.75
2017-08-04,16.85
2017-08-07,17.05
2017-08-08,17.1
2017-08-09,16.7
2017-08-10,15.8
2017-08-11,15.05
2017-08-14,15.65
2017-08-16,15.85
2017-08-17,16.2
2017-08-18,15.9
2017-08-21,15.75
2017-08-22,15.7
2017-08-23,15.75
2017-08-24,16.05
2017-08-28,16.45
2017-08-29,16.2
2017-08-30,16.4
2017-08-31,16.35
2017-09-01,16.2
2017-09-04,16.45
2017-09-05,16.5
2017-09-06,16.55
2017-09-07,19.85
2017-09-08,19.3
2017-09-11,17.55
2017-09-12,17.1
2017-09-13,17.65
2017-09-14,17.6
2017-09-15,17.7
2017-09-18,17.7
2017-09-19,17.55
2017-09-20,17.65
2017-09-21,17.55
2017-09-22,17.1
2017-09-25,16.35
2017-09-26,16.3
2017-09-27,15.85
2017-09-28,15.95
2017-09-29,15.95
2017-10-03,16.0
2017-10-04,16.25
2017-10-05,16.4
2017-10-06,17.3
2017-10-09,17.5
2017-10-10,17.7
2017-10-11,17.0
2017-10-12,17.2
2017-10-13,16.9
2017-10-16,16.8
2017-10-17,16.6
2017-10-18,16.45
2017-10-19,16.55
2017-10-23,17.05
2017-10-24,16.85
2017-10-25,16.8
2017-10-26,16.65
2017-10-27,16.65
2017-10-30,16.8
2017-10-31,16.55
2017-11-01,16.7
2017-11-02,18.35
2017-11-03,18.15
2017-11-06,18.55
2017-11-07,17.65
2017-11-08,17.75
2017-11-09,19.65
2017-11-10,18.7
2017-11-13,19.3
2017-11-14,19.15
2017-11-15,19.0
2017-11-16,19.25
2017-11-17,19.0
2017-11-20,21.65
2017-11-21,20.95
2017-11-22,20.9
2017-11-23,22.3
2017-11-24,22.3
2017-11-27,23.25
2017-11-28,23.15
2017-11-29,22.75
2017-11-30,22.65
2017-12-01,25.75
2017-12-04,27.85
2017-12-05,27.55
2017-12-06,26.3
2017-12-07,27.75
2017-12-08,27.45
2017-12-11,25.65
2017-12-12,25.05
2017-12-13,24.95
2017-12-14,24.6
2017-12-15,25.1
2017-12-18,24.8
2017-12-19,25.15
2017-12-20,30.15
2017-12-21,34.1
2017-12-22,37.8
2017-12-26,41.5
2017-12-27,40.25
2017-12-28,38.9
2017-12-29,37.35
