Date,MHRIL
2017-01-02,399.85
2017-01-03,403.95
2017-01-04,398.55
2017-01-05,401.55
2017-01-06,394.9
2017-01-09,393.9
2017-01-10,389.95
2017-01-11,401.7
2017-01-12,401.3
2017-01-13,399.65
2017-01-16,398.55
2017-01-17,400.15
2017-01-18,401.45
2017-01-19,402.75
2017-01-20,408.35
2017-01-23,408.75
2017-01-24,415.6
2017-01-25,416.85
2017-01-27,413.4
2017-01-30,411.25
2017-01-31,418.7
2017-02-01,423.4
2017-02-02,434.5
2017-02-03,454.55
2017-02-06,442.25
2017-02-07,443.9
2017-02-08,439.5
2017-02-09,438.25
2017-02-10,440.45
2017-02-13,439.35
2017-02-14,442.05
2017-02-15,438.6
2017-02-16,444.1
2017-02-17,439.65
2017-02-20,440.6
2017-02-21,439.8
2017-02-22,435.75
2017-02-23,435.2
2017-02-27,436.7
2017-02-28,434.2
2017-03-01,428.25
2017-03-02,423.7
2017-03-03,419.5
2017-03-06,419.6
2017-03-07,428.95
2017-03-08,422.8
2017-03-09,426.7
2017-03-10,419.3
2017-03-14,418.75
2017-03-15,418.95
2017-03-16,416.55
2017-03-17,413.35
2017-03-20,410.95
2017-03-21,407.25
2017-03-22,409.65
2017-03-23,411.5
2017-03-24,416.15
2017-03-27,420.3
2017-03-28,425.65
2017-03-29,438.45
2017-03-30,436.6
2017-03-31,433.2
2017-04-03,434.9
2017-04-05,438.5
2017-04-06,433.45
2017-04-07,438.75
2017-04-10,441.7
2017-04-11,447.1
2017-04-12,443.95
2017-04-13,443.35
2017-04-17,445.65
2017-04-18,438.35
2017-04-19,433.35
2017-04-20,436.25
2017-04-21,435.05
2017-04-24,445.75
2017-04-25,458.7
2017-04-26,449.8
2017-04-27,449.45
2017-04-28,450.2
2017-05-02,453.4
2017-05-03,445.85
2017-05-04,444.6
2017-05-05,442.35
2017-05-08,447.25
2017-05-09,454.3
2017-05-10,472.6
2017-05-11,468.0
2017-05-12,466.35
2017-05-15,466.75
2017-05-16,474.75
2017-05-17,482.95
2017-05-18,465.1
2017-05-19,458.95
2017-05-22,473.05
2017-05-23,459.0
2017-05-24,463.55
2017-05-25,484.2
2017-05-26,483.6
2017-05-29,484.3
2017-05-30,497.85
2017-05-31,500.65
2017-06-01,509.35
2017-06-02,507.65
2017-06-05,507.3
2017-06-06,503.2
2017-06-07,518.55
2017-06-08,537.2
2017-06-09,546.9
2017-06-12,544.8
2017-06-13,553.55
2017-06-14,587.1
2017-06-15,597.05
2017-06-16,596.15
2017-06-19,579.15
2017-06-20,600.35
2017-06-21,598.85
2017-06-22,609.5
2017-06-23,594.05
2017-06-27,580.35
2017-06-28,579.65
2017-06-29,594.7
2017-06-30,585.1
2017-07-03,616.05
2017-07-04,612.65
2017-07-05,626.8
2017-07-06,635.9
2017-07-07,652.65
2017-07-10,429.8
2017-07-11,425.35
2017-07-12,422.35
2017-07-13,424.1
2017-07-14,411.45
2017-07-17,400.25
2017-07-18,413.1
2017-07-19,415.7
2017-07-20,408.7
2017-07-21,402.25
2017-07-24,401.2
2017-07-25,401.1
2017-07-26,401.7
2017-07-27,406.55
2017-07-28,408.9
2017-07-31,407.95
2017-08-01,399.7
2017-08-02,388.65
2017-08-03,379.25
2017-08-04,369.7
2017-08-07,382.7
2017-08-08,378.9
2017-08-09,371.6
2017-08-10,350.4
2017-08-11,342.25
2017-08-14,354.8
2017-08-16,360.6
2017-08-17,364.55
2017-08-18,367.3
2017-08-21,359.85
2017-08-22,359.9
2017-08-23,354.45
2017-08-24,353.35
2017-08-28,363.55
2017-08-29,364.9
2017-08-30,362.55
2017-08-31,359.9
2017-09-01,364.65
2017-09-04,361.85
2017-09-05,373.6
2017-09-06,367.5
2017-09-07,364.7
2017-09-08,366.2
2017-09-11,360.15
2017-09-12,357.05
2017-09-13,349.4
2017-09-14,342.3
2017-09-15,345.7
2017-09-18,348.35
2017-09-19,347.45
2017-09-20,347.35
2017-09-21,358.5
2017-09-22,351.8
2017-09-25,339.6
2017-09-26,347.45
2017-09-27,341.9
2017-09-28,341.7
2017-09-29,340.85
2017-10-03,340.4
2017-10-04,340.2
2017-10-05,340.8
2017-10-06,343.45
2017-10-09,352.75
2017-10-10,371.05
2017-10-11,374.25
2017-10-12,383.95
2017-10-13,384.3
2017-10-16,385.85
2017-10-17,382.5
2017-10-18,372.7
2017-10-19,386.45
2017-10-23,376.75
2017-10-24,376.4
2017-10-25,373.55
2017-10-26,368.4
2017-10-27,365.7
2017-10-30,376.6
2017-10-31,377.85
2017-11-01,376.25
2017-11-02,356.45
2017-11-03,358.55
2017-11-06,356.75
2017-11-07,351.3
2017-11-08,341.95
2017-11-09,340.75
2017-11-10,340.8
2017-11-13,339.9
2017-11-14,334.1
2017-11-15,327.75
2017-11-16,328.85
2017-11-17,325.75
2017-11-20,342.05
2017-11-21,348.95
2017-11-22,343.95
2017-11-23,342.6
2017-11-24,344.65
2017-11-27,342.5
2017-11-28,339.35
2017-11-29,343.9
2017-11-30,345.8
2017-12-01,340.2
2017-12-04,338.0
2017-12-05,339.6
2017-12-06,341.0
2017-12-07,342.5
2017-12-08,343.25
2017-12-11,340.5
2017-12-12,341.3
2017-12-13,338.05
2017-12-14,334.5
2017-12-15,334.05
2017-12-18,334.8
2017-12-19,336.7
2017-12-20,334.7
2017-12-21,337.55
2017-12-22,337.35
2017-12-26,340.3
2017-12-27,337.5
2017-12-28,334.05
2017-12-29,337.95
