Date,MUKANDLTD
2017-01-02,63.85
2017-01-03,66.85
2017-01-04,70.75
2017-01-05,71.0
2017-01-06,68.45
2017-01-09,70.8
2017-01-10,74.0
2017-01-11,72.25
2017-01-12,70.25
2017-01-13,68.3
2017-01-16,68.3
2017-01-17,67.2
2017-01-18,66.5
2017-01-19,67.8
2017-01-20,66.15
2017-01-23,67.55
2017-01-24,69.3
2017-01-25,69.05
2017-01-27,67.4
2017-01-30,65.9
2017-01-31,63.85
2017-02-01,66.3
2017-02-02,65.4
2017-02-03,66.1
2017-02-06,67.85
2017-02-07,66.55
2017-02-08,67.7
2017-02-09,68.45
2017-02-10,69.15
2017-02-13,66.1
2017-02-14,66.55
2017-02-15,64.8
2017-02-16,65.25
2017-02-17,66.95
2017-02-20,67.65
2017-02-21,69.0
2017-02-22,66.95
2017-02-23,66.2
2017-02-27,65.65
2017-02-28,64.8
2017-03-01,68.5
2017-03-02,66.3
2017-03-03,68.05
2017-03-06,68.55
2017-03-07,68.25
2017-03-08,66.6
2017-03-09,68.65
2017-03-10,75.2
2017-03-14,77.85
2017-03-15,78.9
2017-03-16,77.45
2017-03-17,74.6
2017-03-20,75.0
2017-03-21,73.7
2017-03-22,71.55
2017-03-23,72.85
2017-03-24,74.6
2017-03-27,78.55
2017-03-28,80.0
2017-03-29,77.05
2017-03-30,82.15
2017-03-31,84.9
2017-04-03,84.6
2017-04-05,81.7
2017-04-06,81.7
2017-04-07,79.75
2017-04-10,78.9
2017-04-11,78.5
2017-04-12,81.7
2017-04-13,80.4
2017-04-17,79.4
2017-04-18,77.55
2017-04-19,76.35
2017-04-20,79.35
2017-04-21,77.25
2017-04-24,77.75
2017-04-25,79.75
2017-04-26,78.45
2017-04-27,78.95
2017-04-28,80.25
2017-05-02,82.6
2017-05-03,82.8
2017-05-04,82.35
2017-05-05,79.8
2017-05-08,82.05
2017-05-09,83.6
2017-05-10,84.2
2017-05-11,82.5
2017-05-12,81.45
2017-05-15,81.6
2017-05-16,81.1
2017-05-17,83.1
2017-05-18,78.65
2017-05-19,77.55
2017-05-22,76.3
2017-05-23,75.0
2017-05-24,66.95
2017-05-25,67.55
2017-05-26,69.3
2017-05-29,66.55
2017-05-30,68.45
2017-05-31,67.7
2017-06-01,67.35
2017-06-02,66.15
2017-06-05,64.7
2017-06-06,64.4
2017-06-07,64.55
2017-06-08,65.0
2017-06-09,63.6
2017-06-12,65.95
2017-06-13,65.0
2017-06-14,64.1
2017-06-15,64.5
2017-06-16,66.4
2017-06-19,64.85
2017-06-20,66.25
2017-06-21,66.9
2017-06-22,65.0
2017-06-23,64.0
2017-06-27,62.45
2017-06-28,63.1
2017-06-29,62.55
2017-06-30,62.1
2017-07-03,65.35
2017-07-04,65.5
2017-07-05,66.55
2017-07-06,66.35
2017-07-07,66.85
2017-07-10,67.15
2017-07-11,70.3
2017-07-12,78.3
2017-07-13,83.05
2017-07-14,81.8
2017-07-17,82.4
2017-07-18,80.8
2017-07-19,83.25
2017-07-20,82.1
2017-07-21,83.65
2017-07-24,83.85
2017-07-25,82.85
2017-07-26,83.25
2017-07-27,87.25
2017-07-28,90.35
2017-07-31,91.05
2017-08-01,90.0
2017-08-02,88.5
2017-08-03,86.55
2017-08-04,85.4
2017-08-07,87.0
2017-08-08,83.75
2017-08-09,81.85
2017-08-10,76.6
2017-08-11,76.65
2017-08-14,78.9
2017-08-16,82.2
2017-08-17,82.9
2017-08-18,81.5
2017-08-21,79.75
2017-08-22,79.7
2017-08-23,82.0
2017-08-24,85.8
2017-08-28,85.8
2017-08-29,85.65
2017-08-30,88.35
2017-08-31,88.95
2017-09-01,89.05
2017-09-04,93.5
2017-09-05,92.95
2017-09-06,92.7
2017-09-07,96.85
2017-09-08,94.65
2017-09-11,92.5
2017-09-12,93.1
2017-09-13,90.6
2017-09-14,90.9
2017-09-15,89.25
2017-09-18,94.1
2017-09-19,93.85
2017-09-20,93.4
2017-09-21,93.15
2017-09-22,88.05
2017-09-25,86.4
2017-09-26,86.15
2017-09-27,88.05
2017-09-28,91.25
2017-09-29,89.4
2017-10-03,89.75
2017-10-04,89.9
2017-10-05,91.85
2017-10-06,94.95
2017-10-09,93.6
2017-10-10,96.05
2017-10-11,96.9
2017-10-12,103.4
2017-10-13,99.7
2017-10-16,99.15
2017-10-17,103.9
2017-10-18,103.55
2017-10-19,103.45
2017-10-23,107.05
2017-10-24,104.9
2017-10-25,102.65
2017-10-26,102.4
2017-10-27,102.3
2017-10-30,102.0
2017-10-31,99.0
2017-11-01,97.95
2017-11-02,97.65
2017-11-03,97.9
2017-11-06,96.15
2017-11-07,97.1
2017-11-08,93.6
2017-11-09,94.25
2017-11-10,94.0
2017-11-13,92.3
2017-11-14,89.75
2017-11-15,89.8
2017-11-16,91.9
2017-11-17,91.2
2017-11-20,90.9
2017-11-21,89.55
2017-11-22,89.4
2017-11-23,89.4
2017-11-24,90.05
2017-11-27,91.95
2017-11-28,90.8
2017-11-29,89.75
2017-11-30,89.4
2017-12-01,87.1
2017-12-04,85.8
2017-12-05,86.95
2017-12-06,85.65
2017-12-07,85.75
2017-12-08,85.9
2017-12-11,85.65
2017-12-12,83.85
2017-12-13,85.25
2017-12-14,83.25
2017-12-15,85.6
2017-12-18,85.25
2017-12-19,85.35
2017-12-20,87.55
2017-12-21,86.7
2017-12-22,88.9
2017-12-26,88.25
2017-12-27,90.05
2017-12-28,88.9
2017-12-29,88.85
