Date,ACCELYA
2017-01-02,1450.05
2017-01-03,1450.7
2017-01-04,1459.15
2017-01-05,1460.0
2017-01-06,1460.1
2017-01-09,1456.55
2017-01-10,1454.0
2017-01-11,1468.35
2017-01-12,1474.45
2017-01-13,1469.6
2017-01-16,1450.75
2017-01-17,1459.9
2017-01-18,1477.25
2017-01-19,1490.55
2017-01-20,1492.6
2017-01-23,1499.95
2017-01-24,1506.15
2017-01-25,1525.7
2017-01-27,1539.15
2017-01-30,1595.65
2017-01-31,1627.95
2017-02-01,1620.15
2017-02-02,1627.55
2017-02-03,1610.25
2017-02-06,1682.45
2017-02-07,1698.3
2017-02-08,1595.7
2017-02-09,1617.5
2017-02-10,1566.2
2017-02-13,1623.0
2017-02-14,1588.4
2017-02-15,1586.4
2017-02-16,1583.0
2017-02-17,1564.05
2017-02-20,1546.2
2017-02-21,1530.8
2017-02-22,1523.85
2017-02-23,1507.85
2017-02-27,1507.7
2017-02-28,1492.25
2017-03-01,1456.75
2017-03-02,1415.1
2017-03-03,1489.85
2017-03-06,1462.5
2017-03-07,1462.2
2017-03-08,1451.65
2017-03-09,1439.0
2017-03-10,1434.35
2017-03-14,1430.4
2017-03-15,1427.85
2017-03-16,1397.45
2017-03-17,1409.75
2017-03-20,1404.7
2017-03-21,1410.3
2017-03-22,1405.95
2017-03-23,1425.4
2017-03-24,1407.2
2017-03-27,1413.65
2017-03-28,1412.0
2017-03-29,1408.0
2017-03-30,1444.25
2017-03-31,1451.35
2017-04-03,1470.7
2017-04-05,1483.45
2017-04-06,1483.65
2017-04-07,1462.05
2017-04-10,1449.5
2017-04-11,1441.9
2017-04-12,1469.55
2017-04-13,1473.85
2017-04-17,1546.45
2017-04-18,1527.35
2017-04-19,1559.7
2017-04-20,1544.7
2017-04-21,1521.85
2017-04-24,1516.0
2017-04-25,1509.0
2017-04-26,1474.95
2017-04-27,1458.85
2017-04-28,1492.05
2017-05-02,1479.65
2017-05-03,1475.75
2017-05-04,1451.0
2017-05-05,1450.7
2017-05-08,1450.25
2017-05-09,1477.35
2017-05-10,1488.2
2017-05-11,1457.1
2017-05-12,1474.35
2017-05-15,1426.45
2017-05-16,1424.5
2017-05-17,1412.55
2017-05-18,1408.15
2017-05-19,1386.7
2017-05-22,1376.1
2017-05-23,1345.85
2017-05-24,1333.05
2017-05-25,1324.65
2017-05-26,1349.1
2017-05-29,1296.75
2017-05-30,1304.0
2017-05-31,1312.5
2017-06-01,1337.9
2017-06-02,1338.55
2017-06-05,1340.4
2017-06-06,1341.8
2017-06-07,1336.7
2017-06-08,1352.85
2017-06-09,1405.7
2017-06-12,1381.5
2017-06-13,1391.75
2017-06-14,1449.45
2017-06-15,1462.8
2017-06-16,1450.0
2017-06-19,1367.4
2017-06-20,1346.8
2017-06-21,1343.85
2017-06-22,1339.9
2017-06-23,1323.6
2017-06-27,1326.7
2017-06-28,1331.0
2017-06-29,1320.55
2017-06-30,1328.0
2017-07-03,1326.15
2017-07-04,1349.8
2017-07-05,1335.35
2017-07-06,1312.15
2017-07-07,1339.8
2017-07-10,1339.05
2017-07-11,1350.2
2017-07-12,1352.0
2017-07-13,1379.3
2017-07-14,1383.25
2017-07-17,1381.8
2017-07-18,1386.1
2017-07-19,1386.75
2017-07-20,1441.95
2017-07-21,1408.0
2017-07-24,1395.3
2017-07-25,1395.5
2017-07-26,1408.2
2017-07-27,1394.25
2017-07-28,1417.25
2017-07-31,1428.65
2017-08-01,1410.75
2017-08-02,1413.05
2017-08-03,1386.8
2017-08-04,1401.9
2017-08-07,1387.9
2017-08-08,1370.0
2017-08-09,1392.55
2017-08-10,1377.65
2017-08-11,1372.6
2017-08-14,1350.2
2017-08-16,1371.4
2017-08-17,1403.05
2017-08-18,1410.25
2017-08-21,1403.25
2017-08-22,1405.4
2017-08-23,1383.5
2017-08-24,1371.4
2017-08-28,1394.7
2017-08-29,1394.65
2017-08-30,1399.85
2017-08-31,1405.45
2017-09-01,1413.75
2017-09-04,1410.05
2017-09-05,1415.55
2017-09-06,1419.85
2017-09-07,1409.45
2017-09-08,1408.95
2017-09-11,1382.15
2017-09-12,1371.2
2017-09-13,1381.55
2017-09-14,1390.2
2017-09-15,1402.4
2017-09-18,1470.05
2017-09-19,1522.4
2017-09-20,1510.75
2017-09-21,1500.35
2017-09-22,1492.65
2017-09-25,1482.45
2017-09-26,1502.15
2017-09-27,1480.8
2017-09-28,1431.25
2017-09-29,1428.4
2017-10-03,1451.75
2017-10-04,1424.3
2017-10-05,1441.2
2017-10-06,1431.65
2017-10-09,1474.25
2017-10-10,1486.5
2017-10-11,1457.6
2017-10-12,1444.0
2017-10-13,1459.7
2017-10-16,1439.35
2017-10-17,1452.25
2017-10-18,1464.15
2017-10-19,1454.0
2017-10-23,1437.45
2017-10-24,1423.45
2017-10-25,1442.25
2017-10-26,1413.85
2017-10-27,1399.1
2017-10-30,1399.3
2017-10-31,1398.2
2017-11-01,1382.35
2017-11-02,1390.6
2017-11-03,1370.05
2017-11-06,1377.55
2017-11-07,1347.5
2017-11-08,1344.25
2017-11-09,1326.05
2017-11-10,1321.3
2017-11-13,1293.85
2017-11-14,1280.3
2017-11-15,1289.2
2017-11-16,1290.15
2017-11-17,1307.3
2017-11-20,1336.3
2017-11-21,1392.75
2017-11-22,1386.35
2017-11-23,1399.5
2017-11-24,1399.65
2017-11-27,1397.3
2017-11-28,1386.45
2017-11-29,1346.15
2017-11-30,1372.4
2017-12-01,1368.35
2017-12-04,1392.45
2017-12-05,1389.65
2017-12-06,1374.6
2017-12-07,1398.25
2017-12-08,1413.5
2017-12-11,1449.65
2017-12-12,1447.45
2017-12-13,1445.85
2017-12-14,1430.35
2017-12-15,1447.95
2017-12-18,1425.55
2017-12-19,1413.25
2017-12-20,1417.25
2017-12-21,1415.55
2017-12-22,1491.85
2017-12-26,1473.5
2017-12-27,1437.2
2017-12-28,1441.15
2017-12-29,1434.35
