Date,SUPRAJIT
2017-01-02,204.1
2017-01-03,206.15
2017-01-04,202.45
2017-01-05,199.1
2017-01-06,194.5
2017-01-09,200.85
2017-01-10,197.3
2017-01-11,199.3
2017-01-12,197.05
2017-01-13,199.05
2017-01-16,195.45
2017-01-17,194.2
2017-01-18,193.2
2017-01-19,193.15
2017-01-20,192.55
2017-01-23,194.05
2017-01-24,193.65
2017-01-25,192.55
2017-01-27,193.15
2017-01-30,190.25
2017-01-31,189.7
2017-02-01,189.95
2017-02-02,191.65
2017-02-03,194.95
2017-02-06,193.65
2017-02-07,194.0
2017-02-08,206.1
2017-02-09,207.6
2017-02-10,209.25
2017-02-13,205.65
2017-02-14,206.5
2017-02-15,204.35
2017-02-16,207.75
2017-02-17,207.35
2017-02-20,209.05
2017-02-21,206.25
2017-02-22,202.4
2017-02-23,202.3
2017-02-27,207.85
2017-02-28,211.4
2017-03-01,214.0
2017-03-02,209.45
2017-03-03,209.25
2017-03-06,219.05
2017-03-07,214.3
2017-03-08,215.05
2017-03-09,217.65
2017-03-10,213.55
2017-03-14,216.55
2017-03-15,209.3
2017-03-16,219.45
2017-03-17,219.9
2017-03-20,223.3
2017-03-21,228.2
2017-03-22,228.2
2017-03-23,225.35
2017-03-24,234.15
2017-03-27,236.5
2017-03-28,238.35
2017-03-29,236.4
2017-03-30,238.65
2017-03-31,240.45
2017-04-03,240.05
2017-04-05,241.05
2017-04-06,241.95
2017-04-07,237.5
2017-04-10,229.55
2017-04-11,229.25
2017-04-12,236.8
2017-04-13,234.3
2017-04-17,232.5
2017-04-18,230.05
2017-04-19,228.4
2017-04-20,236.05
2017-04-21,233.55
2017-04-24,236.9
2017-04-25,235.5
2017-04-26,231.3
2017-04-27,228.15
2017-04-28,235.6
2017-05-02,235.35
2017-05-03,235.55
2017-05-04,233.7
2017-05-05,233.4
2017-05-08,237.75
2017-05-09,243.65
2017-05-10,247.6
2017-05-11,249.8
2017-05-12,253.15
2017-05-15,255.55
2017-05-16,251.3
2017-05-17,254.45
2017-05-18,255.2
2017-05-19,256.05
2017-05-22,249.75
2017-05-23,244.45
2017-05-24,250.55
2017-05-25,252.3
2017-05-26,250.15
2017-05-29,248.75
2017-05-30,256.35
2017-05-31,292.45
2017-06-01,290.9
2017-06-02,298.1
2017-06-05,293.75
2017-06-06,290.15
2017-06-07,287.35
2017-06-08,273.9
2017-06-09,278.9
2017-06-12,281.8
2017-06-13,277.85
2017-06-14,289.05
2017-06-15,296.75
2017-06-16,298.4
2017-06-19,309.4
2017-06-20,321.7
2017-06-21,329.15
2017-06-22,320.6
2017-06-23,331.7
2017-06-27,327.9
2017-06-28,321.6
2017-06-29,325.35
2017-06-30,318.9
2017-07-03,314.6
2017-07-04,314.95
2017-07-05,316.4
2017-07-06,309.7
2017-07-07,309.8
2017-07-10,306.1
2017-07-11,304.5
2017-07-12,300.05
2017-07-13,300.45
2017-07-14,293.1
2017-07-17,284.85
2017-07-18,278.0
2017-07-19,274.5
2017-07-20,290.75
2017-07-21,293.1
2017-07-24,287.55
2017-07-25,286.9
2017-07-26,290.15
2017-07-27,295.15
2017-07-28,302.65
2017-07-31,298.4
2017-08-01,296.7
2017-08-02,295.9
2017-08-03,290.15
2017-08-04,290.65
2017-08-07,281.0
2017-08-08,285.1
2017-08-09,273.7
2017-08-10,266.8
2017-08-11,261.6
2017-08-14,280.8
2017-08-16,276.0
2017-08-17,277.75
2017-08-18,280.95
2017-08-21,283.25
2017-08-22,276.5
2017-08-23,280.1
2017-08-24,276.4
2017-08-28,287.0
2017-08-29,279.75
2017-08-30,281.05
2017-08-31,282.85
2017-09-01,283.95
2017-09-04,282.35
2017-09-05,278.65
2017-09-06,278.25
2017-09-07,279.3
2017-09-08,278.95
2017-09-11,287.05
2017-09-12,299.05
2017-09-13,285.8
2017-09-14,283.95
2017-09-15,281.3
2017-09-18,280.55
2017-09-19,279.4
2017-09-20,277.85
2017-09-21,279.3
2017-09-22,275.55
2017-09-25,260.15
2017-09-26,271.1
2017-09-27,275.95
2017-09-28,286.85
2017-09-29,286.0
2017-10-03,281.9
2017-10-04,284.15
2017-10-05,284.95
2017-10-06,285.95
2017-10-09,282.25
2017-10-10,278.4
2017-10-11,275.4
2017-10-12,278.75
2017-10-13,277.85
2017-10-16,286.75
2017-10-17,285.9
2017-10-18,281.2
2017-10-19,278.4
2017-10-23,281.2
2017-10-24,280.2
2017-10-25,279.45
2017-10-26,277.9
2017-10-27,280.15
2017-10-30,281.2
2017-10-31,273.7
2017-11-01,278.35
2017-11-02,273.4
2017-11-03,273.7
2017-11-06,267.65
2017-11-07,271.4
2017-11-08,270.85
2017-11-09,273.9
2017-11-10,279.25
2017-11-13,276.15
2017-11-14,279.35
2017-11-15,279.65
2017-11-16,274.3
2017-11-17,275.05
2017-11-20,276.65
2017-11-21,278.75
2017-11-22,279.45
2017-11-23,277.4
2017-11-24,279.15
2017-11-27,283.85
2017-11-28,284.3
2017-11-29,278.25
2017-11-30,289.95
2017-12-01,293.0
2017-12-04,291.15
2017-12-05,293.2
2017-12-06,292.95
2017-12-07,296.55
2017-12-08,297.45
2017-12-11,305.7
2017-12-12,315.2
2017-12-13,318.3
2017-12-14,312.15
2017-12-15,315.4
2017-12-18,313.35
2017-12-19,323.5
2017-12-20,323.65
2017-12-21,315.45
2017-12-22,319.3
2017-12-26,321.85
2017-12-27,322.5
2017-12-28,340.35
2017-12-29,333.7
