Date,HINDPETRO
2017-01-02,450.0
2017-01-03,464.3
2017-01-04,460.95
2017-01-05,472.95
2017-01-06,466.7
2017-01-09,463.0
2017-01-10,479.25
2017-01-11,490.7
2017-01-12,494.15
2017-01-13,488.9
2017-01-16,489.55
2017-01-17,482.35
2017-01-18,488.0
2017-01-19,495.05
2017-01-20,492.75
2017-01-23,511.9
2017-01-24,517.95
2017-01-25,544.45
2017-01-27,535.1
2017-01-30,528.1
2017-01-31,521.35
2017-02-01,538.85
2017-02-02,552.05
2017-02-03,543.85
2017-02-06,551.2
2017-02-07,559.15
2017-02-08,573.15
2017-02-09,576.9
2017-02-10,571.65
2017-02-13,578.3
2017-02-14,546.15
2017-02-15,525.15
2017-02-16,530.2
2017-02-17,543.0
2017-02-20,557.2
2017-02-21,562.4
2017-02-22,553.8
2017-02-23,571.0
2017-02-27,559.7
2017-02-28,537.75
2017-03-01,518.55
2017-03-02,507.55
2017-03-03,523.2
2017-03-06,520.4
2017-03-07,527.8
2017-03-08,515.05
2017-03-09,515.7
2017-03-10,513.05
2017-03-14,518.95
2017-03-15,515.4
2017-03-16,520.3
2017-03-17,513.35
2017-03-20,511.35
2017-03-21,505.2
2017-03-22,510.95
2017-03-23,521.75
2017-03-24,518.1
2017-03-27,518.3
2017-03-28,518.6
2017-03-29,519.75
2017-03-30,517.3
2017-03-31,525.65
2017-04-03,518.6
2017-04-05,523.35
2017-04-06,524.55
2017-04-07,535.8
2017-04-10,542.2
2017-04-11,538.5
2017-04-12,542.45
2017-04-13,559.2
2017-04-17,556.85
2017-04-18,553.3
2017-04-19,553.9
2017-04-20,553.45
2017-04-21,557.1
2017-04-24,556.5
2017-04-25,559.6
2017-04-26,535.85
2017-04-27,542.5
2017-04-28,536.15
2017-05-02,552.6
2017-05-03,530.2
2017-05-04,531.45
2017-05-05,523.5
2017-05-08,531.1
2017-05-09,527.35
2017-05-10,529.2
2017-05-11,526.95
2017-05-12,535.7
2017-05-15,537.15
2017-05-16,542.0
2017-05-17,543.55
2017-05-18,533.45
2017-05-19,521.35
2017-05-22,510.65
2017-05-23,499.6
2017-05-24,499.7
2017-05-25,508.8
2017-05-26,567.6
2017-05-29,547.25
2017-05-30,554.05
2017-05-31,554.2
2017-06-01,541.2
2017-06-02,536.75
2017-06-05,542.2
2017-06-06,545.25
2017-06-07,540.2
2017-06-08,538.85
2017-06-09,539.65
2017-06-12,545.0
2017-06-13,540.6
2017-06-14,546.7
2017-06-15,518.55
2017-06-16,530.15
2017-06-19,530.55
2017-06-20,535.1
2017-06-21,529.3
2017-06-22,512.05
2017-06-23,508.45
2017-06-27,502.35
2017-06-28,512.75
2017-06-29,508.2
2017-06-30,510.35
2017-07-03,516.95
2017-07-04,511.9
2017-07-05,516.5
2017-07-06,509.1
2017-07-07,501.45
2017-07-10,512.6
2017-07-11,340.4
2017-07-12,359.25
2017-07-13,375.1
2017-07-14,387.4
2017-07-17,377.85
2017-07-18,368.2
2017-07-19,383.7
2017-07-20,367.85
2017-07-21,368.0
2017-07-24,369.3
2017-07-25,374.0
2017-07-26,370.55
2017-07-27,367.2
2017-07-28,374.45
2017-07-31,383.2
2017-08-01,386.75
2017-08-02,385.0
2017-08-03,396.8
2017-08-04,432.6
2017-08-07,458.1
2017-08-08,436.15
2017-08-09,429.65
2017-08-10,412.45
2017-08-11,429.05
2017-08-14,438.6
2017-08-16,436.4
2017-08-17,433.95
2017-08-18,442.4
2017-08-21,433.8
2017-08-22,449.7
2017-08-23,457.9
2017-08-24,466.2
2017-08-28,463.3
2017-08-29,466.95
2017-08-30,485.95
2017-08-31,488.35
2017-09-01,482.4
2017-09-04,476.5
2017-09-05,481.9
2017-09-06,476.5
2017-09-07,469.4
2017-09-08,461.95
2017-09-11,465.0
2017-09-12,482.2
2017-09-13,457.5
2017-09-14,459.0
2017-09-15,453.0
2017-09-18,449.0
2017-09-19,461.3
2017-09-20,452.0
2017-09-21,452.3
2017-09-22,438.6
2017-09-25,425.25
2017-09-26,415.6
2017-09-27,417.05
2017-09-28,416.1
2017-09-29,426.8
2017-10-03,434.6
2017-10-04,444.15
2017-10-05,435.65
2017-10-06,445.45
2017-10-09,440.0
2017-10-10,436.55
2017-10-11,455.0
2017-10-12,456.3
2017-10-13,459.6
2017-10-16,460.45
2017-10-17,470.8
2017-10-18,463.3
2017-10-19,460.35
2017-10-23,459.1
2017-10-24,466.0
2017-10-25,462.5
2017-10-26,481.2
2017-10-27,456.05
2017-10-30,454.8
2017-10-31,447.15
2017-11-01,443.3
2017-11-02,445.35
2017-11-03,445.65
2017-11-06,434.05
2017-11-07,444.7
2017-11-08,434.75
2017-11-09,431.55
2017-11-10,416.85
2017-11-13,420.1
2017-11-14,411.2
2017-11-15,413.8
2017-11-16,412.5
2017-11-17,414.8
2017-11-20,415.55
2017-11-21,418.7
2017-11-22,419.5
2017-11-23,424.95
2017-11-24,430.3
2017-11-27,423.7
2017-11-28,417.65
2017-11-29,416.35
2017-11-30,416.7
2017-12-01,409.55
2017-12-04,412.4
2017-12-05,412.0
2017-12-06,406.0
2017-12-07,412.65
2017-12-08,428.45
2017-12-11,432.55
2017-12-12,414.95
2017-12-13,423.35
2017-12-14,437.25
2017-12-15,443.8
2017-12-18,437.8
2017-12-19,436.35
2017-12-20,431.45
2017-12-21,426.8
2017-12-22,429.3
2017-12-26,430.5
2017-12-27,425.85
2017-12-28,422.65
2017-12-29,418.6
