Date,SPARC
2017-01-02,304.15
2017-01-03,309.2
2017-01-04,306.8
2017-01-05,307.9
2017-01-06,307.2
2017-01-09,306.45
2017-01-10,305.45
2017-01-11,308.55
2017-01-12,308.15
2017-01-13,309.9
2017-01-16,312.95
2017-01-17,328.6
2017-01-18,330.1
2017-01-19,329.95
2017-01-20,324.6
2017-01-23,325.85
2017-01-24,328.05
2017-01-25,324.95
2017-01-27,321.85
2017-01-30,311.65
2017-01-31,304.4
2017-02-01,306.05
2017-02-02,309.6
2017-02-03,314.35
2017-02-06,325.85
2017-02-07,316.7
2017-02-08,316.05
2017-02-09,316.4
2017-02-10,317.25
2017-02-13,314.6
2017-02-14,314.9
2017-02-15,299.2
2017-02-16,304.7
2017-02-17,310.1
2017-02-20,319.65
2017-02-21,317.85
2017-02-22,314.6
2017-02-23,318.2
2017-02-27,320.1
2017-02-28,336.35
2017-03-01,340.15
2017-03-02,337.6
2017-03-03,338.25
2017-03-06,336.8
2017-03-07,334.35
2017-03-08,330.55
2017-03-09,327.05
2017-03-10,324.1
2017-03-14,335.15
2017-03-15,327.7
2017-03-16,327.45
2017-03-17,329.5
2017-03-20,325.65
2017-03-21,328.95
2017-03-22,325.0
2017-03-23,324.5
2017-03-24,323.6
2017-03-27,322.55
2017-03-28,322.95
2017-03-29,319.7
2017-03-30,316.3
2017-03-31,316.45
2017-04-03,335.2
2017-04-05,351.5
2017-04-06,344.15
2017-04-07,341.5
2017-04-10,336.5
2017-04-11,336.45
2017-04-12,344.5
2017-04-13,336.7
2017-04-17,330.25
2017-04-18,328.45
2017-04-19,326.9
2017-04-20,327.45
2017-04-21,329.2
2017-04-24,325.15
2017-04-25,324.15
2017-04-26,319.25
2017-04-27,317.4
2017-04-28,317.35
2017-05-02,320.55
2017-05-03,319.7
2017-05-04,320.95
2017-05-05,314.95
2017-05-08,314.85
2017-05-09,316.05
2017-05-10,316.25
2017-05-11,315.7
2017-05-12,312.75
2017-05-15,313.5
2017-05-16,311.1
2017-05-17,309.2
2017-05-18,305.55
2017-05-19,302.75
2017-05-22,294.35
2017-05-23,285.5
2017-05-24,285.0
2017-05-25,281.7
2017-05-26,287.2
2017-05-29,274.7
2017-05-30,291.25
2017-05-31,305.95
2017-06-01,304.15
2017-06-02,303.75
2017-06-05,304.35
2017-06-06,299.9
2017-06-07,300.85
2017-06-08,308.2
2017-06-09,306.2
2017-06-12,304.65
2017-06-13,303.75
2017-06-14,300.25
2017-06-15,307.9
2017-06-16,300.8
2017-06-19,300.15
2017-06-20,298.65
2017-06-21,295.65
2017-06-22,296.35
2017-06-23,297.45
2017-06-27,294.8
2017-06-28,293.4
2017-06-29,295.1
2017-06-30,304.8
2017-07-03,300.1
2017-07-04,307.85
2017-07-05,306.6
2017-07-06,305.4
2017-07-07,303.3
2017-07-10,304.6
2017-07-11,300.05
2017-07-12,298.75
2017-07-13,298.8
2017-07-14,309.0
2017-07-17,310.95
2017-07-18,314.2
2017-07-19,330.7
2017-07-20,333.1
2017-07-21,329.6
2017-07-24,332.6
2017-07-25,330.7
2017-07-26,360.55
2017-07-27,361.15
2017-07-28,374.1
2017-07-31,378.75
2017-08-01,375.4
2017-08-02,372.75
2017-08-03,369.6
2017-08-04,356.45
2017-08-07,382.65
2017-08-08,368.1
2017-08-09,359.95
2017-08-10,341.05
2017-08-11,337.55
2017-08-14,335.1
2017-08-16,369.55
2017-08-17,379.3
2017-08-18,398.65
2017-08-21,406.2
2017-08-22,416.85
2017-08-23,425.05
2017-08-24,391.9
2017-08-28,389.45
2017-08-29,384.5
2017-08-30,392.6
2017-08-31,386.4
2017-09-01,387.85
2017-09-04,382.3
2017-09-05,381.65
2017-09-06,372.2
2017-09-07,373.7
2017-09-08,369.95
2017-09-11,374.9
2017-09-12,382.35
2017-09-13,385.15
2017-09-14,407.8
2017-09-15,419.0
2017-09-18,407.45
2017-09-19,401.55
2017-09-20,398.6
2017-09-21,394.35
2017-09-22,376.95
2017-09-25,369.05
2017-09-26,371.6
2017-09-27,359.45
2017-09-28,371.15
2017-09-29,380.2
2017-10-03,376.0
2017-10-04,386.3
2017-10-05,390.75
2017-10-06,388.85
2017-10-09,367.1
2017-10-10,372.9
2017-10-11,383.15
2017-10-12,390.15
2017-10-13,383.7
2017-10-16,368.15
2017-10-17,367.85
2017-10-18,363.8
2017-10-19,365.25
2017-10-23,355.0
2017-10-24,356.1
2017-10-25,356.25
2017-10-26,354.8
2017-10-27,380.8
2017-10-30,438.05
2017-10-31,419.85
2017-11-01,411.7
2017-11-02,419.4
2017-11-03,412.55
2017-11-06,411.05
2017-11-07,398.9
2017-11-08,401.55
2017-11-09,410.15
2017-11-10,401.35
2017-11-13,409.8
2017-11-14,406.15
2017-11-15,395.8
2017-11-16,391.4
2017-11-17,392.1
2017-11-20,393.2
2017-11-21,405.25
2017-11-22,417.8
2017-11-23,422.4
2017-11-24,426.15
2017-11-27,424.5
2017-11-28,445.45
2017-11-29,436.45
2017-11-30,429.65
2017-12-01,443.5
2017-12-04,440.95
2017-12-05,437.7
2017-12-06,434.25
2017-12-07,433.75
2017-12-08,444.6
2017-12-11,465.6
2017-12-12,455.65
2017-12-13,448.25
2017-12-14,437.7
2017-12-15,445.9
2017-12-18,440.65
2017-12-19,445.25
2017-12-20,440.95
2017-12-21,448.95
2017-12-22,446.0
2017-12-26,464.15
2017-12-27,501.15
2017-12-28,512.9
2017-12-29,507.7
