Date,GILLANDERS
2017-01-02,63.6
2017-01-03,62.25
2017-01-04,62.7
2017-01-05,63.3
2017-01-06,64.0
2017-01-09,66.85
2017-01-10,67.7
2017-01-11,67.7
2017-01-12,67.25
2017-01-13,65.95
2017-01-16,67.85
2017-01-17,67.85
2017-01-18,66.15
2017-01-19,67.2
2017-01-20,67.15
2017-01-23,67.75
2017-01-24,67.6
2017-01-25,68.9
2017-01-27,68.0
2017-01-30,68.65
2017-01-31,66.65
2017-02-01,67.05
2017-02-02,69.55
2017-02-03,68.75
2017-02-06,68.0
2017-02-07,67.45
2017-02-08,68.65
2017-02-09,67.85
2017-02-10,68.65
2017-02-13,67.0
2017-02-14,64.7
2017-02-15,62.7
2017-02-16,62.7
2017-02-17,63.5
2017-02-20,64.55
2017-02-21,64.05
2017-02-22,62.8
2017-02-23,64.0
2017-02-27,63.15
2017-02-28,63.75
2017-03-01,63.4
2017-03-02,64.25
2017-03-03,63.9
2017-03-06,63.85
2017-03-07,63.85
2017-03-08,64.45
2017-03-09,65.35
2017-03-10,63.5
2017-03-14,62.55
2017-03-15,62.7
2017-03-16,63.55
2017-03-17,63.5
2017-03-20,63.5
2017-03-21,62.8
2017-03-22,63.45
2017-03-23,64.1
2017-03-24,63.5
2017-03-27,63.8
2017-03-28,65.3
2017-03-29,65.15
2017-03-30,63.4
2017-03-31,65.1
2017-04-03,65.05
2017-04-05,70.9
2017-04-06,72.6
2017-04-07,74.45
2017-04-10,74.8
2017-04-11,74.75
2017-04-12,72.25
2017-04-13,72.05
2017-04-17,72.05
2017-04-18,73.65
2017-04-19,81.05
2017-04-20,78.9
2017-04-21,81.85
2017-04-24,80.8
2017-04-25,79.8
2017-04-26,77.4
2017-04-27,76.05
2017-04-28,77.1
2017-05-02,76.55
2017-05-03,75.55
2017-05-04,76.1
2017-05-05,72.8
2017-05-08,71.65
2017-05-09,74.35
2017-05-10,74.25
2017-05-11,73.45
2017-05-12,73.4
2017-05-15,72.0
2017-05-16,73.5
2017-05-17,73.0
2017-05-18,71.8
2017-05-19,72.4
2017-05-22,71.5
2017-05-23,70.4
2017-05-24,66.7
2017-05-25,68.1
2017-05-26,70.9
2017-05-29,68.3
2017-05-30,66.6
2017-05-31,67.5
2017-06-01,67.7
2017-06-02,67.95
2017-06-05,68.05
2017-06-06,66.35
2017-06-07,66.3
2017-06-08,67.5
2017-06-09,69.3
2017-06-12,67.7
2017-06-13,67.2
2017-06-14,68.35
2017-06-15,68.75
2017-06-16,67.6
2017-06-19,67.8
2017-06-20,68.05
2017-06-21,68.9
2017-06-22,67.8
2017-06-23,68.3
2017-06-27,65.95
2017-06-28,65.3
2017-06-29,65.15
2017-06-30,65.1
2017-07-03,66.1
2017-07-04,66.7
2017-07-05,67.7
2017-07-06,67.5
2017-07-07,68.45
2017-07-10,66.8
2017-07-11,66.0
2017-07-12,66.05
2017-07-13,66.5
2017-07-14,66.25
2017-07-17,66.55
2017-07-18,65.75
2017-07-19,66.45
2017-07-20,66.05
2017-07-21,67.35
2017-07-24,67.5
2017-07-25,66.5
2017-07-26,66.15
2017-07-27,65.35
2017-07-28,66.95
2017-07-31,66.5
2017-08-01,66.1
2017-08-02,66.2
2017-08-03,65.15
2017-08-04,64.1
2017-08-07,64.5
2017-08-08,63.7
2017-08-09,63.65
2017-08-10,62.05
2017-08-11,60.05
2017-08-14,61.35
2017-08-16,62.45
2017-08-17,61.75
2017-08-18,60.6
2017-08-21,60.15
2017-08-22,60.45
2017-08-23,60.45
2017-08-24,60.25
2017-08-28,60.25
2017-08-29,61.0
2017-08-30,61.0
2017-08-31,61.2
2017-09-01,60.75
2017-09-04,60.85
2017-09-05,62.4
2017-09-06,62.15
2017-09-07,62.9
2017-09-08,63.5
2017-09-11,62.25
2017-09-12,62.05
2017-09-13,62.1
2017-09-14,61.3
2017-09-15,62.0
2017-09-18,62.2
2017-09-19,63.3
2017-09-20,65.05
2017-09-21,63.35
2017-09-22,60.75
2017-09-25,61.15
2017-09-26,61.65
2017-09-27,59.95
2017-09-28,60.1
2017-09-29,60.1
2017-10-03,60.1
2017-10-04,60.0
2017-10-05,59.8
2017-10-06,60.7
2017-10-09,61.7
2017-10-10,63.45
2017-10-11,62.3
2017-10-12,63.45
2017-10-13,62.45
2017-10-16,61.75
2017-10-17,61.95
2017-10-18,61.7
2017-10-19,62.0
2017-10-23,61.1
2017-10-24,62.9
2017-10-25,61.15
2017-10-26,63.0
2017-10-27,63.7
2017-10-30,62.7
2017-10-31,62.5
2017-11-01,63.2
2017-11-02,65.35
2017-11-03,65.0
2017-11-06,65.55
2017-11-07,63.8
2017-11-08,63.15
2017-11-09,63.0
2017-11-10,63.85
2017-11-13,63.05
2017-11-14,65.15
2017-11-15,64.95
2017-11-16,65.15
2017-11-17,62.85
2017-11-20,65.75
2017-11-21,68.05
2017-11-22,81.65
2017-11-23,87.3
2017-11-24,81.75
2017-11-27,87.3
2017-11-28,98.8
2017-11-29,93.2
2017-11-30,95.65
2017-12-01,94.0
2017-12-04,88.85
2017-12-05,84.5
2017-12-06,85.1
