Date,KABRAEXTRU
2017-01-02,108.4
2017-01-03,109.7
2017-01-04,116.25
2017-01-05,114.95
2017-01-06,121.65
2017-01-09,123.7
2017-01-10,127.45
2017-01-11,126.35
2017-01-12,123.2
2017-01-13,127.45
2017-01-16,124.3
2017-01-17,123.5
2017-01-18,123.7
2017-01-19,122.95
2017-01-20,121.1
2017-01-23,123.4
2017-01-24,120.4
2017-01-25,121.05
2017-01-27,122.9
2017-01-30,123.3
2017-01-31,118.4
2017-02-01,122.5
2017-02-02,119.8
2017-02-03,121.0
2017-02-06,119.75
2017-02-07,119.6
2017-02-08,119.2
2017-02-09,120.0
2017-02-10,115.95
2017-02-13,117.1
2017-02-14,116.5
2017-02-15,114.95
2017-02-16,116.2
2017-02-17,118.1
2017-02-20,118.5
2017-02-21,117.6
2017-02-22,115.85
2017-02-23,115.2
2017-02-27,112.65
2017-02-28,114.5
2017-03-01,114.8
2017-03-02,115.05
2017-03-03,114.8
2017-03-06,113.95
2017-03-07,116.3
2017-03-08,115.8
2017-03-09,115.45
2017-03-10,116.05
2017-03-14,115.1
2017-03-15,115.0
2017-03-16,115.95
2017-03-17,115.25
2017-03-20,114.35
2017-03-21,114.55
2017-03-22,112.05
2017-03-23,112.1
2017-03-24,110.35
2017-03-27,108.1
2017-03-28,111.8
2017-03-29,110.6
2017-03-30,109.25
2017-03-31,111.0
2017-04-03,120.45
2017-04-05,126.15
2017-04-06,123.9
2017-04-07,122.35
2017-04-10,122.3
2017-04-11,121.65
2017-04-12,119.05
2017-04-13,119.0
2017-04-17,118.6
2017-04-18,115.85
2017-04-19,116.0
2017-04-20,120.1
2017-04-21,118.6
2017-04-24,119.4
2017-04-25,119.5
2017-04-26,117.35
2017-04-27,116.05
2017-04-28,117.0
2017-05-02,117.05
2017-05-03,116.95
2017-05-04,118.25
2017-05-05,117.15
2017-05-08,118.15
2017-05-09,118.45
2017-05-10,119.55
2017-05-11,116.15
2017-05-12,123.55
2017-05-15,123.6
2017-05-16,122.9
2017-05-17,119.3
2017-05-18,118.0
2017-05-19,116.35
2017-05-22,115.45
2017-05-23,112.65
2017-05-24,109.1
2017-05-25,112.2
2017-05-26,112.8
2017-05-29,111.45
2017-05-30,110.25
2017-05-31,110.8
2017-06-01,111.65
2017-06-02,112.0
2017-06-05,112.5
2017-06-06,112.15
2017-06-07,113.65
2017-06-08,121.9
2017-06-09,146.25
2017-06-12,149.0
2017-06-13,161.15
2017-06-14,159.95
2017-06-15,156.8
2017-06-16,147.8
2017-06-19,159.8
2017-06-20,158.35
2017-06-21,162.45
2017-06-22,158.75
2017-06-23,150.5
2017-06-27,146.8
2017-06-28,141.75
2017-06-29,143.7
2017-06-30,145.95
2017-07-03,150.65
2017-07-04,149.25
2017-07-05,153.75
2017-07-06,154.15
2017-07-07,154.4
2017-07-10,151.0
2017-07-11,153.7
2017-07-12,150.5
2017-07-13,154.2
2017-07-14,150.25
2017-07-17,151.25
2017-07-18,146.55
2017-07-19,149.8
2017-07-20,146.25
2017-07-21,145.5
2017-07-24,143.25
2017-07-25,142.6
2017-07-26,141.85
2017-07-27,139.3
2017-07-28,144.25
2017-07-31,142.25
2017-08-01,140.2
2017-08-02,139.25
2017-08-03,136.95
2017-08-04,131.6
2017-08-07,139.4
2017-08-08,135.55
2017-08-09,135.05
2017-08-10,128.95
2017-08-11,125.45
2017-08-14,128.05
2017-08-16,125.4
2017-08-17,125.85
2017-08-18,124.05
2017-08-21,123.95
2017-08-22,122.2
2017-08-23,129.95
2017-08-24,125.75
2017-08-28,125.25
2017-08-29,125.2
2017-08-30,131.25
2017-08-31,128.1
2017-09-01,130.35
2017-09-04,126.7
2017-09-05,128.4
2017-09-06,129.95
2017-09-07,138.7
2017-09-08,139.6
2017-09-11,139.0
2017-09-12,138.6
2017-09-13,132.1
2017-09-14,138.0
2017-09-15,137.5
2017-09-18,136.6
2017-09-19,138.85
2017-09-20,138.85
2017-09-21,137.05
2017-09-22,133.45
2017-09-25,131.6
2017-09-26,134.15
2017-09-27,131.05
2017-09-28,131.75
2017-09-29,132.05
2017-10-03,134.0
2017-10-04,137.6
2017-10-05,139.2
2017-10-06,139.25
2017-10-09,138.95
2017-10-10,140.85
2017-10-11,137.2
2017-10-12,138.0
2017-10-13,137.25
2017-10-16,135.75
2017-10-17,134.95
2017-10-18,133.75
2017-10-19,133.05
2017-10-23,133.5
2017-10-24,137.8
2017-10-25,135.5
2017-10-26,134.8
2017-10-27,134.35
2017-10-30,133.7
2017-10-31,134.8
2017-11-01,133.7
2017-11-02,138.8
2017-11-03,138.6
2017-11-06,136.55
2017-11-07,133.55
2017-11-08,130.05
2017-11-09,131.4
2017-11-10,129.65
2017-11-13,128.2
2017-11-14,134.75
2017-11-15,128.95
2017-11-16,131.9
2017-11-17,130.55
2017-11-20,131.2
2017-11-21,130.35
2017-11-22,134.0
2017-11-23,141.6
2017-11-24,135.85
2017-11-27,133.95
2017-11-28,133.95
2017-11-29,129.05
2017-11-30,126.2
2017-12-01,120.25
2017-12-04,119.1
2017-12-05,115.85
2017-12-06,119.7
2017-12-07,122.7
2017-12-08,120.95
2017-12-11,122.2
2017-12-12,118.75
2017-12-13,119.8
2017-12-14,118.25
2017-12-15,118.6
2017-12-18,117.1
2017-12-19,118.8
2017-12-20,127.35
2017-12-21,126.8
2017-12-22,128.9
2017-12-26,132.85
2017-12-27,130.25
2017-12-28,129.6
2017-12-29,128.65
