Date,SALZERELEC
2017-01-02,170.45
2017-01-03,172.05
2017-01-04,185.15
2017-01-05,188.15
2017-01-06,191.85
2017-01-09,196.35
2017-01-10,193.85
2017-01-11,202.85
2017-01-12,204.2
2017-01-13,203.2
2017-01-16,194.9
2017-01-17,201.45
2017-01-18,200.9
2017-01-19,198.3
2017-01-20,196.15
2017-01-23,196.3
2017-01-24,195.85
2017-01-25,196.55
2017-01-27,202.2
2017-01-30,200.05
2017-01-31,201.25
2017-02-01,202.5
2017-02-02,199.1
2017-02-03,194.15
2017-02-06,188.85
2017-02-07,187.1
2017-02-08,188.85
2017-02-09,187.75
2017-02-10,193.75
2017-02-13,190.9
2017-02-14,190.4
2017-02-15,184.8
2017-02-16,186.55
2017-02-17,181.9
2017-02-20,185.05
2017-02-21,185.35
2017-02-22,184.7
2017-02-23,185.35
2017-02-27,185.6
2017-02-28,189.55
2017-03-01,190.5
2017-03-02,189.0
2017-03-03,188.2
2017-03-06,184.1
2017-03-07,183.85
2017-03-08,183.0
2017-03-09,179.1
2017-03-10,176.0
2017-03-14,173.45
2017-03-15,172.7
2017-03-16,173.7
2017-03-17,172.5
2017-03-20,171.4
2017-03-21,169.9
2017-03-22,171.45
2017-03-23,171.0
2017-03-24,172.3
2017-03-27,184.2
2017-03-28,187.65
2017-03-29,185.8
2017-03-30,188.0
2017-03-31,187.3
2017-04-03,188.7
2017-04-05,190.35
2017-04-06,199.6
2017-04-07,199.3
2017-04-10,200.15
2017-04-11,205.1
2017-04-12,202.25
2017-04-13,207.75
2017-04-17,206.45
2017-04-18,201.05
2017-04-19,204.4
2017-04-20,213.95
2017-04-21,210.8
2017-04-24,210.95
2017-04-25,212.8
2017-04-26,209.65
2017-04-27,211.2
2017-04-28,209.75
2017-05-02,208.25
2017-05-03,208.9
2017-05-04,210.25
2017-05-05,205.85
2017-05-08,208.3
2017-05-09,212.0
2017-05-10,210.8
2017-05-11,212.0
2017-05-12,212.45
2017-05-15,210.2
2017-05-16,204.15
2017-05-17,205.25
2017-05-18,205.05
2017-05-19,205.2
2017-05-22,203.8
2017-05-23,201.1
2017-05-24,202.9
2017-05-25,200.85
2017-05-26,194.5
2017-05-29,191.1
2017-05-30,193.65
2017-05-31,191.3
2017-06-01,189.8
2017-06-02,190.3
2017-06-05,191.65
2017-06-06,189.45
2017-06-07,189.65
2017-06-08,188.85
2017-06-09,187.55
2017-06-12,190.05
2017-06-13,193.6
2017-06-14,196.85
2017-06-15,205.7
2017-06-16,211.85
2017-06-19,207.3
2017-06-20,203.7
2017-06-21,210.25
2017-06-22,202.9
2017-06-23,198.85
2017-06-27,197.05
2017-06-28,199.1
2017-06-29,197.35
2017-06-30,199.8
2017-07-03,199.6
2017-07-04,197.05
2017-07-05,199.7
2017-07-06,198.5
2017-07-07,202.5
2017-07-10,204.55
2017-07-11,204.0
2017-07-12,203.65
2017-07-13,202.15
2017-07-14,200.35
2017-07-17,201.75
2017-07-18,199.05
2017-07-19,199.9
2017-07-20,199.7
2017-07-21,204.9
2017-07-24,201.45
2017-07-25,200.7
2017-07-26,202.55
2017-07-27,199.25
2017-07-28,197.3
2017-07-31,196.9
2017-08-01,196.25
2017-08-02,194.15
2017-08-03,198.1
2017-08-04,194.3
2017-08-07,193.05
2017-08-08,191.8
2017-08-09,186.2
2017-08-10,183.35
2017-08-11,176.4
2017-08-14,191.0
2017-08-16,189.55
2017-08-17,185.55
2017-08-18,186.85
2017-08-21,183.2
2017-08-22,184.0
2017-08-23,184.75
2017-08-24,187.95
2017-08-28,191.25
2017-08-29,189.2
2017-08-30,190.45
2017-08-31,191.7
2017-09-01,190.9
2017-09-04,192.35
2017-09-05,192.7
2017-09-06,192.45
2017-09-07,191.3
2017-09-08,188.4
2017-09-11,183.55
2017-09-12,184.35
2017-09-13,181.3
2017-09-14,178.7
2017-09-15,180.65
2017-09-18,178.4
2017-09-19,181.0
2017-09-20,178.2
2017-09-21,178.8
2017-09-22,177.9
2017-09-25,174.2
2017-09-26,174.65
2017-09-27,169.55
2017-09-28,171.35
2017-09-29,171.3
2017-10-03,171.45
2017-10-04,171.0
2017-10-05,169.0
2017-10-06,171.1
2017-10-09,178.9
2017-10-10,176.6
2017-10-11,178.7
2017-10-12,182.65
2017-10-13,188.6
2017-10-16,185.1
2017-10-17,181.85
2017-10-18,184.2
2017-10-19,183.7
2017-10-23,181.9
2017-10-24,185.2
2017-10-25,194.25
2017-10-26,186.9
2017-10-27,197.3
2017-10-30,208.55
2017-10-31,207.25
2017-11-01,202.4
2017-11-02,195.7
2017-11-03,194.3
2017-11-06,198.2
2017-11-07,192.1
2017-11-08,195.45
2017-11-09,192.25
2017-11-10,192.85
2017-11-13,189.8
2017-11-14,190.55
2017-11-15,190.2
2017-11-16,194.45
2017-11-17,195.65
2017-11-20,193.6
2017-11-21,193.55
2017-11-22,203.65
2017-11-23,211.2
2017-11-24,208.5
2017-11-27,210.75
2017-11-28,218.8
2017-11-29,215.7
2017-11-30,213.55
2017-12-01,217.65
2017-12-04,216.9
2017-12-05,216.3
2017-12-06,212.85
2017-12-07,213.95
2017-12-08,218.95
2017-12-11,232.85
2017-12-12,233.85
2017-12-13,233.95
2017-12-14,227.35
2017-12-15,233.0
2017-12-18,226.3
2017-12-19,225.75
2017-12-20,226.5
2017-12-21,225.6
2017-12-22,224.75
2017-12-26,233.65
2017-12-27,230.1
2017-12-28,228.0
2017-12-29,233.1
