Date,LICNETFGSC
2017-01-02,16.94
2017-01-03,16.9
2017-01-04,16.9
2017-01-05,16.88
2017-01-06,16.85
2017-01-09,16.79
2017-01-10,16.8
2017-01-11,16.79
2017-01-12,16.8
2017-01-13,16.84
2017-01-16,16.84
2017-01-17,16.85
2017-01-18,16.85
2017-01-19,16.84
2017-01-20,16.84
2017-01-23,16.53
2017-01-24,16.7
2017-01-25,16.84
2017-01-27,16.84
2017-01-30,16.55
2017-01-31,16.85
2017-02-01,16.55
2017-02-02,16.85
2017-02-06,16.97
2017-02-07,16.96
2017-02-09,17.0
2017-02-10,17.02
2017-02-13,16.99
2017-02-14,16.5
2017-02-15,16.87
2017-02-16,16.21
2017-02-17,16.2
2017-02-20,16.89
2017-02-21,16.8
2017-02-23,17.0
2017-02-27,16.9
2017-02-28,16.18
2017-03-01,16.93
2017-03-02,16.99
2017-03-03,16.92
2017-03-06,16.52
2017-03-07,16.95
2017-03-08,16.88
2017-03-09,16.97
2017-03-10,16.5
2017-03-14,16.95
2017-03-15,16.88
2017-03-16,16.94
2017-03-17,16.92
2017-03-20,16.9
2017-03-22,16.92
2017-03-23,16.4
2017-03-24,16.6
2017-03-27,16.4
2017-03-29,16.5
2017-03-30,16.99
2017-03-31,16.94
2017-04-03,16.98
2017-04-05,16.57
2017-04-06,16.99
2017-04-07,16.94
2017-04-10,16.94
2017-04-11,16.94
2017-04-12,16.62
2017-04-13,16.89
2017-04-17,17.0
2017-04-21,16.95
2017-04-24,16.99
2017-04-25,16.43
2017-04-26,16.25
2017-04-28,16.25
2017-05-02,16.67
2017-05-03,16.25
2017-05-05,16.25
2017-05-08,16.69
2017-05-09,16.45
2017-05-10,16.45
2017-05-11,16.26
2017-05-12,16.2
2017-05-15,16.63
2017-05-16,16.6
2017-05-18,16.31
2017-05-19,16.35
2017-05-22,16.7
2017-05-23,16.49
2017-05-24,16.7
2017-05-25,16.6
2017-05-26,16.32
2017-05-29,16.4
2017-05-30,16.34
2017-05-31,16.4
2017-06-01,16.6
2017-06-02,16.87
2017-06-05,16.89
2017-06-06,16.88
2017-06-07,16.4
2017-06-08,16.51
2017-06-09,16.47
2017-06-12,16.33
2017-06-13,16.31
2017-06-14,16.32
2017-06-15,16.79
2017-06-16,16.45
2017-06-19,16.42
2017-06-20,16.42
2017-06-21,16.95
2017-06-23,16.89
2017-06-27,16.4
2017-06-28,16.4
2017-06-29,16.4
2017-06-30,16.38
2017-07-03,16.34
2017-07-04,16.33
2017-07-05,16.34
2017-07-06,16.68
2017-07-07,16.4
2017-07-10,16.34
2017-07-11,16.3
2017-07-12,16.4
2017-07-13,16.64
2017-07-14,16.55
2017-07-18,16.55
2017-07-19,16.99
2017-07-20,16.6
2017-07-21,16.85
2017-07-24,17.0
2017-07-25,17.02
2017-07-26,17.17
2017-07-31,17.0
2017-08-01,17.0
2017-08-02,17.25
2017-08-03,17.24
2017-08-07,17.23
2017-08-08,16.6
2017-08-09,16.55
2017-08-10,16.55
2017-08-14,16.55
2017-08-16,17.2
2017-08-17,17.2
2017-08-22,17.19
2017-08-23,17.0
2017-08-24,17.18
2017-08-28,16.53
2017-08-29,16.52
2017-08-30,16.63
2017-08-31,16.99
2017-09-01,16.91
2017-09-04,16.9
2017-09-05,16.9
2017-09-06,16.86
2017-09-07,16.7
2017-09-08,16.9
2017-09-12,16.7
2017-09-13,16.9
2017-09-14,17.1
2017-09-15,17.01
2017-09-18,17.16
2017-09-20,17.16
2017-09-21,17.15
2017-09-22,16.52
2017-09-25,16.56
2017-09-27,16.58
2017-09-28,16.95
2017-09-29,16.9
2017-10-03,16.52
2017-10-04,16.89
2017-10-05,16.74
2017-10-06,16.9
2017-10-10,16.62
2017-10-11,16.55
2017-10-12,17.0
2017-10-13,17.05
2017-10-16,17.0
2017-10-17,17.18
2017-10-18,17.15
2017-10-23,17.13
2017-10-24,17.08
2017-10-25,17.05
2017-10-27,17.05
2017-10-30,17.05
2017-11-01,17.1
2017-11-03,17.06
2017-11-07,17.06
2017-11-08,16.85
2017-11-09,17.45
2017-11-13,16.81
2017-11-14,16.55
2017-11-15,16.99
2017-11-16,16.5
2017-11-17,16.5
2017-11-20,16.95
2017-11-21,16.75
2017-11-22,16.52
2017-11-23,16.5
2017-11-24,16.8
2017-11-27,16.5
2017-11-28,16.5
2017-11-29,16.5
2017-11-30,17.0
2017-12-01,16.95
2017-12-04,16.55
2017-12-05,16.55
2017-12-06,17.0
2017-12-07,16.95
2017-12-11,16.8
2017-12-12,16.49
2017-12-13,16.49
2017-12-15,16.75
2017-12-18,16.65
2017-12-19,16.54
2017-12-20,16.51
2017-12-21,16.8
2017-12-22,16.8
2017-12-26,16.72
2017-12-27,16.51
2017-12-29,16.8
