Date,DALMIASUG
2017-01-02,147.55
2017-01-03,144.95
2017-01-04,145.85
2017-01-05,148.6
2017-01-06,151.25
2017-01-09,157.9
2017-01-10,160.85
2017-01-11,162.05
2017-01-12,159.15
2017-01-13,160.3
2017-01-16,164.0
2017-01-17,169.8
2017-01-18,170.6
2017-01-19,173.2
2017-01-20,168.5
2017-01-23,174.95
2017-01-24,184.1
2017-01-25,193.5
2017-01-27,189.6
2017-01-30,192.2
2017-01-31,189.35
2017-02-01,190.9
2017-02-02,195.7
2017-02-03,193.75
2017-02-06,193.85
2017-02-07,189.25
2017-02-08,182.2
2017-02-09,182.95
2017-02-10,181.7
2017-02-13,174.9
2017-02-14,171.75
2017-02-15,161.4
2017-02-16,169.75
2017-02-17,170.85
2017-02-20,175.35
2017-02-21,173.4
2017-02-22,169.65
2017-02-23,168.9
2017-02-27,163.35
2017-02-28,170.45
2017-03-01,173.5
2017-03-02,167.85
2017-03-03,183.5
2017-03-06,188.05
2017-03-07,185.3
2017-03-08,181.1
2017-03-09,182.2
2017-03-10,179.6
2017-03-14,180.35
2017-03-15,180.5
2017-03-16,175.75
2017-03-17,180.05
2017-03-20,180.45
2017-03-21,177.3
2017-03-22,175.25
2017-03-23,177.1
2017-03-24,173.25
2017-03-27,170.45
2017-03-28,169.8
2017-03-29,167.35
2017-03-30,174.2
2017-03-31,173.5
2017-04-03,178.55
2017-04-05,173.4
2017-04-06,173.5
2017-04-07,170.55
2017-04-10,167.7
2017-04-11,167.45
2017-04-12,172.1
2017-04-13,168.55
2017-04-17,168.65
2017-04-18,166.7
2017-04-19,166.85
2017-04-20,175.6
2017-04-21,181.65
2017-04-24,180.95
2017-04-25,179.15
2017-04-26,175.35
2017-04-27,173.95
2017-04-28,176.45
2017-05-02,177.95
2017-05-03,179.15
2017-05-04,186.05
2017-05-05,187.45
2017-05-08,168.9
2017-05-09,167.1
2017-05-10,167.6
2017-05-11,166.6
2017-05-12,164.8
2017-05-15,162.9
2017-05-16,160.55
2017-05-17,163.05
2017-05-18,158.4
2017-05-19,156.65
2017-05-22,151.45
2017-05-23,144.0
2017-05-24,138.55
2017-05-25,144.0
2017-05-26,144.3
2017-05-29,139.6
2017-05-30,137.95
2017-05-31,136.85
2017-06-01,137.65
2017-06-02,142.3
2017-06-05,140.85
2017-06-06,138.55
2017-06-07,136.4
2017-06-08,138.7
2017-06-09,140.5
2017-06-12,142.8
2017-06-13,143.35
2017-06-14,141.9
2017-06-15,140.9
2017-06-16,139.1
2017-06-19,137.7
2017-06-20,137.85
2017-06-21,137.1
2017-06-22,134.95
2017-06-23,127.4
2017-06-27,122.1
2017-06-28,124.7
2017-06-29,127.15
2017-06-30,134.55
2017-07-03,141.95
2017-07-04,142.9
2017-07-05,144.3
2017-07-06,143.45
2017-07-07,150.45
2017-07-10,150.95
2017-07-11,150.1
2017-07-12,148.9
2017-07-13,147.3
2017-07-14,147.9
2017-07-17,152.6
2017-07-18,152.35
2017-07-19,155.45
2017-07-20,157.5
2017-07-21,159.2
2017-07-24,155.75
2017-07-25,158.85
2017-07-26,156.65
2017-07-27,152.05
2017-07-28,151.35
2017-07-31,153.8
2017-08-01,153.9
2017-08-02,166.75
2017-08-03,167.6
2017-08-04,175.4
2017-08-07,183.05
2017-08-08,173.95
2017-08-09,171.85
2017-08-10,159.8
2017-08-11,154.95
2017-08-14,159.15
2017-08-16,160.35
2017-08-17,161.7
2017-08-18,161.95
2017-08-21,158.5
2017-08-22,157.5
2017-08-23,159.25
2017-08-24,158.85
2017-08-28,164.1
2017-08-29,160.05
2017-08-30,161.2
2017-08-31,166.35
2017-09-01,165.15
2017-09-04,163.55
2017-09-05,162.2
2017-09-06,157.3
2017-09-07,156.6
2017-09-08,156.7
2017-09-11,158.75
2017-09-12,161.35
2017-09-13,162.5
2017-09-14,161.55
2017-09-15,158.15
2017-09-18,158.75
2017-09-19,162.05
2017-09-20,165.15
2017-09-21,165.3
2017-09-22,163.05
2017-09-25,159.15
2017-09-26,159.9
2017-09-27,154.0
2017-09-28,150.8
2017-09-29,149.6
2017-10-03,150.3
2017-10-04,152.15
2017-10-05,152.2
2017-10-06,161.7
2017-10-09,164.65
2017-10-10,174.2
2017-10-11,170.3
2017-10-12,176.95
2017-10-13,177.05
2017-10-16,175.25
2017-10-17,173.7
2017-10-18,172.4
2017-10-19,173.9
2017-10-23,178.65
2017-10-24,179.2
2017-10-25,177.4
2017-10-26,177.2
2017-10-27,180.85
2017-10-30,188.0
2017-10-31,183.55
2017-11-01,187.25
2017-11-02,185.9
2017-11-03,173.5
2017-11-06,167.45
2017-11-07,164.2
2017-11-08,162.4
2017-11-09,163.2
2017-11-10,159.2
2017-11-13,155.45
2017-11-14,152.95
2017-11-15,151.25
2017-11-16,152.8
2017-11-17,156.95
2017-11-20,156.7
2017-11-21,157.3
2017-11-22,154.75
2017-11-23,155.85
2017-11-24,153.45
2017-11-27,152.7
2017-11-28,152.05
2017-11-29,149.5
2017-11-30,145.2
2017-12-01,145.4
2017-12-04,142.6
2017-12-05,145.6
2017-12-06,141.2
2017-12-07,142.15
2017-12-08,141.05
2017-12-11,142.8
2017-12-12,142.55
2017-12-13,139.7
2017-12-14,138.35
2017-12-15,137.7
2017-12-18,135.65
2017-12-19,136.75
2017-12-20,135.1
2017-12-21,132.85
2017-12-22,134.1
2017-12-26,137.15
2017-12-27,135.15
2017-12-28,131.95
2017-12-29,132.2
