Date,TORNTPOWER
2017-01-02,177.95
2017-01-03,178.15
2017-01-04,179.0
2017-01-05,181.7
2017-01-06,179.1
2017-01-09,179.0
2017-01-10,179.85
2017-01-11,179.05
2017-01-12,185.95
2017-01-13,186.0
2017-01-16,186.05
2017-01-17,186.05
2017-01-18,186.0
2017-01-19,197.75
2017-01-20,192.7
2017-01-23,194.5
2017-01-24,196.35
2017-01-25,194.8
2017-01-27,203.45
2017-01-30,196.1
2017-01-31,194.05
2017-02-01,198.35
2017-02-02,196.35
2017-02-03,198.1
2017-02-06,198.0
2017-02-07,209.5
2017-02-08,209.9
2017-02-09,208.3
2017-02-10,208.5
2017-02-13,206.55
2017-02-14,206.95
2017-02-15,201.1
2017-02-16,204.2
2017-02-17,206.55
2017-02-20,206.25
2017-02-21,205.85
2017-02-22,205.3
2017-02-23,200.35
2017-02-27,202.6
2017-02-28,205.3
2017-03-01,207.5
2017-03-02,201.0
2017-03-03,200.85
2017-03-06,200.25
2017-03-07,200.65
2017-03-08,199.5
2017-03-09,194.95
2017-03-10,194.4
2017-03-14,195.95
2017-03-15,191.2
2017-03-16,200.95
2017-03-17,210.15
2017-03-20,215.05
2017-03-21,215.6
2017-03-22,215.1
2017-03-23,218.65
2017-03-24,216.75
2017-03-27,215.05
2017-03-28,217.0
2017-03-29,224.35
2017-03-30,236.5
2017-03-31,230.35
2017-04-03,236.4
2017-04-05,234.0
2017-04-06,231.6
2017-04-07,229.75
2017-04-10,221.55
2017-04-11,222.15
2017-04-12,214.8
2017-04-13,215.45
2017-04-17,212.8
2017-04-18,214.3
2017-04-19,221.4
2017-04-20,224.45
2017-04-21,219.65
2017-04-24,232.25
2017-04-25,231.3
2017-04-26,227.1
2017-04-27,227.35
2017-04-28,227.25
2017-05-02,223.85
2017-05-03,222.45
2017-05-04,220.0
2017-05-05,218.9
2017-05-08,224.5
2017-05-09,226.0
2017-05-10,226.5
2017-05-11,223.5
2017-05-12,213.7
2017-05-15,214.1
2017-05-16,213.7
2017-05-17,214.35
2017-05-18,202.6
2017-05-19,204.8
2017-05-22,198.15
2017-05-23,188.85
2017-05-24,194.8
2017-05-25,198.7
2017-05-26,194.6
2017-05-29,186.15
2017-05-30,187.75
2017-05-31,190.8
2017-06-01,190.3
2017-06-02,190.2
2017-06-05,190.6
2017-06-06,189.15
2017-06-07,189.85
2017-06-08,190.65
2017-06-09,187.6
2017-06-12,185.3
2017-06-13,183.45
2017-06-14,184.65
2017-06-15,186.15
2017-06-16,184.25
2017-06-19,181.55
2017-06-20,187.1
2017-06-21,183.2
2017-06-22,180.45
2017-06-23,176.3
2017-06-27,174.5
2017-06-28,174.2
2017-06-29,177.25
2017-06-30,177.65
2017-07-03,178.3
2017-07-04,184.1
2017-07-05,189.95
2017-07-06,187.45
2017-07-07,185.95
2017-07-10,189.1
2017-07-11,187.15
2017-07-12,186.8
2017-07-13,185.35
2017-07-14,182.0
2017-07-17,181.65
2017-07-18,180.7
2017-07-19,183.15
2017-07-20,181.15
2017-07-21,180.5
2017-07-24,179.65
2017-07-25,178.1
2017-07-26,179.25
2017-07-27,179.4
2017-07-28,182.2
2017-07-31,181.95
2017-08-01,181.9
2017-08-02,183.15
2017-08-03,183.7
2017-08-04,187.25
2017-08-07,201.6
2017-08-08,197.9
2017-08-09,195.5
2017-08-10,189.3
2017-08-11,194.1
2017-08-14,203.05
2017-08-16,211.1
2017-08-17,211.25
2017-08-18,214.1
2017-08-21,211.6
2017-08-22,208.55
2017-08-23,209.35
2017-08-24,209.95
2017-08-28,213.65
2017-08-29,210.4
2017-08-30,211.9
2017-08-31,210.15
2017-09-01,211.15
2017-09-04,217.25
2017-09-05,220.5
2017-09-06,219.05
2017-09-07,218.0
2017-09-08,223.6
2017-09-11,226.15
2017-09-12,227.9
2017-09-13,222.7
2017-09-14,223.95
2017-09-15,220.2
2017-09-18,222.7
2017-09-19,226.0
2017-09-20,229.6
2017-09-21,227.65
2017-09-22,215.7
2017-09-25,219.7
2017-09-26,217.6
2017-09-27,210.05
2017-09-28,208.8
2017-09-29,210.6
2017-10-03,211.85
2017-10-04,212.55
2017-10-05,216.5
2017-10-06,218.9
2017-10-09,215.95
2017-10-10,215.0
2017-10-11,213.9
2017-10-12,226.1
2017-10-13,233.1
2017-10-16,234.75
2017-10-17,242.1
2017-10-18,243.45
2017-10-19,248.15
2017-10-23,265.4
2017-10-24,266.8
2017-10-25,268.85
2017-10-26,265.05
2017-10-27,270.35
2017-10-30,276.55
2017-10-31,271.3
2017-11-01,283.1
2017-11-02,280.3
2017-11-03,273.9
2017-11-06,272.1
2017-11-07,274.15
2017-11-08,269.95
2017-11-09,266.05
2017-11-10,262.45
2017-11-13,254.95
2017-11-14,250.8
2017-11-15,248.9
2017-11-16,261.7
2017-11-17,262.85
2017-11-20,269.0
2017-11-21,267.25
2017-11-22,267.85
2017-11-23,270.4
2017-11-24,272.1
2017-11-27,278.0
2017-11-28,286.1
2017-11-29,279.75
2017-11-30,286.4
2017-12-01,274.85
2017-12-04,271.7
2017-12-05,271.9
2017-12-06,264.65
2017-12-07,270.5
2017-12-08,272.8
2017-12-11,271.75
2017-12-12,266.2
2017-12-13,257.65
2017-12-14,263.45
2017-12-15,264.25
2017-12-18,263.0
2017-12-19,266.45
2017-12-20,268.8
2017-12-21,277.15
2017-12-22,274.1
2017-12-26,273.9
2017-12-27,274.85
2017-12-28,271.5
2017-12-29,283.25
