Date,INFINITE
2017-01-02,228.65
2017-01-03,229.25
2017-01-04,228.05
2017-01-05,228.85
2017-01-06,229.55
2017-01-09,233.95
2017-01-10,233.7
2017-01-11,234.15
2017-01-12,234.15
2017-01-13,233.35
2017-01-16,231.85
2017-01-17,232.95
2017-01-18,234.2
2017-01-19,232.15
2017-01-20,230.3
2017-01-23,226.0
2017-01-24,223.5
2017-01-25,227.45
2017-01-27,225.85
2017-01-30,225.15
2017-01-31,225.55
2017-02-01,226.65
2017-02-02,225.75
2017-02-03,223.3
2017-02-06,223.2
2017-02-07,237.6
2017-02-08,235.95
2017-02-09,234.4
2017-02-10,234.75
2017-02-13,235.1
2017-02-14,238.8
2017-02-15,242.4
2017-02-16,251.3
2017-02-17,250.5
2017-02-20,252.5
2017-02-21,250.8
2017-02-22,246.15
2017-02-23,248.65
2017-02-27,245.45
2017-02-28,240.4
2017-03-01,245.4
2017-03-02,246.35
2017-03-03,233.6
2017-03-06,229.9
2017-03-07,227.85
2017-03-08,225.2
2017-03-09,225.45
2017-03-10,226.4
2017-03-14,223.55
2017-03-15,223.8
2017-03-16,223.2
2017-03-17,222.85
2017-03-20,222.1
2017-03-21,221.05
2017-03-22,218.9
2017-03-23,219.3
2017-03-24,221.2
2017-03-27,224.75
2017-03-28,223.95
2017-03-29,225.55
2017-03-30,227.7
2017-03-31,230.25
2017-04-03,233.15
2017-04-05,234.0
2017-04-06,228.95
2017-04-07,230.05
2017-04-10,233.1
2017-04-11,231.7
2017-04-12,225.3
2017-04-13,221.6
2017-04-17,224.8
2017-04-18,220.4
2017-04-19,216.3
2017-04-20,220.1
2017-04-21,221.7
2017-04-24,223.55
2017-04-25,218.4
2017-04-26,218.95
2017-04-27,224.6
2017-04-28,225.75
2017-05-02,227.35
2017-05-03,227.95
2017-05-04,227.15
2017-05-05,225.75
2017-05-08,231.4
2017-05-09,233.3
2017-05-10,236.25
2017-05-11,232.55
2017-05-12,236.9
2017-05-15,237.4
2017-05-16,235.6
2017-05-17,230.9
2017-05-18,225.65
2017-05-19,223.35
2017-05-22,226.25
2017-05-23,224.95
2017-05-24,220.65
2017-05-25,213.45
2017-05-26,210.1
2017-05-29,208.65
2017-05-30,209.25
2017-05-31,210.1
2017-06-01,209.95
2017-06-02,209.15
2017-06-05,210.65
2017-06-06,209.7
2017-06-07,209.45
2017-06-08,209.55
2017-06-09,208.85
2017-06-12,208.15
2017-06-13,209.0
2017-06-14,212.8
2017-06-15,208.5
2017-06-16,210.7
2017-06-19,209.85
2017-06-20,209.05
2017-06-21,210.75
2017-06-22,209.15
2017-06-23,208.9
2017-06-27,207.9
2017-06-28,206.5
2017-06-29,206.5
2017-06-30,205.4
2017-07-03,205.55
2017-07-04,205.35
2017-07-05,205.55
2017-07-06,210.5
2017-07-07,205.65
2017-07-10,206.55
2017-07-11,210.85
2017-07-12,208.1
2017-07-13,208.45
2017-07-14,207.5
2017-07-17,207.85
2017-07-18,208.3
2017-07-19,206.45
2017-07-20,207.1
2017-07-21,207.95
2017-07-24,208.4
2017-07-25,206.85
2017-07-26,207.6
2017-07-27,207.4
2017-07-28,209.55
2017-07-31,208.45
2017-08-01,207.15
2017-08-02,206.35
2017-08-03,206.55
2017-08-04,206.5
2017-08-07,206.75
2017-08-08,205.4
2017-08-09,205.2
2017-08-10,204.6
2017-08-11,203.4
2017-08-14,201.5
2017-08-16,207.15
2017-08-17,205.7
2017-08-18,206.7
2017-08-21,208.2
2017-08-22,207.65
2017-08-23,206.85
2017-08-24,207.8
2017-08-28,206.85
2017-08-29,206.2
2017-08-30,207.0
2017-08-31,207.95
2017-09-01,208.5
2017-09-04,207.95
2017-09-05,208.0
2017-09-06,208.1
2017-09-07,207.2
2017-09-08,206.95
2017-09-11,207.0
2017-09-12,223.15
2017-09-13,215.85
2017-09-14,214.4
2017-09-15,211.55
2017-09-18,215.7
2017-09-19,214.15
2017-09-20,216.35
2017-09-21,210.3
2017-09-22,209.55
2017-09-25,208.7
2017-09-26,209.25
2017-09-27,209.15
2017-09-28,210.55
2017-09-29,210.1
2017-10-03,207.5
2017-10-04,210.25
2017-10-05,211.05
2017-10-06,210.9
2017-10-09,211.7
2017-10-10,213.05
2017-10-11,212.9
2017-10-12,213.25
2017-10-13,215.75
2017-10-16,215.75
2017-10-17,219.65
2017-10-18,219.6
2017-10-19,219.55
2017-10-23,218.25
2017-10-24,221.2
2017-10-25,221.0
2017-10-26,225.8
2017-10-27,225.75
2017-10-30,228.65
2017-10-31,230.7
2017-11-01,224.9
2017-11-02,227.8
2017-11-03,235.3
2017-11-06,262.9
2017-11-07,243.75
2017-11-08,253.0
2017-11-09,253.95
2017-11-10,247.9
2017-11-13,246.4
2017-11-14,243.7
2017-11-15,238.95
2017-11-16,246.85
2017-11-17,243.15
2017-11-20,246.35
2017-11-21,247.85
2017-11-22,254.6
2017-11-23,257.0
2017-11-24,259.6
2017-11-27,256.15
2017-11-28,255.95
2017-11-29,254.65
2017-11-30,253.2
2017-12-01,246.75
2017-12-04,248.9
2017-12-05,247.5
2017-12-06,242.05
2017-12-07,242.35
2017-12-08,244.15
2017-12-11,245.1
2017-12-12,249.25
2017-12-13,244.5
2017-12-14,248.6
2017-12-15,249.85
2017-12-18,250.35
2017-12-19,250.55
2017-12-20,270.3
2017-12-21,278.2
2017-12-22,272.35
2017-12-26,278.55
2017-12-27,275.7
2017-12-28,278.7
2017-12-29,275.05
