Date,INDLMETER
2017-01-02,81.85
2017-01-03,82.15
2017-01-04,83.5
2017-01-05,84.0
2017-01-06,84.3
2017-01-09,85.6
2017-01-10,90.15
2017-01-11,89.4
2017-01-12,90.0
2017-01-13,89.65
2017-01-16,89.0
2017-01-17,89.9
2017-01-18,92.6
2017-01-19,92.05
2017-01-20,91.0
2017-01-23,91.05
2017-01-24,92.0
2017-01-25,92.6
2017-01-27,91.15
2017-01-30,89.05
2017-01-31,87.15
2017-02-01,91.95
2017-02-02,88.25
2017-02-03,91.2
2017-02-06,90.25
2017-02-07,89.5
2017-02-08,89.1
2017-02-09,89.55
2017-02-10,90.7
2017-02-13,91.25
2017-02-14,89.3
2017-02-15,88.8
2017-02-16,87.4
2017-02-17,89.8
2017-02-20,93.35
2017-02-21,94.5
2017-02-22,91.7
2017-02-23,92.05
2017-02-27,90.75
2017-02-28,89.15
2017-03-01,89.5
2017-03-02,86.2
2017-03-03,85.55
2017-03-06,87.1
2017-03-07,85.5
2017-03-08,87.0
2017-03-09,85.85
2017-03-10,85.8
2017-03-14,85.75
2017-03-15,87.9
2017-03-16,87.55
2017-03-17,87.5
2017-03-20,88.1
2017-03-21,84.9
2017-03-22,85.1
2017-03-23,87.8
2017-03-24,85.05
2017-03-27,84.1
2017-03-28,85.6
2017-03-29,86.5
2017-03-30,88.2
2017-03-31,87.6
2017-04-03,86.95
2017-04-05,88.25
2017-04-06,88.85
2017-04-07,92.45
2017-04-10,92.5
2017-04-11,94.7
2017-04-12,102.35
2017-04-13,103.35
2017-04-17,104.9
2017-04-18,104.65
2017-04-19,105.15
2017-04-20,107.3
2017-04-21,107.85
2017-04-24,113.8
2017-04-25,112.05
2017-04-26,104.9
2017-04-27,102.65
2017-04-28,104.15
2017-05-02,100.85
2017-05-03,101.6
2017-05-04,102.9
2017-05-05,100.15
2017-05-08,103.75
2017-05-09,103.35
2017-05-10,107.25
2017-05-11,116.55
2017-05-12,117.45
2017-05-15,114.15
2017-05-16,115.35
2017-05-17,112.85
2017-05-18,112.4
2017-05-19,111.7
2017-05-22,106.25
2017-05-23,100.3
2017-05-24,100.15
2017-05-25,101.0
2017-05-26,102.55
2017-05-29,99.75
2017-05-30,100.45
2017-05-31,100.1
2017-06-01,101.9
2017-06-02,100.05
2017-06-05,100.0
2017-06-06,99.35
2017-06-07,99.5
2017-06-08,100.85
2017-06-09,104.05
2017-06-12,103.45
2017-06-13,103.95
2017-06-14,100.55
2017-06-15,100.15
2017-06-16,101.15
2017-06-19,100.8
2017-06-20,100.0
2017-06-21,98.75
2017-06-22,99.75
2017-06-23,97.75
2017-06-27,95.0
2017-06-28,95.15
2017-06-29,93.95
2017-06-30,92.05
2017-07-03,93.95
2017-07-04,92.95
2017-07-05,95.75
2017-07-06,97.75
2017-07-07,93.75
2017-07-10,96.45
2017-07-11,94.05
2017-07-12,94.95
2017-07-13,92.95
2017-07-14,91.7
2017-07-17,91.7
2017-07-18,92.6
2017-07-19,93.1
2017-07-20,92.1
2017-07-21,92.7
2017-07-24,93.65
2017-07-25,91.7
2017-07-26,92.8
2017-07-27,93.25
2017-07-28,91.35
2017-07-31,90.7
2017-08-01,91.7
2017-08-02,93.2
2017-08-03,92.0
2017-08-04,89.25
2017-08-07,90.5
2017-08-08,89.35
2017-08-09,89.0
2017-08-10,81.4
2017-08-11,82.0
2017-08-14,85.0
2017-08-16,85.5
2017-08-17,87.3
2017-08-18,85.55
2017-08-21,76.75
2017-08-22,75.6
2017-08-23,74.35
2017-08-24,73.65
2017-08-28,73.65
2017-08-29,72.7
2017-08-30,73.5
2017-08-31,73.55
2017-09-01,72.9
2017-09-04,73.0
2017-09-05,75.5
2017-09-06,75.1
2017-09-07,77.3
2017-09-08,78.8
2017-09-11,79.55
2017-09-12,78.3
2017-09-13,79.5
2017-09-14,78.45
2017-09-15,79.6
2017-09-18,82.0
2017-09-19,81.4
2017-09-20,83.8
2017-09-21,82.9
2017-09-22,80.0
2017-09-25,78.1
2017-09-26,85.2
2017-09-27,83.0
2017-09-28,81.4
2017-09-29,80.55
2017-10-03,79.3
2017-10-04,78.95
2017-10-05,78.1
2017-10-06,79.15
2017-10-09,79.3
2017-10-10,79.05
2017-10-11,78.15
2017-10-12,79.95
2017-10-13,78.9
2017-10-16,79.7
2017-10-17,79.5
2017-10-18,78.75
2017-10-19,77.2
2017-10-23,79.0
2017-10-24,78.1
2017-10-25,78.05
2017-10-26,77.75
2017-10-27,77.6
2017-10-30,78.6
2017-10-31,78.05
2017-11-01,78.55
2017-11-02,78.85
2017-11-03,80.1
2017-11-06,79.55
2017-11-07,79.25
2017-11-08,79.8
2017-11-09,81.1
2017-11-10,81.1
2017-11-13,97.3
2017-11-14,105.5
2017-11-15,98.6
2017-11-16,109.75
2017-11-17,107.85
2017-11-20,111.4
2017-11-21,110.9
2017-11-22,107.2
