Date,COX&KINGS
2017-01-02,183.15
2017-01-03,182.55
2017-01-04,181.25
2017-01-05,187.15
2017-01-06,186.4
2017-01-09,187.75
2017-01-10,190.15
2017-01-11,193.85
2017-01-12,193.8
2017-01-13,193.3
2017-01-16,189.25
2017-01-17,193.0
2017-01-18,198.2
2017-01-19,201.15
2017-01-20,201.45
2017-01-23,202.1
2017-01-24,198.25
2017-01-25,200.6
2017-01-27,201.2
2017-01-30,199.1
2017-01-31,194.6
2017-02-01,194.8
2017-02-02,192.9
2017-02-03,194.65
2017-02-06,200.6
2017-02-07,197.45
2017-02-08,199.7
2017-02-09,199.75
2017-02-10,201.45
2017-02-13,200.75
2017-02-14,197.1
2017-02-15,193.5
2017-02-16,191.75
2017-02-17,189.45
2017-02-20,190.1
2017-02-21,189.95
2017-02-22,189.5
2017-02-23,189.95
2017-02-27,188.15
2017-02-28,190.4
2017-03-01,191.45
2017-03-02,187.85
2017-03-03,190.0
2017-03-06,189.7
2017-03-07,190.35
2017-03-08,186.25
2017-03-09,186.05
2017-03-10,184.2
2017-03-14,188.0
2017-03-15,192.15
2017-03-16,201.75
2017-03-17,203.2
2017-03-20,204.45
2017-03-21,208.35
2017-03-22,208.25
2017-03-23,209.0
2017-03-24,206.35
2017-03-27,210.2
2017-03-28,210.15
2017-03-29,221.8
2017-03-30,228.2
2017-03-31,231.2
2017-04-03,224.35
2017-04-05,222.9
2017-04-06,221.35
2017-04-07,212.25
2017-04-10,214.45
2017-04-11,222.25
2017-04-12,219.9
2017-04-13,219.0
2017-04-17,217.4
2017-04-18,222.55
2017-04-19,223.25
2017-04-20,219.9
2017-04-21,220.35
2017-04-24,225.0
2017-04-25,227.15
2017-04-26,229.65
2017-04-27,225.65
2017-04-28,227.75
2017-05-02,227.85
2017-05-03,224.05
2017-05-04,220.25
2017-05-05,220.2
2017-05-08,221.35
2017-05-09,224.5
2017-05-10,221.85
2017-05-11,224.6
2017-05-12,225.45
2017-05-15,236.45
2017-05-16,234.65
2017-05-17,228.45
2017-05-18,223.25
2017-05-19,219.0
2017-05-22,216.9
2017-05-23,207.4
2017-05-24,206.9
2017-05-25,213.45
2017-05-26,216.7
2017-05-29,212.0
2017-05-30,217.65
2017-05-31,223.25
2017-06-01,228.1
2017-06-02,225.15
2017-06-05,229.65
2017-06-06,228.65
2017-06-07,229.3
2017-06-08,236.4
2017-06-09,240.3
2017-06-12,239.75
2017-06-13,255.7
2017-06-14,266.0
2017-06-15,266.15
2017-06-16,265.75
2017-06-19,260.85
2017-06-20,268.3
2017-06-21,267.8
2017-06-22,284.45
2017-06-23,288.0
2017-06-27,286.1
2017-06-28,281.45
2017-06-29,278.65
2017-06-30,277.0
2017-07-03,284.2
2017-07-04,280.35
2017-07-05,276.2
2017-07-06,274.25
2017-07-07,269.25
2017-07-10,272.95
2017-07-11,267.6
2017-07-12,271.05
2017-07-13,269.4
2017-07-14,269.35
2017-07-17,269.4
2017-07-18,270.6
2017-07-19,278.1
2017-07-20,278.35
2017-07-21,278.65
2017-07-24,286.35
2017-07-25,293.6
2017-07-26,292.95
2017-07-27,295.15
2017-07-28,289.75
2017-07-31,284.85
2017-08-01,289.3
2017-08-02,278.25
2017-08-03,279.3
2017-08-04,274.25
2017-08-07,275.65
2017-08-08,271.35
2017-08-09,271.95
2017-08-10,269.1
2017-08-11,265.7
2017-08-14,270.05
2017-08-16,266.05
2017-08-17,267.25
2017-08-18,273.4
2017-08-21,265.1
2017-08-22,261.45
2017-08-23,262.15
2017-08-24,262.5
2017-08-28,264.05
2017-08-29,262.4
2017-08-30,262.2
2017-08-31,263.5
2017-09-01,267.9
2017-09-04,268.8
2017-09-05,270.9
2017-09-06,269.3
2017-09-07,270.2
2017-09-08,271.1
2017-09-11,269.75
2017-09-12,270.05
2017-09-13,271.0
2017-09-14,265.6
2017-09-15,263.2
2017-09-18,269.45
2017-09-19,271.3
2017-09-20,272.6
2017-09-21,270.1
2017-09-22,265.8
2017-09-25,267.4
2017-09-26,271.5
2017-09-27,267.4
2017-09-28,271.75
2017-09-29,276.45
2017-10-03,277.1
2017-10-04,273.45
2017-10-05,275.35
2017-10-06,278.3
2017-10-09,270.25
2017-10-10,273.1
2017-10-11,271.1
2017-10-12,271.0
2017-10-13,270.0
2017-10-16,270.25
2017-10-17,270.25
2017-10-18,270.3
2017-10-19,270.6
2017-10-23,267.7
2017-10-24,267.2
2017-10-25,269.95
2017-10-26,269.5
2017-10-27,262.5
2017-10-30,263.95
2017-10-31,261.25
2017-11-01,262.35
2017-11-02,262.75
2017-11-03,266.9
2017-11-06,259.7
2017-11-07,252.15
2017-11-08,251.85
2017-11-09,244.25
2017-11-10,242.05
2017-11-13,248.1
2017-11-14,252.6
2017-11-15,251.5
2017-11-16,250.45
2017-11-17,251.95
2017-11-20,249.9
2017-11-21,257.55
2017-11-22,257.15
2017-11-23,255.1
2017-11-24,263.7
2017-11-27,263.7
2017-11-28,258.6
2017-11-29,261.2
2017-11-30,261.4
2017-12-01,253.8
2017-12-04,254.45
2017-12-05,250.8
2017-12-06,249.7
2017-12-07,248.75
2017-12-08,254.45
2017-12-11,255.3
2017-12-12,253.6
2017-12-13,250.65
2017-12-14,246.45
2017-12-15,244.25
2017-12-18,246.4
2017-12-19,254.3
2017-12-20,250.9
2017-12-21,258.5
2017-12-22,264.15
2017-12-26,263.5
2017-12-27,260.95
2017-12-28,271.9
2017-12-29,272.0
