Date,UNIONBANK
2017-01-02,125.55
2017-01-03,126.25
2017-01-04,125.55
2017-01-05,127.9
2017-01-06,129.15
2017-01-09,127.65
2017-01-10,131.25
2017-01-11,140.2
2017-01-12,136.4
2017-01-13,138.7
2017-01-16,137.7
2017-01-17,138.5
2017-01-18,138.95
2017-01-19,140.1
2017-01-20,135.7
2017-01-23,137.95
2017-01-24,138.85
2017-01-25,142.1
2017-01-27,143.05
2017-01-30,148.45
2017-01-31,144.2
2017-02-01,151.9
2017-02-02,151.6
2017-02-03,167.3
2017-02-06,167.9
2017-02-07,168.35
2017-02-08,166.55
2017-02-09,153.9
2017-02-10,150.2
2017-02-13,146.05
2017-02-14,145.15
2017-02-15,141.45
2017-02-16,141.65
2017-02-17,141.65
2017-02-20,141.6
2017-02-21,145.15
2017-02-22,147.15
2017-02-23,144.25
2017-02-27,144.95
2017-02-28,146.9
2017-03-01,148.75
2017-03-02,145.95
2017-03-03,144.45
2017-03-06,147.25
2017-03-07,148.6
2017-03-08,146.7
2017-03-09,146.1
2017-03-10,145.75
2017-03-14,150.0
2017-03-15,150.85
2017-03-16,155.9
2017-03-17,153.85
2017-03-20,157.8
2017-03-21,152.55
2017-03-22,147.5
2017-03-23,149.5
2017-03-24,154.55
2017-03-27,155.3
2017-03-28,155.75
2017-03-29,156.05
2017-03-30,155.1
2017-03-31,155.9
2017-04-03,155.25
2017-04-05,157.85
2017-04-06,154.9
2017-04-07,151.8
2017-04-10,155.5
2017-04-11,159.05
2017-04-12,156.65
2017-04-13,155.1
2017-04-17,153.9
2017-04-18,152.85
2017-04-19,150.25
2017-04-20,154.75
2017-04-21,157.05
2017-04-24,159.5
2017-04-25,163.0
2017-04-26,161.55
2017-04-27,159.7
2017-04-28,171.4
2017-05-02,170.4
2017-05-03,178.5
2017-05-04,190.5
2017-05-05,186.6
2017-05-08,187.65
2017-05-09,178.95
2017-05-10,176.7
2017-05-11,177.9
2017-05-12,174.5
2017-05-15,173.8
2017-05-16,180.5
2017-05-17,179.9
2017-05-18,175.9
2017-05-19,174.6
2017-05-22,168.15
2017-05-23,163.8
2017-05-24,161.0
2017-05-25,164.3
2017-05-26,161.15
2017-05-29,153.3
2017-05-30,155.75
2017-05-31,155.5
2017-06-01,157.7
2017-06-02,160.15
2017-06-05,160.25
2017-06-06,157.6
2017-06-07,159.35
2017-06-08,157.4
2017-06-09,157.95
2017-06-12,151.2
2017-06-13,150.45
2017-06-14,154.65
2017-06-15,153.1
2017-06-16,151.6
2017-06-19,151.8
2017-06-20,151.55
2017-06-21,151.35
2017-06-22,150.65
2017-06-23,146.45
2017-06-27,142.5
2017-06-28,145.95
2017-06-29,145.3
2017-06-30,147.4
2017-07-03,150.35
2017-07-04,146.4
2017-07-05,149.35
2017-07-06,152.85
2017-07-07,151.0
2017-07-10,156.85
2017-07-11,152.4
2017-07-12,154.25
2017-07-13,154.85
2017-07-14,155.1
2017-07-17,155.55
2017-07-18,155.65
2017-07-19,156.2
2017-07-20,153.65
2017-07-21,154.8
2017-07-24,157.3
2017-07-25,161.25
2017-07-26,159.55
2017-07-27,154.9
2017-07-28,157.0
2017-07-31,158.05
2017-08-01,154.2
2017-08-02,150.05
2017-08-03,143.6
2017-08-04,145.1
2017-08-07,146.35
2017-08-08,142.4
2017-08-09,141.6
2017-08-10,134.45
2017-08-11,127.3
2017-08-14,128.25
2017-08-16,133.25
2017-08-17,133.4
2017-08-18,132.05
2017-08-21,131.0
2017-08-22,128.95
2017-08-23,134.2
2017-08-24,136.05
2017-08-28,136.65
2017-08-29,134.75
2017-08-30,136.55
2017-08-31,136.3
2017-09-01,138.8
2017-09-04,135.9
2017-09-05,137.7
2017-09-06,133.95
2017-09-07,133.65
2017-09-08,131.25
2017-09-11,133.1
2017-09-12,134.5
2017-09-13,136.25
2017-09-14,137.6
2017-09-15,137.35
2017-09-18,137.35
2017-09-19,136.95
2017-09-20,138.9
2017-09-21,135.85
2017-09-22,129.9
2017-09-25,130.1
2017-09-26,130.9
2017-09-27,126.45
2017-09-28,128.35
2017-09-29,126.65
2017-10-03,126.7
2017-10-04,126.05
2017-10-05,125.95
2017-10-06,129.95
2017-10-09,131.65
2017-10-10,131.55
2017-10-11,125.9
2017-10-12,126.8
2017-10-13,127.65
2017-10-16,127.35
2017-10-17,127.85
2017-10-18,126.15
2017-10-19,125.85
2017-10-23,126.65
2017-10-24,131.4
2017-10-25,176.3
2017-10-26,186.4
2017-10-27,175.6
2017-10-30,184.25
2017-10-31,176.45
2017-11-01,179.65
2017-11-02,171.05
2017-11-03,173.5
2017-11-06,176.55
2017-11-07,166.05
2017-11-08,162.9
2017-11-09,166.65
2017-11-10,167.35
2017-11-13,167.8
2017-11-14,164.3
2017-11-15,164.75
2017-11-16,173.5
2017-11-17,170.65
2017-11-20,170.6
2017-11-21,168.15
2017-11-22,169.85
2017-11-23,166.8
2017-11-24,167.3
2017-11-27,168.1
2017-11-28,165.15
2017-11-29,163.8
2017-11-30,164.1
2017-12-01,158.0
2017-12-04,159.05
2017-12-05,161.15
2017-12-06,155.15
2017-12-07,157.6
2017-12-08,155.75
2017-12-11,154.65
2017-12-12,150.75
2017-12-13,147.4
2017-12-14,146.55
2017-12-15,148.2
2017-12-18,154.65
2017-12-19,150.6
2017-12-20,148.1
2017-12-21,148.1
2017-12-22,148.2
2017-12-26,148.1
2017-12-27,148.3
2017-12-28,145.9
2017-12-29,144.3
