Date,BALKRISHNA
2017-01-02,75.05
2017-01-03,77.55
2017-01-04,77.2
2017-01-05,79.2
2017-01-06,77.65
2017-01-09,80.35
2017-01-10,80.65
2017-01-11,84.0
2017-01-12,81.05
2017-01-13,80.1
2017-01-16,81.5
2017-01-17,81.75
2017-01-18,82.55
2017-01-19,87.6
2017-01-20,84.95
2017-01-23,83.15
2017-01-24,82.95
2017-01-25,82.7
2017-01-27,82.0
2017-01-30,81.15
2017-01-31,79.95
2017-02-01,80.85
2017-02-02,81.25
2017-02-03,79.6
2017-02-06,78.05
2017-02-07,75.35
2017-02-08,75.2
2017-02-09,73.9
2017-02-10,73.6
2017-02-13,73.5
2017-02-14,71.35
2017-02-15,68.85
2017-02-16,69.05
2017-02-17,71.9
2017-02-20,72.35
2017-02-21,71.6
2017-02-22,70.0
2017-02-23,69.95
2017-02-27,68.95
2017-02-28,68.75
2017-03-01,69.95
2017-03-02,70.55
2017-03-03,72.85
2017-03-06,72.05
2017-03-07,70.95
2017-03-08,69.65
2017-03-09,70.25
2017-03-10,70.45
2017-03-14,70.6
2017-03-15,71.4
2017-03-16,71.55
2017-03-17,69.85
2017-03-20,70.25
2017-03-21,68.8
2017-03-22,70.15
2017-03-23,70.25
2017-03-24,84.2
2017-03-27,89.9
2017-03-28,87.8
2017-03-29,83.1
2017-03-30,82.35
2017-03-31,81.7
2017-04-03,82.25
2017-04-05,83.05
2017-04-06,85.25
2017-04-07,82.1
2017-04-10,83.05
2017-04-11,86.55
2017-04-12,85.65
2017-04-13,83.85
2017-04-17,82.25
2017-04-18,81.0
2017-04-19,80.15
2017-04-20,87.05
2017-04-21,85.35
2017-04-24,84.0
2017-04-25,82.75
2017-04-26,81.7
2017-04-27,80.55
2017-04-28,79.4
2017-05-02,80.35
2017-05-03,84.05
2017-05-04,83.25
2017-05-05,82.4
2017-05-08,86.9
2017-05-09,84.65
2017-05-10,92.65
2017-05-11,88.05
2017-05-12,86.75
2017-05-15,85.45
2017-05-16,80.8
2017-05-17,85.45
2017-05-18,82.85
2017-05-19,83.0
2017-05-22,81.65
2017-05-23,80.45
2017-05-24,78.3
2017-05-25,80.15
2017-05-26,80.65
2017-05-29,80.15
2017-05-30,79.35
2017-05-31,79.25
2017-06-01,78.8
2017-06-02,78.9
2017-06-05,78.7
2017-06-06,78.0
2017-06-07,77.9
2017-06-08,77.65
2017-06-09,77.9
2017-06-12,76.1
2017-06-13,76.5
2017-06-14,76.9
2017-06-15,76.85
2017-06-16,76.55
2017-06-19,76.7
2017-06-20,76.5
2017-06-21,78.7
2017-06-22,79.7
2017-06-23,77.15
2017-06-27,76.25
2017-06-28,74.35
2017-06-29,76.55
2017-06-30,75.85
2017-07-03,77.95
2017-07-04,81.8
2017-07-05,82.05
2017-07-06,81.3
2017-07-07,79.6
2017-07-10,79.95
2017-07-11,77.9
2017-07-12,78.5
2017-07-13,77.9
2017-07-14,77.6
2017-07-17,77.25
2017-07-18,78.8
2017-07-19,80.15
2017-07-20,79.1
2017-07-21,77.9
2017-07-24,76.25
2017-07-25,76.4
2017-07-26,80.8
2017-07-27,96.95
2017-07-28,96.5
2017-07-31,91.55
2017-08-01,90.35
2017-08-02,87.85
2017-08-03,83.15
2017-08-04,84.7
2017-08-07,83.5
2017-08-08,81.35
2017-08-09,82.55
2017-08-10,78.6
2017-08-11,80.05
2017-08-14,81.75
2017-08-16,80.3
2017-08-17,79.3
2017-08-18,79.8
2017-08-21,78.2
2017-08-22,79.15
2017-08-23,81.15
2017-08-24,81.5
2017-08-28,80.75
2017-08-29,81.7
2017-08-30,80.55
2017-08-31,81.75
2017-09-01,82.55
2017-09-04,81.8
2017-09-05,79.6
2017-09-06,78.75
2017-09-07,80.25
2017-09-08,81.45
2017-09-11,82.15
2017-09-12,81.65
2017-09-13,80.5
2017-09-14,79.9
2017-09-15,78.45
2017-09-18,81.2
2017-09-19,80.55
2017-09-20,79.35
2017-09-21,78.8
2017-09-22,77.25
2017-09-25,77.2
2017-09-26,76.6
2017-09-27,76.2
2017-09-28,76.45
2017-09-29,77.2
2017-10-03,76.5
2017-10-04,77.4
2017-10-05,74.8
2017-10-06,78.8
2017-10-09,77.5
2017-10-10,79.55
2017-10-11,77.3
2017-10-12,78.25
2017-10-13,77.55
2017-10-16,75.4
2017-10-17,75.25
2017-10-18,73.7
2017-10-19,75.6
2017-10-23,73.5
2017-10-24,73.25
2017-10-25,73.4
2017-10-26,69.8
2017-10-27,68.85
2017-10-30,69.9
2017-10-31,69.2
2017-11-01,70.45
2017-11-02,69.65
2017-11-03,69.3
2017-11-06,71.0
2017-11-07,70.15
2017-11-08,70.05
2017-11-09,70.4
2017-11-10,70.6
2017-11-13,70.15
2017-11-14,69.25
2017-11-15,68.15
2017-11-16,69.6
2017-11-17,68.9
2017-11-20,71.95
2017-11-21,69.15
2017-11-22,68.65
2017-11-23,68.7
2017-11-24,69.15
2017-11-27,70.25
2017-11-28,72.35
2017-11-29,72.85
2017-11-30,70.9
2017-12-01,71.05
2017-12-04,70.85
2017-12-05,69.95
2017-12-06,67.85
2017-12-07,68.55
2017-12-08,72.9
2017-12-11,80.7
2017-12-12,76.85
2017-12-13,76.95
2017-12-14,74.45
2017-12-15,75.6
2017-12-18,78.85
2017-12-19,94.6
2017-12-20,94.9
2017-12-21,95.35
2017-12-22,94.1
2017-12-26,93.9
2017-12-27,90.0
2017-12-28,107.4
2017-12-29,120.45
