Date,MUNJALSHOW
2017-01-02,191.5
2017-01-03,191.15
2017-01-04,193.2
2017-01-05,195.45
2017-01-06,193.45
2017-01-09,193.8
2017-01-10,192.25
2017-01-11,196.65
2017-01-12,195.9
2017-01-13,196.2
2017-01-16,196.1
2017-01-17,195.1
2017-01-18,193.65
2017-01-19,194.2
2017-01-20,191.6
2017-01-23,190.85
2017-01-24,192.35
2017-01-25,191.6
2017-01-27,193.65
2017-01-30,194.25
2017-01-31,190.85
2017-02-01,192.05
2017-02-02,190.85
2017-02-03,192.2
2017-02-06,202.55
2017-02-07,207.1
2017-02-08,208.35
2017-02-09,205.0
2017-02-10,204.95
2017-02-13,201.55
2017-02-14,201.45
2017-02-15,201.2
2017-02-16,205.7
2017-02-17,201.35
2017-02-20,200.25
2017-02-21,201.8
2017-02-22,199.7
2017-02-23,197.95
2017-02-27,197.05
2017-02-28,196.8
2017-03-01,195.5
2017-03-02,195.45
2017-03-03,196.6
2017-03-06,198.05
2017-03-07,195.65
2017-03-08,193.7
2017-03-09,193.3
2017-03-10,193.95
2017-03-14,195.15
2017-03-15,201.85
2017-03-16,201.1
2017-03-17,204.55
2017-03-20,211.85
2017-03-21,212.6
2017-03-22,211.3
2017-03-23,213.6
2017-03-24,211.95
2017-03-27,211.5
2017-03-28,211.9
2017-03-29,211.85
2017-03-30,213.8
2017-03-31,215.6
2017-04-03,220.0
2017-04-05,224.0
2017-04-06,225.85
2017-04-07,225.15
2017-04-10,227.4
2017-04-11,231.15
2017-04-12,227.9
2017-04-13,222.4
2017-04-17,222.0
2017-04-18,218.45
2017-04-19,217.4
2017-04-20,227.95
2017-04-21,219.65
2017-04-24,219.7
2017-04-25,215.8
2017-04-26,209.75
2017-04-27,204.85
2017-04-28,200.4
2017-05-02,198.55
2017-05-03,199.05
2017-05-04,200.55
2017-05-05,199.45
2017-05-08,199.25
2017-05-09,199.6
2017-05-10,199.6
2017-05-11,204.7
2017-05-12,205.05
2017-05-15,202.3
2017-05-16,200.95
2017-05-17,206.7
2017-05-18,203.4
2017-05-19,195.85
2017-05-22,191.25
2017-05-23,188.05
2017-05-24,189.0
2017-05-25,188.3
2017-05-26,190.6
2017-05-29,188.3
2017-05-30,187.0
2017-05-31,188.2
2017-06-01,186.55
2017-06-02,193.15
2017-06-05,194.3
2017-06-06,200.7
2017-06-07,201.3
2017-06-08,201.8
2017-06-09,197.35
2017-06-12,197.6
2017-06-13,196.6
2017-06-14,196.35
2017-06-15,196.3
2017-06-16,195.8
2017-06-19,195.85
2017-06-20,191.45
2017-06-21,194.9
2017-06-22,192.9
2017-06-23,195.0
2017-06-27,190.95
2017-06-28,192.1
2017-06-29,194.7
2017-06-30,192.6
2017-07-03,192.95
2017-07-04,192.8
2017-07-05,193.2
2017-07-06,193.9
2017-07-07,193.8
2017-07-10,195.35
2017-07-11,194.7
2017-07-12,195.6
2017-07-13,197.65
2017-07-14,204.25
2017-07-17,204.75
2017-07-18,210.05
2017-07-19,210.1
2017-07-20,212.45
2017-07-21,224.65
2017-07-24,227.6
2017-07-25,225.15
2017-07-26,223.55
2017-07-27,222.4
2017-07-28,224.4
2017-07-31,223.7
2017-08-01,224.95
2017-08-02,226.8
2017-08-03,225.85
2017-08-04,228.45
2017-08-07,224.15
2017-08-08,223.15
2017-08-09,228.9
2017-08-10,212.7
2017-08-11,209.75
2017-08-14,214.7
2017-08-16,217.4
2017-08-17,223.2
2017-08-18,226.35
2017-08-21,228.0
2017-08-22,226.8
2017-08-23,223.95
2017-08-24,224.75
2017-08-28,225.6
2017-08-29,222.15
2017-08-30,223.6
2017-08-31,222.85
2017-09-01,237.9
2017-09-04,247.4
2017-09-05,252.25
2017-09-06,252.05
2017-09-07,264.4
2017-09-08,276.35
2017-09-11,278.1
2017-09-12,273.15
2017-09-13,273.4
2017-09-14,276.1
2017-09-15,274.2
2017-09-18,273.15
2017-09-19,267.85
2017-09-20,272.35
2017-09-21,267.6
2017-09-22,257.7
2017-09-25,251.45
2017-09-26,252.1
2017-09-27,247.25
2017-09-28,249.25
2017-09-29,254.3
2017-10-03,260.15
2017-10-04,262.45
2017-10-05,258.65
2017-10-06,256.8
2017-10-09,272.85
2017-10-10,277.5
2017-10-11,273.65
2017-10-12,278.9
2017-10-13,272.85
2017-10-16,270.55
2017-10-17,267.8
2017-10-18,264.35
2017-10-19,267.15
2017-10-23,279.0
2017-10-24,275.2
2017-10-25,278.8
2017-10-26,276.65
2017-10-27,278.1
2017-10-30,271.7
2017-10-31,272.5
2017-11-01,280.35
2017-11-02,281.55
2017-11-03,291.7
2017-11-06,293.75
2017-11-07,285.95
2017-11-08,283.0
2017-11-09,280.15
2017-11-10,277.75
2017-11-13,279.35
2017-11-14,272.75
2017-11-15,267.75
2017-11-16,267.35
2017-11-17,269.9
2017-11-20,273.7
2017-11-21,267.75
2017-11-22,268.1
2017-11-23,270.5
2017-11-24,271.85
2017-11-27,269.85
2017-11-28,274.3
2017-11-29,270.15
2017-11-30,267.2
2017-12-01,265.15
2017-12-04,276.1
2017-12-05,270.1
2017-12-06,270.4
2017-12-07,272.7
2017-12-08,271.25
2017-12-11,274.15
2017-12-12,272.35
2017-12-13,270.3
2017-12-14,269.7
2017-12-15,267.0
2017-12-18,267.15
2017-12-19,273.8
2017-12-20,277.8
2017-12-21,279.3
2017-12-22,283.3
2017-12-26,282.15
2017-12-27,277.35
2017-12-28,277.8
2017-12-29,285.1
