Date,PSUBNKBEES
2017-01-02,326.41
2017-01-03,327.5
2017-01-04,324.84
2017-01-05,329.0
2017-01-06,330.16
2017-01-09,330.21
2017-01-10,331.77
2017-01-11,340.29
2017-01-12,341.0
2017-01-13,339.0
2017-01-16,343.28
2017-01-17,343.91
2017-01-18,347.94
2017-01-19,346.5
2017-01-20,338.73
2017-01-23,339.9
2017-01-24,343.9
2017-01-25,346.5
2017-01-27,359.14
2017-01-30,357.6
2017-01-31,353.3
2017-02-01,364.42
2017-02-02,370.21
2017-02-03,381.97
2017-02-06,379.71
2017-02-07,383.59
2017-02-08,381.38
2017-02-09,375.48
2017-02-10,380.28
2017-02-13,369.07
2017-02-14,367.21
2017-02-15,360.19
2017-02-16,366.31
2017-02-17,362.01
2017-02-20,367.35
2017-02-21,368.0
2017-02-22,367.01
2017-02-23,366.0
2017-02-27,360.82
2017-02-28,366.0
2017-03-01,368.33
2017-03-02,361.07
2017-03-03,358.0
2017-03-06,361.87
2017-03-07,359.5
2017-03-08,360.0
2017-03-09,363.5
2017-03-10,361.0
2017-03-14,367.04
2017-03-15,371.94
2017-03-16,372.97
2017-03-17,369.63
2017-03-20,368.86
2017-03-21,368.0
2017-03-22,360.65
2017-03-23,360.09
2017-03-24,373.8
2017-03-27,376.25
2017-03-28,381.99
2017-03-29,388.22
2017-03-30,388.05
2017-03-31,392.33
2017-04-03,389.98
2017-04-05,396.5
2017-04-06,393.3
2017-04-07,388.04
2017-04-10,389.76
2017-04-11,395.47
2017-04-12,391.45
2017-04-13,392.21
2017-04-17,390.28
2017-04-18,392.96
2017-04-19,384.9
2017-04-20,390.04
2017-04-21,385.0
2017-04-24,391.7
2017-04-25,394.95
2017-04-26,397.06
2017-04-27,393.47
2017-04-28,405.49
2017-05-02,407.14
2017-05-03,409.98
2017-05-04,424.48
2017-05-05,415.19
2017-05-08,421.09
2017-05-09,416.74
2017-05-10,412.19
2017-05-11,416.92
2017-05-12,411.27
2017-05-15,414.42
2017-05-16,423.5
2017-05-17,424.05
2017-05-18,414.96
2017-05-19,418.16
2017-05-22,399.5
2017-05-23,392.39
2017-05-24,383.18
2017-05-25,393.25
2017-05-26,394.5
2017-05-29,384.85
2017-05-30,392.0
2017-05-31,391.0
2017-06-01,391.14
2017-06-02,393.11
2017-06-05,392.0
2017-06-06,391.62
2017-06-07,396.7
2017-06-08,390.3
2017-06-09,391.75
2017-06-12,385.77
2017-06-13,384.11
2017-06-14,387.21
2017-06-15,385.5
2017-06-16,384.99
2017-06-19,388.99
2017-06-20,386.72
2017-06-21,390.93
2017-06-22,391.34
2017-06-23,384.84
2017-06-27,370.01
2017-06-28,368.5
2017-06-29,367.07
2017-06-30,369.0
2017-07-03,369.03
2017-07-04,367.25
2017-07-05,370.0
2017-07-06,378.15
2017-07-07,378.28
2017-07-10,386.4
2017-07-11,380.84
2017-07-12,386.29
2017-07-13,387.61
2017-07-14,393.59
2017-07-17,393.0
2017-07-18,393.32
2017-07-19,394.35
2017-07-20,389.93
2017-07-21,390.06
2017-07-24,396.03
2017-07-25,400.0
2017-07-26,397.4
2017-07-27,399.05
2017-07-28,398.98
2017-07-31,414.29
2017-08-01,412.14
2017-08-02,409.9
2017-08-03,395.19
2017-08-04,402.09
2017-08-07,405.63
2017-08-08,396.16
2017-08-09,391.47
2017-08-10,384.35
2017-08-11,367.1
2017-08-14,367.42
2017-08-16,374.5
2017-08-17,372.71
2017-08-18,369.68
2017-08-21,364.6
2017-08-22,359.0
2017-08-23,369.76
2017-08-24,370.51
2017-08-28,371.5
2017-08-29,366.61
2017-08-30,367.31
2017-08-31,365.12
2017-09-01,367.01
2017-09-04,366.59
2017-09-05,366.0
2017-09-06,363.93
2017-09-07,363.86
2017-09-08,360.32
2017-09-11,360.23
2017-09-12,364.42
2017-09-13,366.58
2017-09-14,368.49
2017-09-15,366.85
2017-09-18,364.2
2017-09-19,363.9
2017-09-20,364.56
2017-09-21,360.62
2017-09-22,353.07
2017-09-25,350.03
2017-09-26,347.97
2017-09-27,336.86
2017-09-28,340.05
2017-09-29,339.45
2017-10-03,339.27
2017-10-04,339.5
2017-10-05,337.8
2017-10-06,343.09
2017-10-09,343.04
2017-10-10,345.0
2017-10-11,338.86
2017-10-12,336.6
2017-10-13,340.0
2017-10-16,336.55
2017-10-17,342.5
2017-10-18,331.74
2017-10-19,331.11
2017-10-23,331.04
2017-10-24,343.09
2017-10-25,398.24
2017-10-26,413.32
2017-10-27,425.88
2017-10-30,432.92
2017-10-31,420.02
2017-11-01,435.23
2017-11-02,430.0
2017-11-03,443.47
2017-11-06,445.86
2017-11-07,431.13
2017-11-08,419.24
2017-11-09,426.06
2017-11-10,444.63
2017-11-13,442.43
2017-11-14,441.22
2017-11-15,436.15
2017-11-16,446.82
2017-11-17,454.68
2017-11-20,448.25
2017-11-21,445.15
2017-11-22,450.19
2017-11-23,448.7
2017-11-24,450.0
2017-11-27,448.51
2017-11-28,444.32
2017-11-29,439.0
2017-11-30,432.24
2017-12-01,421.0
2017-12-04,419.5
2017-12-05,426.12
2017-12-06,416.25
2017-12-07,422.99
2017-12-08,425.54
2017-12-11,425.0
2017-12-12,420.0
2017-12-13,416.06
2017-12-14,416.39
2017-12-15,417.35
2017-12-18,426.05
2017-12-19,428.26
2017-12-20,424.56
2017-12-21,421.45
2017-12-22,424.61
2017-12-26,421.72
2017-12-27,419.98
2017-12-28,413.07
2017-12-29,412.57
