Date,VADILALIND
2017-01-02,488.85
2017-01-03,498.4
2017-01-04,512.45
2017-01-05,517.05
2017-01-06,516.8
2017-01-09,516.75
2017-01-10,524.0
2017-01-11,528.45
2017-01-12,529.1
2017-01-13,524.7
2017-01-16,517.0
2017-01-17,519.95
2017-01-18,521.55
2017-01-19,524.85
2017-01-20,524.3
2017-01-23,528.85
2017-01-24,528.55
2017-01-25,584.65
2017-01-27,595.5
2017-01-30,593.3
2017-01-31,574.8
2017-02-01,582.55
2017-02-02,581.05
2017-02-03,581.85
2017-02-06,592.2
2017-02-07,584.3
2017-02-08,608.1
2017-02-09,620.4
2017-02-10,616.9
2017-02-13,619.75
2017-02-14,676.2
2017-02-15,652.4
2017-02-16,682.4
2017-02-17,684.35
2017-02-20,698.65
2017-02-21,686.15
2017-02-22,665.85
2017-02-23,657.0
2017-02-27,663.65
2017-02-28,676.85
2017-03-01,695.95
2017-03-02,678.2
2017-03-03,681.05
2017-03-06,700.65
2017-03-07,785.55
2017-03-08,782.7
2017-03-09,798.4
2017-03-10,796.1
2017-03-14,792.2
2017-03-15,791.5
2017-03-16,784.85
2017-03-17,837.6
2017-03-20,823.6
2017-03-21,849.45
2017-03-22,834.55
2017-03-23,844.05
2017-03-24,840.3
2017-03-27,890.85
2017-03-28,920.5
2017-03-29,943.4
2017-03-30,960.25
2017-03-31,972.7
2017-04-03,978.4
2017-04-05,990.75
2017-04-06,977.4
2017-04-07,941.5
2017-04-10,935.05
2017-04-11,958.85
2017-04-12,935.35
2017-04-13,920.9
2017-04-17,908.35
2017-04-18,900.8
2017-04-19,923.85
2017-04-20,934.65
2017-04-21,914.65
2017-04-24,911.45
2017-04-25,913.4
2017-04-26,907.95
2017-04-27,901.1
2017-04-28,903.2
2017-05-02,906.7
2017-05-03,909.85
2017-05-04,961.2
2017-05-05,966.55
2017-05-08,972.05
2017-05-09,974.85
2017-05-10,957.9
2017-05-11,953.1
2017-05-12,936.4
2017-05-15,936.9
2017-05-16,942.1
2017-05-17,945.45
2017-05-18,930.8
2017-05-19,914.1
2017-05-22,902.55
2017-05-23,871.95
2017-05-24,872.6
2017-05-25,869.5
2017-05-26,881.55
2017-05-29,867.15
2017-05-30,860.65
2017-05-31,819.5
2017-06-01,798.95
2017-06-02,802.3
2017-06-05,816.6
2017-06-06,814.7
2017-06-07,812.95
2017-06-08,808.65
2017-06-09,819.4
2017-06-12,818.9
2017-06-13,809.8
2017-06-14,811.8
2017-06-15,810.7
2017-06-16,814.75
2017-06-19,810.7
2017-06-20,806.25
2017-06-21,806.25
2017-06-22,848.7
2017-06-23,834.65
2017-06-27,805.0
2017-06-28,797.9
2017-06-29,800.75
2017-06-30,801.75
2017-07-03,811.65
2017-07-04,811.2
2017-07-05,807.45
2017-07-06,852.5
2017-07-07,864.95
2017-07-10,859.85
2017-07-11,849.25
2017-07-12,854.1
2017-07-13,845.0
2017-07-14,827.45
2017-07-17,842.7
2017-07-18,827.0
2017-07-19,888.6
2017-07-20,888.75
2017-07-21,892.1
2017-07-24,915.9
2017-07-25,916.95
2017-07-26,910.55
2017-07-27,906.55
2017-07-28,903.1
2017-07-31,911.1
2017-08-01,939.8
2017-08-02,929.55
2017-08-03,912.1
2017-08-04,921.95
2017-08-07,914.5
2017-08-08,906.75
2017-08-09,892.75
2017-08-10,864.85
2017-08-11,852.65
2017-08-14,849.2
2017-08-16,844.9
2017-08-17,839.7
2017-08-18,853.8
2017-08-21,860.0
2017-08-22,852.85
2017-08-23,856.95
2017-08-24,851.45
2017-08-28,857.15
2017-08-29,849.85
2017-08-30,906.85
2017-08-31,1080.65
2017-09-01,1078.7
2017-09-04,1079.9
2017-09-05,1108.85
2017-09-06,1116.3
2017-09-07,1093.3
2017-09-08,1090.3
2017-09-11,1091.3
2017-09-12,1096.85
2017-09-13,1088.35
2017-09-14,1098.55
2017-09-15,1054.15
2017-09-18,1068.1
2017-09-19,1069.45
2017-09-20,1070.65
2017-09-21,1054.8
2017-09-22,1001.35
2017-09-25,969.25
2017-09-26,981.6
2017-09-27,937.9
2017-09-28,941.15
2017-09-29,941.35
2017-10-03,951.05
2017-10-04,959.45
2017-10-05,1000.5
2017-10-06,983.8
2017-10-09,950.85
2017-10-10,955.35
2017-10-11,950.4
2017-10-12,948.55
2017-10-13,931.65
2017-10-16,937.65
2017-10-17,939.5
2017-10-18,930.3
2017-10-19,950.85
2017-10-23,937.9
2017-10-24,934.2
2017-10-25,932.6
2017-10-26,931.75
2017-10-27,933.2
2017-10-30,917.65
2017-10-31,921.1
2017-11-01,936.55
2017-11-02,929.95
2017-11-03,931.4
2017-11-06,934.35
2017-11-07,912.9
2017-11-08,906.65
2017-11-09,917.9
2017-11-10,980.8
2017-11-13,996.2
2017-11-14,1023.8
2017-11-15,1002.3
2017-11-16,1028.5
2017-11-17,1030.3
2017-11-20,1022.45
2017-11-21,983.35
2017-11-22,968.2
2017-11-23,1003.95
2017-11-24,1009.95
2017-11-27,1010.2
2017-11-28,996.3
2017-11-29,1000.5
2017-11-30,991.8
2017-12-01,992.3
2017-12-04,976.45
2017-12-05,986.1
2017-12-06,972.8
2017-12-07,986.15
2017-12-08,983.5
2017-12-11,996.95
2017-12-12,990.2
2017-12-13,978.95
2017-12-14,978.9
2017-12-15,977.6
2017-12-18,981.65
2017-12-19,985.05
2017-12-20,988.4
2017-12-21,992.15
2017-12-22,995.4
2017-12-26,991.6
2017-12-27,982.85
2017-12-28,973.35
2017-12-29,978.65
