Date,KEC
2017-01-02,139.5
2017-01-03,142.85
2017-01-04,144.4
2017-01-05,145.9
2017-01-06,144.1
2017-01-09,142.55
2017-01-10,144.15
2017-01-11,143.85
2017-01-12,141.55
2017-01-13,146.6
2017-01-16,149.6
2017-01-17,149.4
2017-01-18,149.5
2017-01-19,146.6
2017-01-20,143.7
2017-01-23,145.55
2017-01-24,147.6
2017-01-25,151.85
2017-01-27,150.25
2017-01-30,149.4
2017-01-31,148.0
2017-02-01,154.25
2017-02-02,152.1
2017-02-03,151.0
2017-02-06,153.75
2017-02-07,153.4
2017-02-08,158.3
2017-02-09,166.2
2017-02-10,163.6
2017-02-13,169.25
2017-02-14,163.55
2017-02-15,159.7
2017-02-16,163.65
2017-02-17,165.85
2017-02-20,167.9
2017-02-21,169.65
2017-02-22,166.55
2017-02-23,166.0
2017-02-27,163.9
2017-02-28,166.95
2017-03-01,168.0
2017-03-02,163.2
2017-03-03,167.5
2017-03-06,168.05
2017-03-07,167.5
2017-03-08,163.35
2017-03-09,162.15
2017-03-10,169.8
2017-03-14,172.25
2017-03-15,172.55
2017-03-16,175.5
2017-03-17,171.25
2017-03-20,176.65
2017-03-21,176.95
2017-03-22,178.8
2017-03-23,190.4
2017-03-24,208.2
2017-03-27,192.35
2017-03-28,193.25
2017-03-29,193.65
2017-03-30,198.05
2017-03-31,208.6
2017-04-03,211.25
2017-04-05,220.65
2017-04-06,217.7
2017-04-07,213.25
2017-04-10,214.2
2017-04-11,212.9
2017-04-12,208.8
2017-04-13,216.3
2017-04-17,212.75
2017-04-18,215.2
2017-04-19,216.55
2017-04-20,221.2
2017-04-21,223.1
2017-04-24,221.3
2017-04-25,218.7
2017-04-26,219.25
2017-04-27,218.55
2017-04-28,219.35
2017-05-02,217.9
2017-05-03,215.95
2017-05-04,215.25
2017-05-05,211.45
2017-05-08,218.1
2017-05-09,221.15
2017-05-10,237.35
2017-05-11,237.1
2017-05-12,232.35
2017-05-15,231.05
2017-05-16,247.75
2017-05-17,246.3
2017-05-18,236.25
2017-05-19,245.15
2017-05-22,243.85
2017-05-23,242.45
2017-05-24,244.05
2017-05-25,251.85
2017-05-26,254.35
2017-05-29,251.9
2017-05-30,250.0
2017-05-31,259.95
2017-06-01,266.7
2017-06-02,266.75
2017-06-05,266.55
2017-06-06,266.9
2017-06-07,265.0
2017-06-08,260.85
2017-06-09,260.2
2017-06-12,260.65
2017-06-13,257.3
2017-06-14,258.0
2017-06-15,249.95
2017-06-16,255.05
2017-06-19,251.35
2017-06-20,249.85
2017-06-21,245.65
2017-06-22,243.6
2017-06-23,242.25
2017-06-27,240.75
2017-06-28,243.8
2017-06-29,251.9
2017-06-30,257.75
2017-07-03,264.0
2017-07-04,260.95
2017-07-05,257.3
2017-07-06,257.1
2017-07-07,267.25
2017-07-10,271.6
2017-07-11,276.05
2017-07-12,277.8
2017-07-13,294.55
2017-07-14,294.2
2017-07-17,300.2
2017-07-18,296.0
2017-07-19,311.25
2017-07-20,294.6
2017-07-21,293.25
2017-07-24,288.45
2017-07-25,295.35
2017-07-26,302.6
2017-07-27,302.6
2017-07-28,303.7
2017-07-31,304.6
2017-08-01,306.7
2017-08-02,298.3
2017-08-03,303.95
2017-08-04,298.8
2017-08-07,298.85
2017-08-08,297.05
2017-08-09,300.5
2017-08-10,290.15
2017-08-11,281.55
2017-08-14,286.0
2017-08-16,286.55
2017-08-17,302.0
2017-08-18,294.65
2017-08-21,297.45
2017-08-22,297.3
2017-08-23,299.7
2017-08-24,296.2
2017-08-28,303.55
2017-08-29,312.05
2017-08-30,316.95
2017-08-31,312.6
2017-09-01,309.8
2017-09-04,305.85
2017-09-05,304.3
2017-09-06,308.1
2017-09-07,316.05
2017-09-08,314.05
2017-09-11,315.7
2017-09-12,327.45
2017-09-13,322.5
2017-09-14,329.65
2017-09-15,319.65
2017-09-18,313.45
2017-09-19,313.15
2017-09-20,315.45
2017-09-21,310.85
2017-09-22,306.0
2017-09-25,301.8
2017-09-26,309.0
2017-09-27,300.0
2017-09-28,305.8
2017-09-29,306.95
2017-10-03,310.0
2017-10-04,314.65
2017-10-05,311.75
2017-10-06,307.7
2017-10-09,308.45
2017-10-10,304.85
2017-10-11,301.95
2017-10-12,303.55
2017-10-13,302.0
2017-10-16,298.5
2017-10-17,299.85
2017-10-18,297.2
2017-10-19,299.95
2017-10-23,297.3
2017-10-24,294.8
2017-10-25,287.05
2017-10-26,293.3
2017-10-27,298.35
2017-10-30,296.95
2017-10-31,292.8
2017-11-01,303.7
2017-11-02,306.3
2017-11-03,313.75
2017-11-06,316.15
2017-11-07,310.1
2017-11-08,313.85
2017-11-09,309.8
2017-11-10,303.5
2017-11-13,290.2
2017-11-14,299.95
2017-11-15,294.4
2017-11-16,297.15
2017-11-17,291.25
2017-11-20,296.8
2017-11-21,301.65
2017-11-22,304.35
2017-11-23,308.15
2017-11-24,325.25
2017-11-27,331.25
2017-11-28,325.5
2017-11-29,322.85
2017-11-30,322.2
2017-12-01,314.55
2017-12-04,315.8
2017-12-05,314.15
2017-12-06,313.4
2017-12-07,343.9
2017-12-08,337.35
2017-12-11,343.85
2017-12-12,333.75
2017-12-13,332.6
2017-12-14,323.4
2017-12-15,344.1
2017-12-18,344.95
2017-12-19,369.35
2017-12-20,369.05
2017-12-21,382.35
2017-12-22,377.3
2017-12-26,368.4
2017-12-27,364.0
2017-12-28,369.35
2017-12-29,383.4
