Date,ORIENTCEM
2017-01-02,126.25
2017-01-03,128.35
2017-01-04,126.45
2017-01-05,127.55
2017-01-06,127.0
2017-01-09,127.7
2017-01-10,128.3
2017-01-11,129.9
2017-01-12,129.3
2017-01-13,128.4
2017-01-16,127.2
2017-01-17,125.65
2017-01-18,126.95
2017-01-19,127.25
2017-01-20,126.4
2017-01-23,127.85
2017-01-24,127.9
2017-01-25,131.3
2017-01-27,138.45
2017-01-30,135.45
2017-01-31,134.75
2017-02-01,139.25
2017-02-02,140.45
2017-02-03,142.55
2017-02-06,139.75
2017-02-07,136.0
2017-02-08,137.0
2017-02-09,135.95
2017-02-10,137.0
2017-02-13,139.85
2017-02-14,137.15
2017-02-15,131.7
2017-02-16,133.2
2017-02-17,133.55
2017-02-20,133.0
2017-02-21,132.55
2017-02-22,145.65
2017-02-23,147.45
2017-02-27,152.4
2017-02-28,154.3
2017-03-01,148.8
2017-03-02,144.05
2017-03-03,143.45
2017-03-06,139.3
2017-03-07,139.35
2017-03-08,135.25
2017-03-09,134.75
2017-03-10,132.15
2017-03-14,134.05
2017-03-15,133.05
2017-03-16,137.5
2017-03-17,138.75
2017-03-20,132.95
2017-03-21,133.7
2017-03-22,128.3
2017-03-23,127.8
2017-03-24,128.2
2017-03-27,126.9
2017-03-28,126.35
2017-03-29,128.65
2017-03-30,128.75
2017-03-31,131.4
2017-04-03,140.0
2017-04-05,145.7
2017-04-06,145.25
2017-04-07,143.05
2017-04-10,144.3
2017-04-11,146.6
2017-04-12,151.0
2017-04-13,152.2
2017-04-17,150.2
2017-04-18,146.1
2017-04-19,147.2
2017-04-20,150.05
2017-04-21,152.6
2017-04-24,167.55
2017-04-25,164.15
2017-04-26,158.0
2017-04-27,160.55
2017-04-28,170.4
2017-05-02,166.15
2017-05-03,166.8
2017-05-04,166.5
2017-05-05,166.9
2017-05-08,166.05
2017-05-09,165.95
2017-05-10,164.75
2017-05-11,165.5
2017-05-12,162.45
2017-05-15,165.1
2017-05-16,162.95
2017-05-17,160.35
2017-05-18,156.7
2017-05-19,152.9
2017-05-22,148.6
2017-05-23,151.5
2017-05-24,145.55
2017-05-25,149.95
2017-05-26,153.8
2017-05-29,150.2
2017-05-30,147.0
2017-05-31,144.35
2017-06-01,151.05
2017-06-02,155.65
2017-06-05,153.4
2017-06-06,153.1
2017-06-07,160.3
2017-06-08,163.0
2017-06-09,159.0
2017-06-12,154.55
2017-06-13,152.5
2017-06-14,148.5
2017-06-15,148.3
2017-06-16,149.95
2017-06-19,149.4
2017-06-20,148.15
2017-06-21,145.85
2017-06-22,148.85
2017-06-23,143.95
2017-06-27,141.45
2017-06-28,138.15
2017-06-29,139.0
2017-06-30,141.1
2017-07-03,147.9
2017-07-04,149.7
2017-07-05,152.35
2017-07-06,155.4
2017-07-07,155.05
2017-07-10,156.55
2017-07-11,155.15
2017-07-12,155.45
2017-07-13,157.0
2017-07-14,156.5
2017-07-17,154.7
2017-07-18,157.55
2017-07-19,159.65
2017-07-20,162.7
2017-07-21,161.1
2017-07-24,159.95
2017-07-25,160.75
2017-07-26,160.05
2017-07-27,160.85
2017-07-28,157.8
2017-07-31,156.05
2017-08-01,153.65
2017-08-02,152.65
2017-08-03,154.2
2017-08-04,155.05
2017-08-07,154.9
2017-08-08,155.15
2017-08-09,156.0
2017-08-10,153.25
2017-08-11,153.0
2017-08-14,154.95
2017-08-16,153.5
2017-08-17,154.6
2017-08-18,155.05
2017-08-21,151.15
2017-08-22,150.15
2017-08-23,151.15
2017-08-24,150.4
2017-08-28,149.85
2017-08-29,149.05
2017-08-30,151.65
2017-08-31,152.45
2017-09-01,153.1
2017-09-04,156.8
2017-09-05,159.85
2017-09-06,163.8
2017-09-07,160.25
2017-09-08,159.35
2017-09-11,162.75
2017-09-12,162.2
2017-09-13,163.2
2017-09-14,160.9
2017-09-15,158.65
2017-09-18,160.15
2017-09-19,163.75
2017-09-20,164.7
2017-09-21,163.4
2017-09-22,156.7
2017-09-25,152.75
2017-09-26,153.35
2017-09-27,151.95
2017-09-28,150.75
2017-09-29,153.55
2017-10-03,152.65
2017-10-04,156.95
2017-10-05,154.5
2017-10-06,155.0
2017-10-09,157.0
2017-10-10,155.4
2017-10-11,152.95
2017-10-12,152.9
2017-10-13,157.55
2017-10-16,154.95
2017-10-17,157.85
2017-10-18,155.9
2017-10-19,157.55
2017-10-23,157.65
2017-10-24,158.45
2017-10-25,162.05
2017-10-26,165.95
2017-10-27,171.05
2017-10-30,173.0
2017-10-31,168.35
2017-11-01,172.05
2017-11-02,178.5
2017-11-03,175.7
2017-11-06,176.85
2017-11-07,173.45
2017-11-08,167.95
2017-11-09,169.15
2017-11-10,166.7
2017-11-13,162.85
2017-11-14,160.9
2017-11-15,154.7
2017-11-16,161.6
2017-11-17,165.1
2017-11-20,164.45
2017-11-21,166.55
2017-11-22,163.25
2017-11-23,163.1
2017-11-24,162.7
2017-11-27,163.9
2017-11-28,164.1
2017-11-29,163.45
2017-11-30,162.8
2017-12-01,162.95
2017-12-04,163.75
2017-12-05,164.8
2017-12-06,164.9
2017-12-07,165.05
2017-12-08,168.4
2017-12-11,166.0
2017-12-12,165.2
2017-12-13,162.1
2017-12-14,160.75
2017-12-15,159.05
2017-12-18,159.5
2017-12-19,163.95
2017-12-20,166.35
2017-12-21,165.7
2017-12-22,165.5
2017-12-26,168.9
2017-12-27,168.1
2017-12-28,168.0
2017-12-29,170.95
