Date,PANAMAPET
2017-01-02,96.4
2017-01-03,95.7
2017-01-04,96.2
2017-01-05,100.1
2017-01-06,104.05
2017-01-09,120.05
2017-01-10,117.85
2017-01-11,115.05
2017-01-12,111.1
2017-01-13,108.05
2017-01-16,110.35
2017-01-17,107.35
2017-01-18,109.5
2017-01-19,111.35
2017-01-20,109.3
2017-01-23,109.8
2017-01-24,109.1
2017-01-25,108.65
2017-01-27,107.7
2017-01-30,110.1
2017-01-31,110.45
2017-02-01,110.2
2017-02-02,108.45
2017-02-03,113.85
2017-02-06,118.95
2017-02-07,114.65
2017-02-08,114.4
2017-02-09,113.95
2017-02-10,117.7
2017-02-13,124.35
2017-02-14,123.0
2017-02-15,117.2
2017-02-16,116.8
2017-02-17,119.4
2017-02-20,120.15
2017-02-21,117.2
2017-02-22,119.25
2017-02-23,123.7
2017-02-27,120.8
2017-02-28,119.0
2017-03-01,118.95
2017-03-02,133.95
2017-03-03,147.25
2017-03-06,156.65
2017-03-07,163.95
2017-03-08,162.75
2017-03-09,152.7
2017-03-10,153.7
2017-03-14,148.25
2017-03-15,143.55
2017-03-16,145.55
2017-03-17,141.55
2017-03-20,141.2
2017-03-21,142.0
2017-03-22,145.1
2017-03-23,148.9
2017-03-24,148.65
2017-03-27,149.3
2017-03-28,148.95
2017-03-29,148.15
2017-03-30,150.8
2017-03-31,146.5
2017-04-03,167.6
2017-04-05,168.15
2017-04-06,169.35
2017-04-07,161.4
2017-04-10,162.5
2017-04-11,160.65
2017-04-12,158.05
2017-04-13,167.55
2017-04-17,165.7
2017-04-18,160.65
2017-04-19,161.3
2017-04-20,159.25
2017-04-21,157.05
2017-04-24,153.85
2017-04-25,154.7
2017-04-26,153.35
2017-04-27,153.35
2017-04-28,152.25
2017-05-02,151.75
2017-05-03,148.9
2017-05-04,144.75
2017-05-05,145.8
2017-05-08,149.45
2017-05-09,152.3
2017-05-10,150.2
2017-05-11,150.5
2017-05-12,148.95
2017-05-15,148.35
2017-05-16,148.0
2017-05-17,145.25
2017-05-18,144.3
2017-05-19,139.1
2017-05-22,149.5
2017-05-23,141.1
2017-05-24,137.2
2017-05-25,142.15
2017-05-26,143.75
2017-05-29,149.15
2017-05-30,146.55
2017-05-31,146.6
2017-06-01,148.7
2017-06-02,145.8
2017-06-05,143.9
2017-06-06,139.8
2017-06-07,141.1
2017-06-08,144.35
2017-06-09,146.9
2017-06-12,148.4
2017-06-13,143.5
2017-06-14,143.35
2017-06-15,152.85
2017-06-16,153.7
2017-06-19,150.35
2017-06-20,150.1
2017-06-21,147.9
2017-06-22,148.95
2017-06-23,141.7
2017-06-27,139.55
2017-06-28,140.55
2017-06-29,143.15
2017-06-30,144.45
2017-07-03,145.9
2017-07-04,144.3
2017-07-05,153.75
2017-07-06,158.55
2017-07-07,162.9
2017-07-10,166.7
2017-07-11,160.6
2017-07-12,159.9
2017-07-13,157.25
2017-07-14,154.45
2017-07-17,158.4
2017-07-18,155.2
2017-07-19,156.9
2017-07-20,155.3
2017-07-21,157.7
2017-07-24,168.55
2017-07-25,178.5
2017-07-26,184.7
2017-07-27,174.4
2017-07-28,170.1
2017-07-31,175.85
2017-08-01,179.05
2017-08-02,185.55
2017-08-03,186.1
2017-08-04,186.55
2017-08-07,192.4
2017-08-08,190.8
2017-08-09,181.1
2017-08-10,175.05
2017-08-11,177.75
2017-08-14,190.8
2017-08-16,196.35
2017-08-17,214.35
2017-08-18,203.05
2017-08-21,199.7
2017-08-22,193.65
2017-08-23,200.35
2017-08-24,200.55
2017-08-28,202.55
2017-08-29,199.0
2017-08-30,197.25
2017-08-31,202.1
2017-09-01,197.9
2017-09-04,199.1
2017-09-05,197.9
2017-09-06,198.75
2017-09-07,209.3
2017-09-08,243.6
2017-09-11,235.0
2017-09-12,235.05
2017-09-13,231.9
2017-09-14,231.45
2017-09-15,244.8
2017-09-18,245.9
2017-09-19,263.8
2017-09-20,256.0
2017-09-21,254.6
2017-09-22,244.95
2017-09-25,232.1
2017-09-26,233.25
2017-09-27,228.5
2017-09-28,231.55
2017-09-29,220.85
2017-10-03,170.45
2017-10-04,162.55
2017-10-05,158.05
2017-10-06,158.4
2017-10-09,155.95
2017-10-10,157.45
2017-10-11,155.4
2017-10-12,152.75
2017-10-13,154.6
2017-10-16,162.5
2017-10-17,163.35
2017-10-18,163.15
2017-10-19,163.45
2017-10-23,164.7
2017-10-24,168.1
2017-10-25,166.4
2017-10-26,172.15
2017-10-27,169.05
2017-10-30,170.15
2017-10-31,169.3
2017-11-01,168.45
2017-11-02,173.05
2017-11-03,172.25
2017-11-06,173.55
2017-11-07,175.6
2017-11-08,171.45
2017-11-09,171.5
2017-11-10,172.6
2017-11-13,174.1
2017-11-14,182.5
2017-11-15,173.3
2017-11-16,179.35
2017-11-17,179.95
2017-11-20,197.35
2017-11-21,206.4
2017-11-22,199.65
2017-11-23,200.25
2017-11-24,205.95
2017-11-27,211.6
2017-11-28,210.6
2017-11-29,215.1
2017-11-30,212.55
2017-12-01,217.3
2017-12-04,226.2
2017-12-05,231.95
2017-12-06,214.5
2017-12-07,219.65
2017-12-08,217.55
2017-12-11,226.3
2017-12-12,221.55
2017-12-13,213.9
2017-12-14,223.1
2017-12-15,223.5
2017-12-18,219.85
2017-12-19,233.35
2017-12-20,250.2
2017-12-21,255.6
2017-12-22,259.25
2017-12-26,257.3
2017-12-27,249.9
2017-12-28,250.05
2017-12-29,249.0
