Date,SCHAEFFLER
2017-01-02,3911.15
2017-01-03,3920.75
2017-01-04,3900.35
2017-01-05,3896.7
2017-01-06,3888.75
2017-01-09,3883.95
2017-01-10,3849.3
2017-01-11,3850.2
2017-01-12,3894.55
2017-01-13,3850.45
2017-01-16,3834.55
2017-01-17,3815.85
2017-01-18,3872.1
2017-01-19,3821.45
2017-01-20,3889.55
2017-01-23,3880.85
2017-01-24,3912.65
2017-01-25,3951.65
2017-01-27,3972.1
2017-01-30,3953.0
2017-01-31,3966.05
2017-02-01,3980.45
2017-02-02,4098.0
2017-02-03,4162.0
2017-02-06,4225.2
2017-02-07,4199.25
2017-02-08,4177.45
2017-02-09,4173.65
2017-02-10,4175.05
2017-02-13,4067.1
2017-02-14,4049.95
2017-02-15,4002.3
2017-02-16,4030.8
2017-02-17,4037.8
2017-02-20,4097.5
2017-02-21,4172.6
2017-02-22,4105.9
2017-02-23,4111.2
2017-02-27,4108.15
2017-02-28,4222.5
2017-03-01,4154.1
2017-03-02,4162.7
2017-03-03,4175.75
2017-03-06,4157.65
2017-03-07,4149.95
2017-03-08,4143.15
2017-03-09,4093.2
2017-03-10,4118.2
2017-03-14,4080.25
2017-03-15,4110.0
2017-03-16,4187.3
2017-03-17,4143.35
2017-03-20,4093.9
2017-03-21,4141.75
2017-03-22,4164.95
2017-03-23,4142.6
2017-03-24,4198.0
2017-03-27,4322.8
2017-03-28,4299.85
2017-03-29,4280.15
2017-03-30,4505.6
2017-03-31,4579.05
2017-04-03,4557.5
2017-04-05,4493.4
2017-04-06,4543.7
2017-04-07,4555.15
2017-04-10,4571.25
2017-04-11,4637.2
2017-04-12,4672.8
2017-04-13,4649.2
2017-04-17,4697.6
2017-04-18,4685.45
2017-04-19,4656.7
2017-04-20,4699.4
2017-04-21,4782.8
2017-04-24,4913.0
2017-04-25,4900.1
2017-04-26,4899.1
2017-04-27,4874.0
2017-04-28,4848.2
2017-05-02,4893.6
2017-05-03,4875.0
2017-05-04,4812.85
2017-05-05,4800.55
2017-05-08,4660.25
