Date,TATACOFFEE
2017-01-02,115.3
2017-01-03,116.9
2017-01-04,115.7
2017-01-05,115.0
2017-01-06,114.9
2017-01-09,113.9
2017-01-10,114.95
2017-01-11,115.15
2017-01-12,115.25
2017-01-13,122.3
2017-01-16,121.35
2017-01-17,121.45
2017-01-18,123.65
2017-01-19,123.4
2017-01-20,121.5
2017-01-23,123.8
2017-01-24,123.9
2017-01-25,125.75
2017-01-27,126.45
2017-01-30,124.9
2017-01-31,123.75
2017-02-01,122.75
2017-02-02,123.0
2017-02-03,124.95
2017-02-06,124.7
2017-02-07,123.7
2017-02-08,125.95
2017-02-09,128.65
2017-02-10,129.65
2017-02-13,127.5
2017-02-14,121.75
2017-02-15,117.5
2017-02-16,119.7
2017-02-17,121.4
2017-02-20,122.75
2017-02-21,122.75
2017-02-22,121.9
2017-02-23,120.6
2017-02-27,119.95
2017-02-28,122.65
2017-03-01,124.0
2017-03-02,122.1
2017-03-03,123.75
2017-03-06,124.9
2017-03-07,123.05
2017-03-08,122.1
2017-03-09,121.55
2017-03-10,120.75
2017-03-14,121.05
2017-03-15,120.35
2017-03-16,122.7
2017-03-17,123.05
2017-03-20,124.85
2017-03-21,124.3
2017-03-22,121.6
2017-03-23,124.85
2017-03-24,125.15
2017-03-27,127.4
2017-03-28,126.8
2017-03-29,125.0
2017-03-30,125.2
2017-03-31,126.2
2017-04-03,126.55
2017-04-05,125.4
2017-04-06,127.15
2017-04-07,126.25
2017-04-10,126.0
2017-04-11,127.8
2017-04-12,126.25
2017-04-13,125.85
2017-04-17,124.95
2017-04-18,126.25
2017-04-19,126.9
2017-04-20,125.9
2017-04-21,124.65
2017-04-24,124.5
2017-04-25,124.1
2017-04-26,125.05
2017-04-27,124.15
2017-04-28,126.05
2017-05-02,127.25
2017-05-03,128.25
2017-05-04,126.15
2017-05-05,129.8
2017-05-08,133.1
2017-05-09,132.55
2017-05-10,131.9
2017-05-11,129.95
2017-05-12,129.1
2017-05-15,130.1
2017-05-16,131.05
2017-05-17,130.2
2017-05-18,130.3
2017-05-19,134.5
2017-05-22,131.35
2017-05-23,128.8
2017-05-24,124.25
2017-05-25,126.75
2017-05-26,130.05
2017-05-29,126.85
2017-05-30,125.55
2017-05-31,126.9
2017-06-01,128.75
2017-06-02,129.5
2017-06-05,129.9
2017-06-06,127.65
2017-06-07,128.8
2017-06-08,127.85
2017-06-09,127.35
2017-06-12,126.75
2017-06-13,129.45
2017-06-14,135.1
2017-06-15,134.45
2017-06-16,134.2
2017-06-19,132.95
2017-06-20,131.1
2017-06-21,130.85
2017-06-22,129.45
2017-06-23,128.35
2017-06-27,127.6
2017-06-28,127.45
2017-06-29,128.55
2017-06-30,128.9
2017-07-03,133.45
2017-07-04,133.8
2017-07-05,141.25
2017-07-06,140.15
2017-07-07,142.75
2017-07-10,146.75
2017-07-11,145.5
2017-07-12,145.05
2017-07-13,144.4
2017-07-14,142.9
2017-07-17,143.1
2017-07-18,138.25
2017-07-19,141.3
2017-07-20,138.9
2017-07-21,138.55
2017-07-24,137.55
2017-07-25,137.25
2017-07-26,136.85
2017-07-27,132.7
2017-07-28,129.1
2017-07-31,129.2
2017-08-01,130.4
2017-08-02,128.4
2017-08-03,127.7
2017-08-04,127.15
2017-08-07,127.8
2017-08-08,126.0
2017-08-09,122.1
2017-08-10,119.7
2017-08-11,119.15
2017-08-14,125.85
2017-08-16,132.65
2017-08-17,133.85
2017-08-18,135.1
2017-08-21,137.35
2017-08-22,132.9
2017-08-23,134.15
2017-08-24,132.05
2017-08-28,132.3
2017-08-29,132.55
2017-08-30,135.8
2017-08-31,138.05
2017-09-01,139.8
2017-09-04,140.7
2017-09-05,144.2
2017-09-06,151.6
2017-09-07,148.65
2017-09-08,147.75
2017-09-11,150.05
2017-09-12,163.4
2017-09-13,157.9
2017-09-14,162.6
2017-09-15,161.15
2017-09-18,161.15
2017-09-19,160.65
2017-09-20,157.45
2017-09-21,157.55
2017-09-22,151.45
2017-09-25,146.85
2017-09-26,152.45
2017-09-27,148.05
2017-09-28,148.4
2017-09-29,151.75
2017-10-03,151.35
2017-10-04,150.2
2017-10-05,153.25
2017-10-06,158.15
2017-10-09,156.65
2017-10-10,155.3
2017-10-11,155.5
2017-10-12,154.9
2017-10-13,155.25
2017-10-16,154.0
2017-10-17,153.5
2017-10-18,152.8
2017-10-19,152.85
2017-10-23,149.95
2017-10-24,150.85
2017-10-25,149.65
2017-10-26,150.75
2017-10-27,156.8
2017-10-30,160.2
2017-10-31,162.4
2017-11-01,162.2
2017-11-02,160.8
2017-11-03,159.2
2017-11-06,159.35
2017-11-07,157.0
2017-11-08,147.8
2017-11-09,147.65
2017-11-10,146.65
2017-11-13,143.6
2017-11-14,143.6
2017-11-15,141.6
2017-11-16,145.1
2017-11-17,147.15
2017-11-20,154.05
2017-11-21,161.1
2017-11-22,160.0
2017-11-23,158.75
2017-11-24,159.35
2017-11-27,161.65
2017-11-28,175.65
2017-11-29,171.2
2017-11-30,174.3
2017-12-01,171.25
2017-12-04,164.2
2017-12-05,160.05
2017-12-06,160.05
2017-12-07,163.6
2017-12-08,161.9
2017-12-11,165.3
2017-12-12,161.5
2017-12-13,158.9
2017-12-14,157.2
2017-12-15,159.55
2017-12-18,159.6
2017-12-19,161.85
2017-12-20,164.95
2017-12-21,163.75
2017-12-22,164.6
2017-12-26,166.95
2017-12-27,165.75
2017-12-28,164.45
2017-12-29,166.95
