Date,VISHNU
2017-01-02,239.3
2017-01-03,252.6
2017-01-04,261.0
2017-01-05,264.0
2017-01-06,266.5
2017-01-09,269.85
2017-01-10,274.2
2017-01-11,288.7
2017-01-12,282.1
2017-01-13,293.3
2017-01-16,305.3
2017-01-17,305.4
2017-01-18,304.0
2017-01-19,297.95
2017-01-20,288.65
2017-01-23,286.3
2017-01-24,310.75
2017-01-25,306.15
2017-01-27,296.7
2017-01-30,295.75
2017-01-31,294.55
2017-02-01,297.8
2017-02-02,302.55
2017-02-03,297.75
2017-02-06,297.65
2017-02-07,298.65
2017-02-08,300.7
2017-02-09,299.2
2017-02-10,295.7
2017-02-13,287.15
2017-02-14,280.9
2017-02-15,281.3
2017-02-16,288.5
2017-02-17,285.85
2017-02-20,285.25
2017-02-21,281.05
2017-02-22,281.55
2017-02-23,281.45
2017-02-27,280.25
2017-02-28,280.2
2017-03-01,284.4
2017-03-02,281.65
2017-03-03,280.4
2017-03-06,270.85
2017-03-07,263.15
2017-03-08,266.95
2017-03-09,264.25
2017-03-10,265.2
2017-03-14,261.7
2017-03-15,261.75
2017-03-16,255.75
2017-03-17,261.55
2017-03-20,261.15
2017-03-21,256.15
2017-03-22,255.85
2017-03-23,256.25
2017-03-24,255.35
2017-03-27,254.95
2017-03-28,255.0
2017-03-29,252.4
2017-03-30,268.1
2017-03-31,288.2
2017-04-03,288.15
2017-04-05,289.3
2017-04-06,283.7
2017-04-07,280.05
2017-04-10,281.2
2017-04-11,276.7
2017-04-12,272.85
2017-04-13,280.2
2017-04-17,273.35
2017-04-18,270.4
2017-04-19,267.0
2017-04-20,279.1
2017-04-21,275.05
2017-04-24,274.25
2017-04-25,272.05
2017-04-26,267.4
2017-04-27,268.0
2017-04-28,268.25
2017-05-02,259.65
2017-05-03,258.9
2017-05-04,262.0
2017-05-05,258.6
2017-05-08,262.6
2017-05-09,266.7
2017-05-10,262.4
2017-05-11,259.65
2017-05-12,256.05
2017-05-15,257.95
2017-05-16,254.95
2017-05-17,261.5
2017-05-18,255.55
2017-05-19,253.35
2017-05-22,249.1
2017-05-23,245.35
2017-05-24,237.45
2017-05-25,239.9
2017-05-26,245.5
2017-05-29,239.25
2017-05-30,227.55
2017-05-31,230.25
2017-06-01,227.95
2017-06-02,226.75
2017-06-05,229.0
2017-06-06,226.2
2017-06-07,223.4
2017-06-08,229.5
2017-06-09,235.9
2017-06-12,231.55
2017-06-13,231.05
2017-06-14,229.15
2017-06-15,220.45
2017-06-16,221.3
2017-06-19,219.65
2017-06-20,216.55
2017-06-21,220.45
2017-06-22,219.35
2017-06-23,216.35
2017-06-27,217.15
2017-06-28,218.2
2017-06-29,220.7
2017-06-30,220.8
2017-07-03,223.15
2017-07-04,221.65
2017-07-05,227.0
2017-07-06,272.4
2017-07-07,260.1
2017-07-10,271.3
2017-07-11,265.85
2017-07-12,288.25
2017-07-13,315.0
2017-07-14,293.75
2017-07-17,301.15
2017-07-18,298.85
2017-07-19,295.3
2017-07-20,286.7
2017-07-21,287.35
2017-07-24,283.15
2017-07-25,283.15
2017-07-26,296.6
2017-07-27,290.05
2017-07-28,292.8
2017-07-31,289.9
2017-08-01,282.65
2017-08-02,282.35
2017-08-03,276.65
2017-08-04,278.95
2017-08-07,285.0
2017-08-08,279.1
2017-08-09,275.35
2017-08-10,260.15
2017-08-11,253.3
2017-08-14,248.95
2017-08-16,238.35
2017-08-17,248.75
2017-08-18,249.25
2017-08-21,241.9
2017-08-22,238.5
2017-08-23,245.65
2017-08-24,249.75
2017-08-28,254.55
2017-08-29,254.3
2017-08-30,253.6
2017-08-31,250.65
2017-09-01,252.05
2017-09-04,248.7
2017-09-05,248.05
2017-09-06,247.2
2017-09-07,289.65
2017-09-08,279.65
2017-09-11,284.9
2017-09-12,285.05
2017-09-13,272.8
2017-09-14,277.5
2017-09-15,269.7
2017-09-18,267.65
2017-09-19,273.3
2017-09-20,270.9
2017-09-21,266.55
2017-09-22,259.1
2017-09-25,255.2
2017-09-26,258.8
2017-09-27,249.2
2017-09-28,252.2
2017-09-29,252.15
2017-10-03,246.85
2017-10-04,249.25
2017-10-05,299.1
2017-10-06,307.8
2017-10-09,290.4
2017-10-10,309.9
2017-10-11,299.35
2017-10-12,301.15
2017-10-13,313.45
2017-10-16,325.4
2017-10-17,346.4
2017-10-18,339.9
2017-10-19,337.65
2017-10-23,370.0
2017-10-24,358.95
2017-10-25,345.35
2017-10-26,346.65
2017-10-27,359.1
2017-10-30,363.55
2017-10-31,405.6
2017-11-01,391.3
2017-11-02,388.95
2017-11-03,417.2
2017-11-06,416.1
2017-11-07,394.65
2017-11-08,387.15
2017-11-09,385.9
2017-11-10,366.95
2017-11-13,366.4
