Date,BLUEDART
2017-01-02,4467.9
2017-01-03,4479.4
2017-01-04,4474.8
2017-01-05,4443.2
2017-01-06,4442.3
2017-01-09,4420.9
2017-01-10,4467.85
2017-01-11,4498.75
2017-01-12,4511.1
2017-01-13,4438.65
2017-01-16,4433.1
2017-01-17,4453.3
2017-01-18,4469.2
2017-01-19,4439.45
2017-01-20,4526.85
2017-01-23,4585.3
2017-01-24,4594.6
2017-01-25,4574.05
2017-01-27,4480.95
2017-01-30,4387.45
2017-01-31,4354.5
2017-02-01,4350.05
2017-02-02,4340.0
2017-02-03,4321.05
2017-02-06,4312.25
2017-02-07,4290.5
2017-02-08,4273.5
2017-02-09,4282.9
2017-02-10,4243.85
2017-02-13,4192.8
2017-02-14,4194.05
2017-02-15,4177.85
2017-02-16,4176.9
2017-02-17,4215.5
2017-02-20,4283.2
2017-02-21,4315.85
2017-02-22,4289.55
2017-02-23,4276.95
2017-02-27,4289.9
2017-02-28,4286.3
2017-03-01,4289.3
2017-03-02,4291.6
2017-03-03,4290.4
2017-03-06,4275.2
2017-03-07,4377.45
2017-03-08,4424.0
2017-03-09,4474.3
2017-03-10,4687.5
2017-03-14,4864.3
2017-03-15,5103.15
2017-03-16,5079.85
2017-03-17,5048.55
2017-03-20,5081.6
2017-03-21,5087.2
2017-03-22,5151.25
2017-03-23,5113.15
2017-03-24,5085.7
2017-03-27,5089.85
2017-03-28,5033.5
2017-03-29,5003.5
2017-03-30,5179.05
2017-03-31,5203.5
2017-04-03,5259.1
2017-04-05,5226.95
2017-04-06,5158.4
2017-04-07,5101.05
2017-04-10,5057.15
2017-04-11,5121.0
2017-04-12,5051.95
2017-04-13,5008.7
2017-04-17,4907.45
2017-04-18,4890.9
2017-04-19,4888.0
2017-04-20,4865.9
2017-04-21,4861.1
2017-04-24,4871.7
2017-04-25,4901.65
2017-04-26,4877.6
2017-04-27,4925.15
2017-04-28,4878.4
2017-05-02,4830.65
2017-05-03,4730.45
2017-05-04,4805.5
2017-05-05,4804.85
2017-05-08,4687.2
2017-05-09,4611.45
2017-05-10,4682.2
2017-05-11,4599.2
2017-05-12,4538.45
2017-05-15,4578.3
2017-05-16,4524.15
2017-05-17,4396.8
2017-05-18,4341.4
2017-05-19,4314.75
2017-05-22,4227.75
2017-05-23,4200.7
2017-05-24,4362.75
2017-05-25,4335.55
2017-05-26,4394.1
2017-05-29,4411.25
2017-05-30,4417.15
2017-05-31,4420.65
2017-06-01,4411.75
2017-06-02,4462.3
2017-06-05,4467.8
2017-06-06,4422.0
2017-06-07,4376.85
2017-06-08,4397.4
2017-06-09,4393.6
2017-06-12,4371.1
2017-06-13,4331.25
2017-06-14,4294.2
2017-06-15,4264.0
2017-06-16,4206.65
2017-06-19,4254.7
2017-06-20,4270.8
2017-06-21,4290.9
2017-06-22,4259.05
2017-06-23,4242.3
2017-06-27,4238.35
2017-06-28,4302.6
2017-06-29,4406.3
2017-06-30,4709.35
2017-07-03,4836.85
2017-07-04,4691.45
2017-07-05,4708.25
2017-07-06,4777.1
2017-07-07,4830.7
2017-07-10,4822.45
2017-07-11,4708.45
2017-07-12,4719.95
2017-07-13,4773.25
2017-07-14,4714.75
2017-07-17,4727.8
2017-07-18,4600.0
2017-07-19,4544.4
2017-07-20,4472.4
2017-07-21,4449.8
2017-07-24,4391.85
2017-07-25,4375.6
2017-07-26,4381.05
2017-07-27,4367.65
2017-07-28,4288.3
2017-07-31,4263.2
2017-08-01,4247.45
2017-08-02,4213.25
2017-08-03,4174.2
2017-08-04,4190.0
2017-08-07,4148.5
2017-08-08,4082.1
2017-08-09,3952.2
2017-08-10,3875.05
2017-08-11,3926.45
2017-08-14,3943.9
2017-08-16,4005.95
2017-08-17,4000.25
2017-08-18,4070.5
2017-08-21,4090.25
2017-08-22,4078.25
2017-08-23,4123.75
2017-08-24,4109.2
2017-08-28,4253.4
2017-08-29,4210.15
2017-08-30,4191.55
2017-08-31,4254.95
2017-09-01,4255.5
2017-09-04,4352.25
2017-09-05,4348.9
2017-09-06,4298.4
2017-09-07,4290.85
2017-09-08,4287.85
2017-09-11,4202.55
2017-09-12,4202.45
2017-09-13,4205.1
2017-09-14,4199.8
2017-09-15,4301.1
2017-09-18,4326.5
2017-09-19,4294.75
2017-09-20,4253.55
2017-09-21,4304.1
2017-09-22,4184.4
2017-09-25,4119.95
2017-09-26,4139.75
2017-09-27,4086.5
2017-09-28,4115.25
2017-09-29,4137.75
2017-10-03,4119.0
2017-10-04,4097.8
2017-10-05,4101.75
2017-10-06,4108.65
2017-10-09,4105.8
2017-10-10,4176.55
2017-10-11,4187.15
2017-10-12,4187.95
2017-10-13,4182.25
2017-10-16,4209.95
2017-10-17,4139.65
2017-10-18,4093.35
2017-10-19,4107.85
2017-10-23,4108.5
2017-10-24,4074.85
2017-10-25,4154.4
2017-10-26,4174.95
2017-10-27,4187.7
2017-10-30,4150.55
2017-10-31,4193.15
2017-11-01,4149.05
2017-11-02,4137.7
2017-11-03,4142.15
2017-11-06,4100.1
2017-11-07,4081.95
2017-11-08,4072.15
2017-11-09,4021.65
2017-11-10,4072.45
2017-11-13,4094.0
2017-11-14,4041.75
2017-11-15,3997.65
2017-11-16,3969.25
2017-11-17,4104.7
2017-11-20,4101.25
2017-11-21,4193.85
2017-11-22,4172.35
2017-11-23,4168.8
2017-11-24,4118.7
2017-11-27,4123.35
2017-11-28,4131.4
2017-11-29,4094.1
2017-11-30,4112.35
2017-12-01,4094.75
2017-12-04,4154.3
2017-12-05,4137.85
2017-12-06,4098.85
2017-12-07,4153.8
2017-12-08,4319.5
2017-12-11,4516.7
