Date,SUNTV
2017-01-02,501.6
2017-01-03,523.55
2017-01-04,523.9
2017-01-05,532.25
2017-01-06,532.05
2017-01-09,539.15
2017-01-10,533.95
2017-01-11,536.25
2017-01-12,539.25
2017-01-13,531.1
2017-01-16,527.1
2017-01-17,525.3
2017-01-18,526.4
2017-01-19,529.85
2017-01-20,517.8
2017-01-23,519.4
2017-01-24,524.8
2017-01-25,538.35
2017-01-27,537.7
2017-01-30,533.35
2017-01-31,529.6
2017-02-01,550.4
2017-02-02,551.65
2017-02-03,683.35
2017-02-06,689.25
2017-02-07,693.05
2017-02-08,704.95
2017-02-09,737.65
2017-02-10,724.35
2017-02-13,712.7
2017-02-14,733.25
2017-02-15,720.9
2017-02-16,723.5
2017-02-17,703.0
2017-02-20,698.3
2017-02-21,702.85
2017-02-22,697.15
2017-02-23,705.05
2017-02-27,708.9
2017-02-28,713.2
2017-03-01,724.0
2017-03-02,707.65
2017-03-03,726.2
2017-03-06,735.9
2017-03-07,743.3
2017-03-08,738.3
2017-03-09,741.9
2017-03-10,745.6
2017-03-14,740.55
2017-03-15,749.4
2017-03-16,763.65
2017-03-17,751.2
2017-03-20,760.95
2017-03-21,757.4
2017-03-22,742.7
2017-03-23,750.6
2017-03-24,755.9
2017-03-27,760.35
2017-03-28,781.4
2017-03-29,789.4
2017-03-30,788.25
2017-03-31,790.65
2017-04-03,795.25
2017-04-05,795.75
2017-04-06,786.75
2017-04-07,773.6
2017-04-10,786.25
2017-04-11,793.5
2017-04-12,784.6
2017-04-13,781.75
2017-04-17,789.2
2017-04-18,800.65
2017-04-19,843.45
2017-04-20,897.2
2017-04-21,936.75
2017-04-24,929.5
2017-04-25,926.9
2017-04-26,924.35
2017-04-27,923.85
2017-04-28,921.75
2017-05-02,923.95
2017-05-03,880.7
2017-05-04,889.9
2017-05-05,852.75
2017-05-08,856.55
2017-05-09,858.9
2017-05-10,862.5
2017-05-11,908.2
2017-05-12,883.7
2017-05-15,912.2
2017-05-16,894.7
2017-05-17,887.05
2017-05-18,871.35
2017-05-19,852.4
2017-05-22,844.85
2017-05-23,813.5
2017-05-24,783.3
2017-05-25,792.55
2017-05-26,808.9
2017-05-29,781.45
2017-05-30,797.8
2017-05-31,798.0
2017-06-01,803.7
2017-06-02,834.35
2017-06-05,839.95
2017-06-06,813.9
2017-06-07,825.3
2017-06-08,818.65
2017-06-09,795.7
2017-06-12,808.6
2017-06-13,813.0
2017-06-14,826.95
2017-06-15,824.75
2017-06-16,839.0
2017-06-19,859.45
2017-06-20,845.4
2017-06-21,848.3
2017-06-22,832.6
2017-06-23,809.25
2017-06-27,792.2
2017-06-28,808.05
2017-06-29,806.8
2017-06-30,816.4
2017-07-03,826.5
2017-07-04,815.5
2017-07-05,824.95
2017-07-06,825.5
2017-07-07,828.0
2017-07-10,830.0
2017-07-11,819.05
2017-07-12,826.4
2017-07-13,829.2
2017-07-14,830.95
2017-07-17,831.95
2017-07-18,827.5
2017-07-19,836.6
2017-07-20,825.75
2017-07-21,806.3
2017-07-24,810.6
2017-07-25,813.5
2017-07-26,804.35
2017-07-27,794.65
2017-07-28,797.1
2017-07-31,780.35
2017-08-01,782.45
2017-08-02,798.5
2017-08-03,796.5
2017-08-04,786.3
2017-08-07,754.6
2017-08-08,725.6
2017-08-09,705.55
2017-08-10,680.8
2017-08-11,706.9
2017-08-14,750.7
2017-08-16,748.45
2017-08-17,752.8
2017-08-18,742.4
2017-08-21,719.25
2017-08-22,698.15
2017-08-23,714.65
2017-08-24,712.45
2017-08-28,715.5
2017-08-29,701.4
2017-08-30,704.15
2017-08-31,696.45
2017-09-01,768.3
2017-09-04,807.4
2017-09-05,826.2
2017-09-06,832.55
2017-09-07,833.15
2017-09-08,806.95
2017-09-11,828.4
2017-09-12,826.25
2017-09-13,812.5
2017-09-14,836.4
2017-09-15,824.1
2017-09-18,849.7
2017-09-19,850.35
2017-09-20,841.65
2017-09-21,829.55
2017-09-22,819.75
2017-09-25,783.45
2017-09-26,771.5
2017-09-27,743.85
2017-09-28,733.7
2017-09-29,762.05
2017-10-03,766.6
2017-10-04,768.4
2017-10-05,780.75
2017-10-06,784.85
2017-10-09,793.7
2017-10-10,817.7
2017-10-11,783.55
2017-10-12,794.05
2017-10-13,799.8
2017-10-16,817.0
2017-10-17,815.8
2017-10-18,813.75
2017-10-19,808.3
2017-10-23,803.85
2017-10-24,804.95
2017-10-25,807.8
2017-10-26,815.9
2017-10-27,843.45
2017-10-30,834.15
2017-10-31,856.5
2017-11-01,853.3
2017-11-02,854.75
2017-11-03,881.55
2017-11-06,903.85
2017-11-07,878.75
2017-11-08,872.15
2017-11-09,882.4
2017-11-10,872.45
2017-11-13,856.7
2017-11-14,851.8
2017-11-15,831.5
2017-11-16,845.55
2017-11-17,842.55
2017-11-20,835.6
2017-11-21,848.85
2017-11-22,874.5
2017-11-23,879.15
2017-11-24,877.35
2017-11-27,884.1
2017-11-28,887.35
2017-11-29,882.4
2017-11-30,869.6
2017-12-01,854.45
2017-12-04,851.7
2017-12-05,857.8
2017-12-06,842.25
2017-12-07,857.6
2017-12-08,901.75
2017-12-11,906.2
2017-12-12,891.55
2017-12-13,916.25
2017-12-14,913.0
2017-12-15,934.5
2017-12-18,951.25
2017-12-19,941.2
2017-12-20,936.5
2017-12-21,982.9
2017-12-22,999.5
2017-12-26,999.45
2017-12-27,1005.25
2017-12-28,999.6
2017-12-29,990.15
