Date,SHRIRAMCIT
2017-01-02,1862.65
2017-01-03,1851.15
2017-01-04,1889.4
2017-01-05,1837.5
2017-01-06,1836.45
2017-01-09,1805.05
2017-01-10,1830.65
2017-01-11,1844.05
2017-01-12,1847.45
2017-01-13,1840.7
2017-01-16,1850.25
2017-01-17,1855.75
2017-01-18,1965.6
2017-01-19,2018.6
2017-01-20,1956.25
2017-01-23,1976.35
2017-01-24,1998.8
2017-01-25,2051.1
2017-01-27,2012.9
2017-01-30,2027.0
2017-01-31,1894.15
2017-02-01,1900.15
2017-02-02,1899.2
2017-02-03,1908.25
2017-02-06,1955.15
2017-02-07,1965.55
2017-02-08,1990.35
2017-02-09,1959.7
2017-02-10,1933.6
2017-02-13,1924.35
2017-02-14,1895.0
2017-02-15,1900.1
2017-02-16,1908.9
2017-02-17,1901.3
2017-02-20,1924.65
2017-02-21,1897.0
2017-02-22,1906.65
2017-02-23,1913.55
2017-02-27,1904.9
2017-02-28,1907.55
2017-03-01,1891.75
2017-03-02,1902.25
2017-03-03,1901.85
2017-03-06,1862.9
2017-03-07,1896.45
2017-03-08,1929.3
2017-03-09,1976.3
2017-03-10,2005.15
2017-03-14,2051.5
2017-03-15,2074.55
2017-03-16,2060.6
2017-03-17,2059.95
2017-03-20,2032.5
2017-03-21,2039.65
2017-03-22,1994.0
2017-03-23,1989.8
2017-03-24,2076.9
2017-03-27,2111.05
2017-03-28,2110.55
2017-03-29,2156.45
2017-03-30,2208.05
2017-03-31,2359.7
2017-04-03,2326.65
2017-04-05,2279.6
2017-04-06,2247.75
2017-04-07,2267.1
2017-04-10,2230.9
2017-04-11,2315.5
2017-04-12,2269.85
2017-04-13,2254.7
2017-04-17,2223.05
2017-04-18,2250.2
2017-04-19,2278.6
2017-04-20,2290.35
2017-04-21,2295.15
2017-04-24,2301.2
2017-04-25,2289.25
2017-04-26,2205.6
2017-04-27,2240.15
2017-04-28,2237.1
2017-05-02,2192.9
2017-05-03,2138.65
2017-05-04,2138.95
2017-05-05,2134.7
2017-05-08,2165.45
2017-05-09,2124.65
2017-05-10,2105.4
2017-05-11,2167.15
2017-05-12,2147.9
2017-05-15,2217.4
2017-05-16,2286.65
2017-05-17,2255.05
2017-05-18,2188.0
2017-05-19,2144.1
2017-05-22,2164.4
2017-05-23,2159.7
2017-05-24,2159.6
2017-05-25,2183.05
2017-05-26,2249.75
2017-05-29,2187.95
2017-05-30,2193.9
2017-05-31,2277.9
2017-06-01,2283.9
2017-06-02,2314.65
2017-06-05,2330.85
2017-06-06,2327.75
2017-06-07,2467.15
2017-06-08,2478.5
2017-06-09,2431.45
2017-06-12,2436.05
2017-06-13,2423.55
2017-06-14,2402.3
2017-06-15,2417.3
2017-06-16,2440.9
2017-06-19,2422.4
2017-06-20,2428.45
2017-06-21,2395.4
2017-06-22,2451.3
2017-06-23,2417.5
2017-06-27,2425.3
2017-06-28,2395.65
2017-06-29,2399.05
