Date,PIONDIST
2017-01-02,184.35
2017-01-03,184.5
2017-01-04,186.0
2017-01-05,190.4
2017-01-06,186.1
2017-01-09,187.8
2017-01-10,187.35
2017-01-11,189.1
2017-01-12,186.25
2017-01-13,182.9
2017-01-16,187.3
2017-01-17,188.5
2017-01-18,189.8
2017-01-19,189.45
2017-01-20,185.1
2017-01-23,185.1
2017-01-24,185.4
2017-01-25,185.5
2017-01-27,186.85
2017-01-30,183.1
2017-01-31,184.05
2017-02-01,182.8
2017-02-02,183.9
2017-02-03,182.2
2017-02-06,182.65
2017-02-07,177.7
2017-02-08,184.05
2017-02-09,178.95
2017-02-10,181.5
2017-02-13,176.8
2017-02-14,178.55
2017-02-15,175.95
2017-02-16,172.9
2017-02-17,177.0
2017-02-20,173.15
2017-02-21,175.2
2017-02-22,179.85
2017-02-23,178.25
2017-02-27,177.6
2017-02-28,178.95
2017-03-01,179.2
2017-03-02,178.8
2017-03-03,171.65
2017-03-06,178.55
2017-03-07,176.05
2017-03-08,177.95
2017-03-09,178.2
2017-03-10,178.05
2017-03-14,173.35
2017-03-15,176.2
2017-03-16,175.5
2017-03-17,174.05
2017-03-20,172.5
2017-03-21,172.5
2017-03-22,174.2
2017-03-23,170.75
2017-03-24,168.6
2017-03-27,168.75
2017-03-28,165.8
2017-03-29,165.85
2017-03-30,166.85
2017-03-31,163.3
2017-04-03,163.0
2017-04-05,163.6
2017-04-06,161.6
2017-04-07,160.1
2017-04-10,164.0
2017-04-11,146.15
2017-04-12,143.05
2017-04-13,144.6
2017-04-17,140.2
2017-04-18,140.6
2017-04-19,141.0
2017-04-20,141.25
2017-04-21,144.95
2017-04-24,146.1
2017-04-25,140.45
2017-04-26,137.95
2017-04-27,138.9
2017-04-28,141.25
2017-05-02,138.95
2017-05-03,143.35
2017-05-04,141.3
2017-05-05,141.2
2017-05-08,139.15
2017-05-09,138.2
2017-05-10,136.65
2017-05-11,147.55
2017-05-12,145.15
2017-05-15,141.25
2017-05-16,141.45
2017-05-17,141.8
2017-05-18,139.15
2017-05-19,141.5
2017-05-22,139.75
2017-05-23,138.65
2017-05-24,136.3
2017-05-25,137.8
2017-05-26,137.0
2017-05-29,135.75
2017-05-30,138.8
2017-05-31,139.0
2017-06-01,138.35
2017-06-02,166.0
2017-06-05,164.65
2017-06-06,167.05
2017-06-07,186.05
2017-06-08,183.3
2017-06-09,219.95
2017-06-12,242.1
2017-06-13,235.0
2017-06-14,218.7
2017-06-15,221.8
2017-06-16,214.3
2017-06-19,225.3
2017-06-20,213.5
2017-06-21,215.75
2017-08-23,196.1
2017-08-24,201.95
2017-08-28,202.15
2017-08-29,192.8
2017-08-30,190.85
2017-08-31,194.25
2017-09-01,191.65
2017-09-04,188.65
2017-09-05,190.75
2017-09-06,190.9
2017-09-07,187.75
2017-09-08,187.35
2017-09-11,185.55
2017-09-12,186.4
2017-09-13,184.0
2017-09-14,183.0
2017-09-15,184.85
2017-09-18,180.0
2017-09-19,173.1
2017-09-20,180.75
2017-09-21,180.35
2017-09-22,179.05
2017-09-25,174.35
2017-09-26,174.0
2017-09-27,176.85
2017-09-28,178.55
2017-09-29,180.35
2017-10-03,180.1
2017-10-04,177.15
2017-10-05,180.0
2017-10-06,178.2
2017-10-09,176.3
2017-10-10,173.75
2017-10-11,186.8
2017-10-12,180.5
2017-10-13,182.85
2017-10-16,185.1
2017-10-17,181.0
2017-10-18,184.7
2017-10-19,185.1
2017-10-23,181.35
2017-10-24,182.0
2017-10-25,188.65
2017-10-26,183.05
2017-10-27,201.35
2017-10-30,221.45
2017-10-31,238.7
2017-11-01,227.0
2017-11-02,215.65
2017-11-03,210.9
2017-11-06,220.5
2017-11-07,209.7
2017-11-08,199.8
2017-11-09,193.6
2017-11-10,192.1
2017-11-13,189.85
2017-11-14,189.0
2017-11-15,184.15
2017-11-16,193.35
2017-11-17,196.9
2017-11-20,195.8
2017-11-21,190.85
2017-11-22,190.75
2017-11-23,192.35
2017-11-24,193.1
2017-11-27,194.75
2017-11-28,196.5
2017-11-29,194.6
2017-11-30,191.95
2017-12-01,190.55
2017-12-04,189.5
2017-12-05,188.55
2017-12-06,185.2
2017-12-07,184.65
2017-12-08,185.45
2017-12-11,186.55
2017-12-12,185.2
2017-12-13,182.0
2017-12-14,184.55
2017-12-15,185.6
2017-12-18,183.45
2017-12-19,187.75
2017-12-20,189.9
2017-12-21,207.95
2017-12-22,200.85
2017-12-26,201.55
2017-12-27,200.9
2017-12-28,220.05
2017-12-29,207.1
