Date,BHEL
2017-01-02,122.5
2017-01-03,124.8
2017-01-04,127.1
2017-01-05,127.95
2017-01-06,126.4
2017-01-09,127.6
2017-01-10,128.25
2017-01-11,128.65
2017-01-12,127.95
2017-01-13,128.75
2017-01-16,128.5
2017-01-17,127.95
2017-01-18,132.4
2017-01-19,132.4
2017-01-20,129.05
2017-01-23,128.3
2017-01-24,131.75
2017-01-25,131.9
2017-01-27,139.6
2017-01-30,138.0
2017-01-31,137.05
2017-02-01,139.9
2017-02-02,139.0
2017-02-03,142.7
2017-02-06,144.05
2017-02-07,152.1
2017-02-08,156.25
2017-02-09,157.2
2017-02-10,158.0
2017-02-13,155.15
2017-02-14,157.4
2017-02-15,152.1
2017-02-16,153.35
2017-02-17,153.35
2017-02-20,153.45
2017-02-21,154.6
2017-02-22,154.3
2017-02-23,153.45
2017-02-27,152.8
2017-02-28,162.45
2017-03-01,160.25
2017-03-02,158.2
2017-03-03,158.15
2017-03-06,161.05
2017-03-07,160.15
2017-03-08,158.25
2017-03-09,157.5
2017-03-10,158.1
2017-03-14,161.35
2017-03-15,166.9
2017-03-16,168.85
2017-03-17,168.65
2017-03-20,170.9
2017-03-21,168.95
2017-03-22,165.85
2017-03-23,167.95
2017-03-24,167.05
2017-03-27,168.0
2017-03-28,168.55
2017-03-29,167.85
2017-03-30,164.45
2017-03-31,162.85
2017-04-03,166.95
2017-04-05,171.25
2017-04-06,179.1
2017-04-07,174.8
2017-04-10,174.7
2017-04-11,176.45
2017-04-12,174.9
2017-04-13,173.3
2017-04-17,172.7
2017-04-18,169.75
2017-04-19,174.05
2017-04-20,174.4
2017-04-21,175.2
2017-04-24,176.2
2017-04-25,177.9
2017-04-26,176.05
2017-04-27,176.2
2017-04-28,175.7
2017-05-02,175.5
2017-05-03,173.8
2017-05-04,174.65
2017-05-05,172.8
2017-05-08,175.65
2017-05-09,176.85
2017-05-10,177.1
2017-05-11,174.15
2017-05-12,170.9
2017-05-15,171.75
2017-05-16,170.45
2017-05-17,170.6
2017-05-18,164.4
2017-05-19,164.05
2017-05-22,161.35
2017-05-23,155.9
2017-05-24,149.9
2017-05-25,152.05
2017-05-26,158.45
2017-05-29,153.35
2017-05-30,140.4
2017-05-31,138.2
2017-06-01,138.5
2017-06-02,140.5
2017-06-05,139.85
2017-06-06,138.7
2017-06-07,137.3
2017-06-08,138.5
2017-06-09,138.75
2017-06-12,139.05
2017-06-13,140.25
2017-06-14,138.45
2017-06-15,139.1
2017-06-16,138.3
2017-06-19,138.1
2017-06-20,137.8
2017-06-21,136.65
2017-06-22,137.15
2017-06-23,135.0
2017-06-27,134.4
2017-06-28,136.3
2017-06-29,135.6
2017-06-30,135.3
2017-07-03,135.5
2017-07-04,133.9
2017-07-05,134.05
2017-07-06,135.8
2017-07-07,135.0
2017-07-10,137.65
2017-07-11,139.75
2017-07-12,140.55
2017-07-13,142.5
2017-07-14,140.75
2017-07-17,141.15
2017-07-18,143.25
2017-07-19,145.2
2017-07-20,146.45
2017-07-21,145.0
2017-07-24,146.25
2017-07-25,145.65
2017-07-26,143.9
2017-07-27,142.3
2017-07-28,143.8
2017-07-31,145.1
2017-08-01,144.6
2017-08-02,141.2
2017-08-03,138.65
2017-08-04,137.25
2017-08-07,138.9
2017-08-08,134.65
2017-08-09,133.0
2017-08-10,126.75
2017-08-11,125.0
2017-08-14,126.45
2017-08-16,129.95
2017-08-17,129.25
2017-08-18,129.9
2017-08-21,124.6
2017-08-22,125.65
2017-08-23,127.55
2017-08-24,126.95
2017-08-28,127.95
2017-08-29,126.85
2017-08-30,127.75
2017-08-31,128.9
2017-09-01,129.9
2017-09-04,131.15
2017-09-05,131.3
2017-09-06,130.75
2017-09-07,129.95
2017-09-08,127.6
2017-09-11,130.55
2017-09-12,131.9
2017-09-13,132.35
2017-09-14,136.85
2017-09-15,131.9
2017-09-18,133.2
2017-09-19,134.4
2017-09-20,133.45
2017-09-21,132.45
2017-09-22,129.6
2017-09-25,127.25
2017-09-26,127.75
2017-09-27,124.65
2017-09-28,82.65
2017-09-29,83.95
2017-10-03,83.1
2017-10-04,83.2
2017-10-05,83.65
2017-10-06,85.1
2017-10-09,86.3
2017-10-10,86.75
2017-10-11,85.0
2017-10-12,84.4
2017-10-13,84.25
2017-10-16,84.05
2017-10-17,84.25
2017-10-18,84.75
2017-10-19,84.6
2017-10-23,86.75
2017-10-24,88.2
2017-10-25,90.7
2017-10-26,96.55
2017-10-27,95.15
2017-10-30,95.85
2017-10-31,98.0
2017-11-01,98.9
2017-11-02,97.65
2017-11-03,100.0
2017-11-06,99.0
2017-11-07,93.2
2017-11-08,90.0
2017-11-09,92.1
2017-11-10,92.5
2017-11-13,89.4
2017-11-14,91.15
2017-11-15,88.3
2017-11-16,87.75
2017-11-17,87.85
2017-11-20,87.25
2017-11-21,87.45
2017-11-22,88.65
2017-11-23,92.85
2017-11-24,92.3
2017-11-27,92.1
2017-11-28,94.1
2017-11-29,93.6
2017-11-30,92.0
2017-12-01,91.1
2017-12-04,90.75
2017-12-05,90.15
2017-12-06,90.3
2017-12-07,91.55
2017-12-08,92.1
2017-12-11,91.75
2017-12-12,91.7
2017-12-13,89.6
2017-12-14,89.6
2017-12-15,89.9
2017-12-18,89.25
2017-12-19,90.05
2017-12-20,90.15
2017-12-21,91.4
2017-12-22,92.2
2017-12-26,93.0
2017-12-27,92.65
2017-12-28,92.15
2017-12-29,92.5
