Date,HCL-INSYS
2017-01-02,59.5
2017-01-03,60.0
2017-01-04,58.85
2017-01-05,59.5
2017-01-06,58.15
2017-01-09,59.75
2017-01-10,61.7
2017-01-11,61.1
2017-01-12,59.5
2017-01-13,59.6
2017-01-16,58.7
2017-01-17,61.35
2017-01-18,60.65
2017-01-19,61.1
2017-01-20,58.75
2017-01-23,59.65
2017-01-24,60.95
2017-01-25,63.3
2017-01-27,62.5
2017-01-30,60.75
2017-01-31,59.45
2017-02-01,56.85
2017-02-02,57.3
2017-02-03,57.65
2017-02-06,56.9
2017-02-07,55.9
2017-02-08,57.45
2017-02-09,58.45
2017-02-10,57.35
2017-02-13,56.55
2017-02-14,56.45
2017-02-15,53.45
2017-02-16,54.75
2017-02-17,54.45
2017-02-20,55.2
2017-02-21,55.5
2017-02-22,54.65
2017-02-23,54.45
2017-02-27,53.95
2017-02-28,53.95
2017-03-01,55.6
2017-03-02,54.2
2017-03-03,53.8
2017-03-06,53.65
2017-03-07,53.3
2017-03-08,52.65
2017-03-09,52.05
2017-03-10,52.0
2017-03-14,52.15
2017-03-15,52.05
2017-03-16,53.15
2017-03-17,52.45
2017-03-20,52.2
2017-03-21,52.25
2017-03-22,54.0
2017-03-23,54.0
2017-03-24,53.25
2017-03-27,52.2
2017-03-28,52.35
2017-03-29,51.4
2017-03-30,51.9
2017-03-31,52.25
2017-04-03,56.75
2017-04-05,57.3
2017-04-06,55.75
2017-04-07,55.25
2017-04-10,56.0
2017-04-11,57.4
2017-04-12,55.55
2017-04-13,55.75
2017-04-17,57.75
2017-04-18,56.65
2017-04-19,55.75
2017-04-20,58.95
2017-04-21,58.65
2017-04-24,59.35
2017-04-25,58.4
2017-04-26,56.7
2017-04-27,56.65
2017-04-28,56.95
2017-05-02,56.05
2017-05-03,55.8
2017-05-04,55.65
2017-05-05,53.85
2017-05-08,53.7
2017-05-09,55.75
2017-05-10,55.7
2017-05-11,55.25
2017-05-12,54.7
2017-05-15,54.55
2017-05-16,54.55
2017-05-17,53.95
2017-05-18,52.7
2017-05-19,52.0
2017-05-22,51.85
2017-05-23,49.05
2017-05-24,47.65
2017-05-25,49.05
2017-05-26,50.15
2017-05-29,48.55
2017-05-30,47.75
2017-05-31,46.75
2017-06-01,46.9
2017-06-02,46.5
2017-06-05,46.9
2017-06-06,48.2
2017-06-07,47.2
2017-06-08,47.0
2017-06-09,47.15
2017-06-12,46.6
2017-06-13,46.1
2017-06-14,45.25
2017-06-15,44.7
2017-06-16,46.0
2017-06-19,44.95
2017-06-20,45.25
2017-06-21,47.3
2017-06-22,47.35
2017-06-23,45.15
2017-06-27,44.55
2017-06-28,45.05
2017-06-29,45.15
2017-06-30,44.45
2017-07-03,45.5
2017-07-04,45.8
2017-07-05,47.55
2017-07-06,47.1
2017-07-07,48.1
2017-07-10,48.4
2017-07-11,49.35
2017-07-12,49.15
2017-07-13,48.3
2017-07-14,47.1
2017-07-17,46.95
2017-07-18,55.7
2017-07-19,53.65
2017-07-20,53.05
2017-07-21,51.65
2017-07-24,51.1
2017-07-25,50.25
2017-07-26,51.95
2017-07-27,49.0
2017-07-28,48.8
2017-07-31,48.6
2017-08-01,47.9
2017-08-02,47.7
2017-08-03,46.9
2017-08-04,47.2
2017-08-07,47.1
2017-08-08,45.95
2017-08-09,43.6
2017-08-10,41.75
2017-08-11,41.0
2017-08-14,43.35
2017-08-16,44.65
2017-08-17,45.0
2017-08-18,43.7
2017-08-21,42.9
2017-08-22,47.0
2017-08-23,45.15
2017-08-24,45.15
2017-08-28,46.9
2017-08-29,47.95
2017-08-30,47.75
2017-08-31,48.35
2017-09-01,48.9
2017-09-04,47.6
2017-09-05,47.6
2017-09-06,48.5
2017-09-07,51.55
2017-09-08,50.1
2017-09-11,50.75
2017-09-12,52.1
2017-09-13,50.2
2017-09-14,49.45
2017-09-15,48.65
2017-09-18,52.35
2017-09-19,52.9
2017-09-20,51.6
2017-09-21,51.3
2017-09-22,49.1
2017-09-25,47.0
2017-09-26,47.35
2017-09-27,46.6
2017-09-28,47.5
2017-09-29,47.45
2017-10-03,47.45
2017-10-04,47.15
2017-10-05,47.35
2017-10-06,50.6
2017-10-09,49.35
2017-10-10,50.15
2017-10-11,48.75
2017-10-12,49.3
2017-10-13,48.75
2017-10-16,48.4
2017-10-17,47.8
2017-10-18,47.7
2017-10-19,47.5
2017-10-23,48.45
2017-10-24,48.2
2017-10-25,48.6
2017-10-26,46.95
2017-10-27,46.35
2017-10-30,48.1
2017-10-31,47.8
2017-11-01,47.35
2017-11-02,47.35
2017-11-03,47.45
2017-11-06,47.65
2017-11-07,48.25
2017-11-08,48.35
2017-11-09,47.55
2017-11-10,47.3
2017-11-13,46.95
2017-11-14,46.65
2017-11-15,46.35
2017-11-16,46.9
2017-11-17,46.75
2017-11-20,46.9
2017-11-21,47.7
2017-11-22,47.35
2017-11-23,47.4
2017-11-24,48.45
2017-11-27,48.65
2017-11-28,48.6
2017-11-29,51.4
2017-11-30,51.7
2017-12-01,49.95
2017-12-04,52.25
2017-12-05,53.0
2017-12-06,52.0
2017-12-07,52.0
2017-12-08,50.7
2017-12-11,49.75
2017-12-12,48.65
2017-12-13,47.9
2017-12-14,47.5
2017-12-15,52.35
2017-12-18,52.25
2017-12-19,54.0
2017-12-20,53.05
2017-12-21,52.8
2017-12-22,54.6
2017-12-26,57.8
2017-12-27,56.85
2017-12-28,58.05
2017-12-29,58.25
