Date,TATAELXSI
2017-01-02,1412.75
2017-01-03,1402.35
2017-01-04,1419.3
2017-01-05,1433.1
2017-01-06,1392.15
2017-01-09,1387.9
2017-01-10,1411.05
2017-01-11,1399.3
2017-01-12,1405.45
2017-01-13,1399.7
2017-01-16,1414.95
2017-01-17,1423.1
2017-01-18,1514.95
2017-01-19,1522.75
2017-01-20,1482.45
2017-01-23,1488.95
2017-01-24,1503.15
2017-01-25,1464.75
2017-01-27,1472.0
2017-01-30,1458.5
2017-01-31,1423.35
2017-02-01,1450.3
2017-02-02,1470.2
2017-02-03,1474.65
2017-02-06,1468.55
2017-02-07,1453.2
2017-02-08,1495.7
2017-02-09,1501.05
2017-02-10,1491.65
2017-02-13,1494.5
2017-02-14,1478.9
2017-02-15,1433.2
2017-02-16,1465.8
2017-02-17,1459.1
2017-02-20,1471.5
2017-02-21,1496.75
2017-02-22,1485.4
2017-02-23,1471.75
2017-02-27,1507.95
2017-02-28,1503.8
2017-03-01,1495.1
2017-03-02,1484.05
2017-03-03,1479.5
2017-03-06,1466.8
2017-03-07,1456.85
2017-03-08,1445.65
2017-03-09,1447.5
2017-03-10,1433.0
2017-03-14,1448.25
2017-03-15,1435.95
2017-03-16,1446.5
2017-03-17,1517.2
2017-03-20,1524.45
2017-03-21,1502.9
2017-03-22,1479.05
2017-03-23,1506.15
2017-03-24,1505.05
2017-03-27,1489.05
2017-03-28,1493.35
2017-03-29,1487.6
2017-03-30,1474.6
2017-03-31,1464.9
2017-04-03,1489.85
2017-04-05,1508.2
2017-04-06,1558.1
2017-04-07,1535.75
2017-04-10,1566.8
2017-04-11,1573.95
2017-04-12,1554.2
2017-04-13,1538.45
2017-04-17,1532.95
2017-04-18,1524.65
2017-04-19,1536.2
2017-04-20,1544.1
2017-04-21,1545.55
2017-04-24,1580.75
2017-04-25,1591.95
2017-04-26,1568.85
2017-04-27,1525.75
2017-04-28,1512.05
2017-05-02,1530.95
2017-05-03,1533.45
2017-05-04,1554.65
2017-05-05,1544.3
2017-05-08,1529.75
2017-05-09,1542.2
2017-05-10,1538.55
2017-05-11,1537.5
2017-05-12,1549.9
2017-05-15,1558.85
2017-05-16,1559.3
2017-05-17,1562.2
2017-05-18,1554.65
2017-05-19,1551.25
2017-05-22,1528.05
2017-05-23,1455.4
2017-05-24,1329.25
2017-05-25,1329.9
2017-05-26,1362.5
2017-05-29,1333.75
2017-05-30,1312.0
2017-05-31,1334.25
2017-06-01,1372.6
2017-06-02,1356.2
2017-06-05,1492.2
2017-06-06,1541.15
2017-06-07,1545.05
2017-06-08,1523.25
2017-06-09,1540.0
2017-06-12,1542.7
2017-06-13,1537.2
2017-06-14,1548.2
2017-06-15,1542.05
2017-06-16,1546.0
2017-06-19,1617.1
2017-06-20,1621.8
