Date,ZUARIGLOB
2017-01-02,95.0
2017-01-03,96.75
2017-01-04,95.4
2017-01-05,97.45
2017-01-06,103.25
2017-01-09,98.75
2017-01-10,103.3
2017-01-11,101.35
2017-01-12,105.55
2017-01-13,109.4
2017-01-16,114.9
2017-01-17,114.95
2017-01-18,112.1
2017-01-19,126.95
2017-01-20,118.55
2017-01-23,117.35
2017-01-24,122.65
2017-01-25,121.85
2017-01-27,118.65
2017-01-30,117.5
2017-01-31,113.55
2017-02-01,113.65
2017-02-02,114.15
2017-02-03,115.25
2017-02-06,119.9
2017-02-07,116.55
2017-02-08,117.9
2017-02-09,116.3
2017-02-10,119.05
2017-02-13,116.45
2017-02-14,115.35
2017-02-15,113.15
2017-02-16,113.75
2017-02-17,114.45
2017-02-20,114.95
2017-02-21,118.85
2017-02-22,116.15
2017-02-23,115.55
2017-02-27,116.5
2017-02-28,121.55
2017-03-01,120.75
2017-03-02,119.2
2017-03-03,118.7
2017-03-06,121.85
2017-03-07,123.95
2017-03-08,122.85
2017-03-09,121.65
2017-03-10,119.9
2017-03-14,121.0
2017-03-15,121.85
2017-03-16,123.65
2017-03-17,123.5
2017-03-20,123.4
2017-03-21,125.75
2017-03-22,122.75
2017-03-23,122.7
2017-03-24,122.05
2017-03-27,120.4
2017-03-28,124.4
2017-03-29,121.1
2017-03-30,121.4
2017-03-31,127.3
2017-04-03,126.55
2017-04-05,131.05
2017-04-06,138.0
2017-04-07,134.3
2017-04-10,135.0
2017-04-11,134.0
2017-04-12,133.9
2017-04-13,136.25
2017-04-17,135.5
2017-04-18,134.85
2017-04-19,135.7
2017-04-20,138.1
2017-04-21,138.0
2017-04-24,139.3
2017-04-25,137.05
2017-04-26,135.05
2017-04-27,140.2
2017-04-28,140.3
2017-05-02,137.65
2017-05-03,142.2
2017-05-04,144.15
2017-05-05,141.8
2017-05-08,142.85
2017-05-09,142.15
2017-05-10,149.0
2017-05-11,146.25
2017-05-12,146.15
2017-05-15,148.15
2017-05-16,145.9
2017-05-17,148.4
2017-05-18,144.7
2017-05-19,143.9
2017-05-22,138.35
2017-05-23,133.9
2017-05-24,129.3
2017-05-25,131.9
2017-05-26,135.75
2017-05-29,132.65
2017-05-30,133.0
2017-05-31,135.0
2017-06-01,137.15
2017-06-02,136.95
2017-06-05,135.4
2017-06-06,134.65
2017-06-07,134.75
2017-06-08,134.65
2017-06-09,132.25
2017-06-12,131.4
2017-06-13,131.05
2017-06-14,132.15
2017-06-15,131.6
2017-06-16,131.55
2017-06-19,133.95
2017-06-20,132.4
2017-06-21,138.25
2017-06-22,136.2
2017-06-23,134.25
2017-06-27,131.65
2017-06-28,130.75
2017-06-29,131.5
2017-06-30,131.45
2017-07-03,132.15
2017-07-04,133.35
2017-07-05,136.55
2017-07-06,134.7
2017-07-07,135.2
2017-07-10,135.95
2017-07-11,134.05
2017-07-12,135.65
2017-07-13,133.9
2017-07-14,132.05
2017-07-17,133.6
2017-07-18,133.2
2017-07-19,133.45
2017-07-20,137.0
2017-07-21,141.5
2017-07-24,142.45
2017-07-25,141.4
2017-07-26,142.3
2017-07-27,138.35
2017-07-28,136.9
2017-07-31,134.65
2017-08-01,131.1
2017-08-02,134.2
2017-08-03,133.35
2017-08-04,134.1
2017-08-07,131.65
2017-08-08,128.45
2017-08-09,126.95
2017-08-10,120.85
2017-08-11,118.65
2017-08-14,122.25
2017-08-16,118.95
2017-08-17,119.05
2017-08-18,116.5
2017-08-21,116.1
2017-08-22,116.5
2017-08-23,116.8
2017-08-24,118.6
2017-08-28,118.9
2017-08-29,119.15
2017-08-30,119.6
2017-08-31,122.9
2017-09-01,123.7
2017-09-04,124.75
2017-09-05,128.75
2017-09-06,136.85
2017-09-07,137.85
2017-09-08,137.25
2017-09-11,137.95
2017-09-12,137.05
2017-09-13,134.1
2017-09-14,136.25
2017-09-15,134.1
2017-09-18,134.95
2017-09-19,135.4
2017-09-20,139.55
2017-09-21,138.75
2017-09-22,134.8
2017-09-25,128.25
2017-09-26,127.75
2017-09-27,127.35
2017-09-28,127.8
2017-09-29,127.05
2017-10-03,127.35
2017-10-04,128.25
2017-10-05,134.05
2017-10-06,137.6
2017-10-09,139.15
2017-10-10,138.9
2017-10-11,134.65
2017-10-12,134.0
2017-10-13,133.95
2017-10-16,134.3
2017-10-17,136.85
2017-10-18,134.8
2017-10-19,139.1
2017-10-23,166.9
2017-10-24,183.9
2017-10-25,175.1
2017-10-26,186.8
2017-10-27,178.65
2017-10-30,196.0
2017-10-31,201.65
2017-11-01,199.5
2017-11-02,198.55
2017-11-03,197.1
2017-11-06,197.5
2017-11-07,188.85
2017-11-08,183.15
2017-11-09,183.0
2017-11-10,180.8
2017-11-13,180.7
2017-11-14,178.6
2017-11-15,180.4
2017-11-16,199.0
2017-11-17,227.7
2017-11-20,227.95
2017-11-21,222.85
2017-11-22,222.75
2017-11-23,222.3
2017-11-24,266.75
2017-11-27,316.4
2017-11-28,291.4
2017-11-29,276.95
2017-11-30,276.55
2017-12-01,287.7
2017-12-04,285.25
2017-12-05,275.2
2017-12-06,268.4
2017-12-07,268.1
2017-12-08,267.85
2017-12-11,268.85
2017-12-12,257.05
2017-12-13,260.55
2017-12-14,260.85
2017-12-15,258.0
2017-12-18,252.35
2017-12-19,263.9
2017-12-20,259.5
2017-12-21,256.95
2017-12-22,253.4
2017-12-26,257.4
2017-12-27,260.65
2017-12-28,254.1
2017-12-29,253.25
