Date,SUBROS
2017-01-02,168.25
2017-01-03,167.5
2017-01-04,164.2
2017-01-05,169.75
2017-01-06,167.25
2017-01-09,168.55
2017-01-10,166.1
2017-01-11,176.5
2017-01-12,173.5
2017-01-13,173.15
2017-01-16,173.5
2017-01-17,171.6
2017-01-18,171.9
2017-01-19,173.3
2017-01-20,177.35
2017-01-23,173.65
2017-01-24,178.05
2017-01-25,182.45
2017-01-27,185.15
2017-01-30,184.1
2017-01-31,180.2
2017-02-01,183.15
2017-02-02,183.55
2017-02-03,187.85
2017-02-06,185.25
2017-02-07,186.15
2017-02-08,187.0
2017-02-09,191.1
2017-02-10,189.5
2017-02-13,195.45
2017-02-14,200.4
2017-02-15,198.65
2017-02-16,200.25
2017-02-17,200.05
2017-02-20,203.35
2017-02-21,203.15
2017-02-22,200.1
2017-02-23,200.1
2017-02-27,195.25
2017-02-28,196.8
2017-03-01,196.55
2017-03-02,199.65
2017-03-03,195.35
2017-03-06,197.1
2017-03-07,197.45
2017-03-08,198.0
2017-03-09,197.8
2017-03-10,191.6
2017-03-14,192.5
2017-03-15,191.65
2017-03-16,195.4
2017-03-17,194.25
2017-03-20,197.2
2017-03-21,194.95
2017-03-22,193.25
2017-03-23,193.55
2017-03-24,193.1
2017-03-27,196.35
2017-03-28,196.75
2017-03-29,195.8
2017-03-30,212.85
2017-03-31,212.15
2017-04-03,218.0
2017-04-05,225.8
2017-04-06,221.15
2017-04-07,221.4
2017-04-10,224.7
2017-04-11,233.35
2017-04-12,226.7
2017-04-13,230.4
2017-04-17,227.0
2017-04-18,229.25
2017-04-19,232.75
2017-04-20,231.4
2017-04-21,231.0
2017-04-24,235.75
2017-04-25,232.75
2017-04-26,230.2
2017-04-27,232.35
2017-04-28,230.3
2017-05-02,232.7
2017-05-03,236.35
2017-05-04,252.6
2017-05-05,249.85
2017-05-08,242.4
2017-05-09,247.3
2017-05-10,257.45
2017-05-11,259.0
2017-05-12,253.7
2017-05-15,248.95
2017-05-16,248.1
2017-05-17,248.05
2017-05-18,244.3
2017-05-19,244.15
2017-05-22,251.8
2017-05-23,244.0
2017-05-24,230.65
2017-05-25,243.0
2017-05-26,253.6
2017-05-29,243.1
2017-05-30,243.95
2017-05-31,251.4
2017-06-01,253.5
2017-06-02,253.55
2017-06-05,261.45
2017-06-06,269.55
2017-06-07,267.55
2017-06-08,260.5
2017-06-09,264.9
2017-06-12,260.3
2017-06-13,258.8
2017-06-14,262.3
2017-06-15,259.5
2017-06-16,258.95
2017-06-19,256.65
2017-06-20,257.0
2017-06-21,253.2
2017-06-22,254.1
2017-06-23,247.65
2017-06-27,240.05
2017-06-28,242.4
2017-06-29,239.4
2017-06-30,241.7
2017-07-03,253.4
2017-07-04,252.45
2017-07-05,252.7
2017-07-06,260.75
2017-07-07,256.3
2017-07-10,254.3
2017-07-11,255.2
2017-07-12,251.9
2017-07-13,251.9
2017-07-14,246.2
2017-07-17,246.5
2017-07-18,245.95
2017-07-19,243.65
2017-07-20,243.75
2017-07-21,240.7
2017-07-24,240.4
2017-07-25,242.1
2017-07-26,245.15
2017-07-27,243.95
2017-07-28,240.5
2017-07-31,237.2
2017-08-01,243.6
2017-08-02,241.45
2017-08-03,240.7
2017-08-04,239.4
2017-08-07,243.45
2017-08-08,240.4
2017-08-09,239.0
2017-08-10,227.45
2017-08-11,219.05
2017-08-14,233.9
2017-08-16,229.9
2017-08-17,228.6
2017-08-18,225.3
2017-08-21,224.8
2017-08-22,220.05
2017-08-23,217.05
2017-08-24,216.15
2017-08-28,215.95
2017-08-29,221.3
2017-08-30,222.9
2017-08-31,230.15
2017-09-01,238.95
2017-09-04,241.7
2017-09-05,241.7
2017-09-06,246.35
2017-09-07,252.15
2017-09-08,246.6
2017-09-11,242.95
2017-09-12,235.55
2017-09-13,239.05
2017-09-14,237.5
2017-09-15,237.4
2017-09-18,246.75
2017-09-19,254.05
2017-09-20,248.35
2017-09-21,243.3
2017-09-22,230.85
2017-09-25,223.75
2017-09-26,219.95
2017-09-27,225.15
2017-09-28,239.55
2017-09-29,237.55
2017-10-03,235.7
2017-10-04,240.4
2017-10-05,239.2
2017-10-06,241.9
2017-10-09,243.85
2017-10-10,252.4
2017-10-11,241.85
2017-10-12,242.65
2017-10-13,244.4
2017-10-16,246.45
2017-10-17,250.9
2017-10-18,256.9
2017-10-19,251.85
2017-10-23,262.85
2017-10-24,256.65
2017-10-25,250.85
2017-10-26,265.4
2017-10-27,264.0
2017-10-30,272.4
2017-10-31,274.1
2017-11-01,267.0
2017-11-02,257.35
2017-11-03,251.8
2017-11-06,250.2
2017-11-07,249.35
2017-11-08,247.2
2017-11-09,250.7
2017-11-10,245.35
2017-11-13,247.05
2017-11-14,246.35
2017-11-15,242.45
2017-11-16,241.8
2017-11-17,247.15
2017-11-20,248.55
2017-11-21,251.25
2017-11-22,252.0
2017-11-23,268.55
2017-11-24,264.0
2017-11-27,263.35
2017-11-28,268.55
2017-11-29,263.25
2017-11-30,261.25
2017-12-01,255.5
2017-12-04,254.55
2017-12-05,257.2
2017-12-06,251.05
2017-12-07,254.0
2017-12-08,251.6
2017-12-11,255.95
2017-12-12,257.35
2017-12-13,259.85
2017-12-14,264.4
2017-12-15,264.3
2017-12-18,275.5
2017-12-19,291.2
2017-12-20,296.4
2017-12-21,295.5
2017-12-22,295.1
2017-12-26,300.5
2017-12-27,309.55
2017-12-28,304.55
2017-12-29,311.35
