Date,CANFINHOME
2017-01-02,1650.5
2017-01-03,1657.85
2017-01-04,1669.45
2017-01-05,1689.2
2017-01-06,1712.5
2017-01-09,1723.9
2017-01-10,1696.65
2017-01-11,1697.2
2017-01-12,1697.95
2017-01-13,1678.9
2017-01-16,1734.95
2017-01-17,1715.8
2017-01-18,1713.2
2017-01-19,1689.55
2017-01-20,1688.1
2017-01-23,1708.5
2017-01-24,1730.45
2017-01-25,1736.4
2017-01-27,1763.45
2017-01-30,1830.9
2017-01-31,1860.3
2017-02-01,1900.2
2017-02-02,1997.9
2017-02-03,2001.4
2017-02-06,2044.9
2017-02-07,2041.8
2017-02-08,2009.65
2017-02-09,1991.85
2017-02-10,1979.1
2017-02-13,1923.6
2017-02-14,1915.35
2017-02-15,1992.7
2017-02-16,2013.1
2017-02-17,1972.15
2017-02-20,1976.9
2017-02-21,1988.4
2017-02-22,2012.6
2017-02-23,1995.4
2017-02-27,1935.2
2017-02-28,1935.15
2017-03-01,1989.4
2017-03-02,1965.05
2017-03-03,1954.1
2017-03-06,1893.7
2017-03-07,1956.6
2017-03-08,1929.8
2017-03-09,1942.05
2017-03-10,1976.2
2017-03-14,2080.85
2017-03-15,2098.05
2017-03-16,2109.1
2017-03-17,2094.0
2017-03-20,2090.8
2017-03-21,2099.0
2017-03-22,2083.15
2017-03-23,2068.45
2017-03-24,2080.15
2017-03-27,2080.85
2017-03-28,2075.25
2017-03-29,2071.9
2017-03-30,2091.95
2017-03-31,2121.45
2017-04-03,2324.3
2017-04-05,2332.75
2017-04-06,2350.3
2017-04-07,2339.05
2017-04-10,2338.95
2017-04-11,2369.1
2017-04-12,2571.45
2017-04-13,2585.9
2017-04-17,2507.25
2017-04-18,2437.6
2017-04-19,2483.95
2017-04-20,2513.15
2017-04-21,2550.2
2017-04-24,2583.25
2017-04-25,2584.4
2017-04-26,2549.6
2017-04-27,2597.3
2017-04-28,2617.25
2017-05-02,2836.25
2017-05-03,2805.05
2017-05-04,2841.25
2017-05-05,2835.25
