Date,HSIL
2017-01-02,281.45
2017-01-03,281.1
2017-01-04,284.7
2017-01-05,284.35
2017-01-06,282.5
2017-01-09,286.55
2017-01-10,287.4
2017-01-11,288.9
2017-01-12,290.35
2017-01-13,288.95
2017-01-16,295.8
2017-01-17,291.3
2017-01-18,291.05
2017-01-19,294.4
2017-01-20,290.9
2017-01-23,288.3
2017-01-24,294.95
2017-01-25,297.7
2017-01-27,293.45
2017-01-30,291.95
2017-01-31,288.75
2017-02-01,293.0
2017-02-02,293.9
2017-02-03,284.25
2017-02-06,295.05
2017-02-07,285.5
2017-02-08,287.25
2017-02-09,289.95
2017-02-10,290.75
2017-02-13,290.85
2017-02-14,288.25
2017-02-15,285.35
2017-02-16,289.25
2017-02-17,295.1
2017-02-20,295.35
2017-02-21,292.95
2017-02-22,305.45
2017-02-23,311.65
2017-02-27,314.55
2017-02-28,310.95
2017-03-01,313.95
2017-03-02,319.9
2017-03-03,323.4
2017-03-06,340.05
2017-03-07,338.1
2017-03-08,330.15
2017-03-09,324.25
2017-03-10,325.05
2017-03-14,328.55
2017-03-15,330.25
2017-03-16,333.25
2017-03-17,327.05
2017-03-20,319.15
2017-03-21,324.7
2017-03-22,323.55
2017-03-23,323.0
2017-03-24,328.25
2017-03-27,320.65
2017-03-28,328.1
2017-03-29,323.75
2017-03-30,332.6
2017-03-31,349.85
2017-04-03,347.8
2017-04-05,348.25
2017-04-06,352.95
2017-04-07,353.05
2017-04-10,354.95
2017-04-11,363.15
2017-04-12,350.45
2017-04-13,344.35
2017-04-17,337.65
2017-04-18,340.95
2017-04-19,350.25
2017-04-20,354.0
2017-04-21,346.25
2017-04-24,345.9
2017-04-25,347.45
2017-04-26,338.2
2017-04-27,339.55
2017-04-28,340.4
2017-05-02,341.6
2017-05-03,345.65
2017-05-04,347.6
2017-05-05,338.8
2017-05-08,348.15
2017-05-09,344.75
2017-05-10,346.3
2017-05-11,345.5
2017-05-12,339.15
2017-05-15,342.3
2017-05-16,344.55
2017-05-17,342.85
2017-05-18,330.75
2017-05-19,341.35
2017-05-22,349.2
2017-05-23,347.65
2017-05-24,337.75
2017-05-25,341.5
2017-05-26,340.15
2017-05-29,346.95
2017-05-30,346.4
2017-05-31,339.75
2017-06-01,345.1
2017-06-02,344.3
2017-06-05,343.4
2017-06-06,340.1
2017-06-07,345.3
2017-06-08,355.2
2017-06-09,354.25
2017-06-12,376.55
2017-06-13,382.55
2017-06-14,392.1
2017-06-15,384.0
2017-06-16,379.05
2017-06-19,396.25
2017-06-20,393.0
2017-06-21,392.8
2017-06-22,387.7
2017-06-23,374.8
2017-06-27,357.3
2017-06-28,368.9
2017-06-29,368.05
2017-06-30,365.55
2017-07-03,373.3
2017-07-04,376.9
2017-07-05,404.75
2017-07-06,414.6
2017-07-07,405.05
2017-07-10,400.05
2017-07-11,386.15
2017-07-12,391.2
2017-07-13,391.8
2017-07-14,395.5
2017-07-17,390.2
2017-07-18,400.35
2017-07-19,398.75
2017-07-20,387.7
2017-07-21,395.75
2017-07-24,392.85
2017-07-25,377.95
2017-07-26,379.7
2017-07-27,371.2
2017-07-28,375.55
2017-07-31,378.45
2017-08-01,369.15
2017-08-02,361.8
2017-08-03,357.4
2017-08-04,366.95
2017-08-07,371.2
2017-08-08,363.0
2017-08-09,356.7
2017-08-10,360.9
2017-08-11,346.85
2017-08-14,350.75
2017-08-16,351.5
2017-08-17,350.65
2017-08-18,353.0
2017-08-21,355.6
2017-08-22,360.45
2017-08-23,368.45
2017-08-24,378.05
2017-08-28,382.9
2017-08-29,374.0
2017-08-30,378.1
2017-08-31,389.9
2017-09-01,385.15
2017-09-04,380.6
2017-09-05,380.55
2017-09-06,380.2
2017-09-07,380.25
2017-09-08,381.65
2017-09-11,381.95
2017-09-12,382.35
2017-09-13,382.0
2017-09-14,388.1
2017-09-15,393.75
2017-09-18,392.95
2017-09-19,391.25
2017-09-20,391.0
2017-09-21,392.6
2017-09-22,381.9
2017-09-25,375.65
2017-09-26,389.75
2017-09-27,387.3
2017-09-28,386.4
2017-09-29,388.9
2017-10-03,391.2
2017-10-04,391.65
2017-10-05,391.45
2017-10-06,391.6
2017-10-09,416.2
2017-10-10,454.85
2017-10-11,436.1
2017-10-12,451.8
2017-10-13,442.8
2017-10-16,433.45
2017-10-17,428.5
2017-10-18,438.25
2017-10-19,446.4
2017-10-23,429.8
2017-10-24,423.5
2017-10-25,417.2
2017-10-26,418.4
2017-10-27,409.25
2017-10-30,412.0
2017-10-31,424.65
2017-11-01,426.05
2017-11-02,418.25
2017-11-03,418.65
2017-11-06,436.25
2017-11-07,448.15
2017-11-08,452.55
2017-11-09,466.95
2017-11-10,478.1
2017-11-13,465.9
2017-11-14,459.05
2017-11-15,459.4
2017-11-16,460.3
2017-11-17,462.3
2017-11-20,480.75
2017-11-21,484.95
2017-11-22,490.9
2017-11-23,496.3
2017-11-24,525.9
2017-11-27,527.25
2017-11-28,513.05
2017-11-29,529.7
2017-11-30,513.1
2017-12-01,496.05
2017-12-04,490.65
2017-12-05,504.0
2017-12-06,491.55
2017-12-07,488.65
2017-12-08,494.1
2017-12-11,487.45
2017-12-12,488.95
2017-12-13,491.65
2017-12-14,485.65
2017-12-15,493.2
2017-12-18,500.3
2017-12-19,530.9
2017-12-20,522.55
2017-12-21,510.55
2017-12-22,516.4
2017-12-26,515.8
2017-12-27,508.0
2017-12-28,502.8
2017-12-29,505.25
