Date,ALPHAGEO
2017-01-02,921.4
2017-01-03,932.8
2017-01-04,936.1
2017-01-05,965.55
2017-01-06,927.05
2017-01-09,918.15
2017-01-10,924.85
2017-01-11,903.0
2017-01-12,883.3
2017-01-13,885.55
2017-01-16,888.2
2017-01-17,891.7
2017-01-18,888.6
2017-01-19,883.45
2017-01-20,869.1
2017-01-23,879.4
2017-01-24,865.55
2017-01-25,902.65
2017-01-27,909.6
2017-01-30,890.45
2017-01-31,884.9
2017-02-01,902.25
2017-02-02,908.9
2017-02-03,925.65
2017-02-06,963.35
2017-02-07,954.4
2017-02-08,940.45
2017-02-09,948.15
2017-02-10,964.05
2017-02-13,959.25
2017-02-14,952.9
2017-02-15,935.9
2017-02-16,941.3
2017-02-17,944.45
2017-02-20,955.7
2017-02-21,949.4
2017-02-22,942.15
2017-02-23,964.75
2017-02-27,958.7
2017-02-28,949.75
2017-03-01,975.95
2017-03-02,951.3
2017-03-03,952.9
2017-03-06,945.05
2017-03-07,941.25
2017-03-08,933.6
2017-03-09,934.75
2017-03-10,937.95
2017-03-14,946.55
2017-03-15,929.8
2017-03-16,939.2
2017-03-17,925.5
2017-03-20,922.65
2017-03-21,903.45
2017-03-22,902.1
2017-03-23,900.4
2017-03-24,892.5
2017-03-27,901.2
2017-03-28,889.7
2017-03-29,902.3
2017-03-30,902.05
2017-03-31,890.7
2017-04-03,881.6
2017-04-05,927.35
2017-04-06,918.1
2017-04-07,897.35
2017-04-10,900.0
2017-04-11,903.35
2017-04-12,907.45
2017-04-13,909.75
2017-04-17,947.65
2017-04-18,948.75
2017-04-19,971.55
2017-04-20,1015.65
2017-04-21,1005.3
2017-04-24,1067.4
2017-04-25,1066.85
2017-04-26,1025.9
2017-04-27,1022.95
2017-04-28,1011.05
2017-05-02,1047.4
2017-05-03,1017.9
2017-05-04,1032.25
2017-05-05,1012.85
2017-05-08,1029.0
2017-05-09,1016.5
2017-05-10,1010.0
2017-05-11,998.0
2017-05-12,1026.6
2017-05-15,1006.0
2017-05-16,1004.45
2017-05-17,1000.7
2017-05-18,979.2
2017-05-19,963.8
2017-05-22,973.95
2017-05-23,939.7
2017-05-24,923.2
2017-05-25,928.85
2017-05-26,953.5
2017-05-29,989.65
2017-05-30,1021.3
2017-05-31,1022.4
2017-06-01,978.9
2017-06-02,965.45
2017-06-05,964.1
2017-06-06,940.55
2017-06-07,920.6
2017-06-08,902.25
2017-06-09,926.2
2017-06-12,942.05
2017-06-13,930.6
2017-06-14,927.25
2017-06-15,910.25
2017-06-16,909.4
2017-06-19,910.45
2017-06-20,879.55
2017-06-21,875.85
2017-06-22,875.45
2017-06-23,857.8
2017-06-27,819.05
2017-06-28,811.0
2017-06-29,822.7
2017-06-30,817.1
2017-07-03,837.05
2017-07-04,820.7
2017-07-05,837.0
2017-07-06,850.5
2017-07-07,833.55
2017-07-10,843.65
2017-07-11,843.95
2017-07-12,855.2
2017-07-13,842.15
2017-07-14,862.65
2017-07-17,867.35
2017-07-18,852.8
2017-07-19,877.1
2017-07-20,869.45
2017-07-21,869.75
2017-07-24,873.0
2017-07-25,860.7
2017-07-26,861.5
2017-07-27,854.05
2017-07-28,852.65
2017-07-31,853.7
2017-08-01,857.55
2017-08-02,870.55
2017-08-03,872.0
2017-08-04,879.25
2017-08-07,838.85
2017-08-08,824.65
2017-08-09,803.9
2017-08-10,784.6
2017-08-11,794.3
2017-08-14,804.75
2017-08-16,799.55
2017-08-17,811.45
2017-08-18,787.2
2017-08-21,766.75
2017-08-22,753.0
2017-08-23,763.05
2017-08-24,764.55
2017-08-28,772.3
2017-08-29,759.95
2017-08-30,769.85
2017-08-31,767.7
2017-09-01,794.25
2017-09-04,781.5
2017-09-05,781.45
2017-09-06,788.6
2017-09-07,783.55
2017-09-08,770.6
2017-09-11,769.5
2017-09-12,772.0
2017-09-13,805.5
2017-09-14,802.3
2017-09-15,799.75
2017-09-18,791.65
2017-09-19,802.5
2017-09-20,804.55
2017-09-21,792.55
2017-09-22,785.05
2017-09-25,772.8
2017-09-26,789.1
2017-09-27,774.3
2017-09-28,779.75
2017-09-29,785.75
2017-10-03,775.85
2017-10-04,774.5
2017-10-05,760.85
2017-10-06,760.45
2017-10-09,763.9
2017-10-10,764.9
2017-10-11,785.8
2017-10-12,778.45
2017-10-13,772.25
2017-10-16,780.2
2017-10-17,775.6
2017-10-18,771.1
2017-10-19,777.85
2017-10-23,768.95
2017-10-24,765.3
2017-10-25,760.95
2017-10-26,769.2
2017-10-27,768.75
2017-10-30,773.8
2017-10-31,757.0
2017-11-01,765.25
2017-11-02,756.5
2017-11-03,752.35
2017-11-06,777.1
2017-11-07,863.0
2017-11-08,884.9
2017-11-09,889.2
2017-11-10,871.9
2017-11-13,895.25
2017-11-14,906.2
2017-11-15,867.8
2017-11-16,891.6
2017-11-17,889.1
2017-11-20,885.4
2017-11-21,893.7
2017-11-22,960.3
2017-11-23,989.65
2017-11-24,1046.45
2017-11-27,1024.7
2017-11-28,995.4
2017-11-29,978.7
2017-11-30,964.25
2017-12-01,953.05
2017-12-04,963.7
2017-12-05,930.55
2017-12-06,901.3
2017-12-07,945.2
2017-12-08,934.85
2017-12-11,926.8
2017-12-12,935.45
2017-12-13,928.75
2017-12-14,915.1
2017-12-15,910.4
2017-12-18,916.4
2017-12-19,923.0
2017-12-20,934.85
2017-12-21,934.55
2017-12-22,931.15
2017-12-26,925.4
2017-12-27,921.35
2017-12-28,916.45
2017-12-29,921.7
