Date,GENESYS
2017-01-02,132.7
2017-01-03,131.4
2017-01-04,126.85
2017-01-05,126.95
2017-01-06,134.55
2017-01-09,140.15
2017-01-10,137.55
2017-01-11,135.8
2017-01-12,139.75
2017-01-13,135.6
2017-01-16,136.4
2017-01-17,136.95
2017-01-18,135.55
2017-01-19,146.6
2017-01-20,144.3
2017-01-23,155.15
2017-01-24,150.35
2017-01-25,150.7
2017-01-27,152.2
2017-01-30,144.6
2017-01-31,151.55
2017-02-01,149.0
2017-02-02,146.15
2017-02-03,142.85
2017-02-06,143.8
2017-02-07,142.15
2017-02-08,141.0
2017-02-09,140.55
2017-02-10,145.85
2017-02-13,148.7
2017-02-14,150.35
2017-02-15,147.35
2017-02-16,154.0
2017-02-17,168.3
2017-02-20,176.65
2017-02-21,178.35
2017-02-22,171.4
2017-02-23,168.35
2017-02-27,164.1
2017-02-28,164.4
2017-03-01,165.65
2017-03-02,158.15
2017-03-03,158.2
2017-03-06,159.7
2017-03-07,160.2
2017-03-08,166.65
2017-03-09,167.0
2017-03-10,174.8
2017-03-14,173.45
2017-03-15,182.85
2017-03-16,194.2
2017-03-17,192.6
2017-03-20,190.55
2017-03-21,188.7
2017-03-22,188.5
2017-03-23,190.6
2017-03-24,189.85
2017-03-27,190.15
2017-03-28,185.6
2017-03-29,181.55
2017-03-30,182.35
2017-03-31,185.85
2017-04-03,184.9
2017-04-05,188.15
2017-04-06,186.95
2017-04-07,183.05
2017-04-10,186.4
2017-04-11,185.05
2017-04-12,184.5
2017-04-13,182.2
2017-04-17,178.95
2017-04-18,171.1
2017-04-19,171.3
2017-04-20,176.1
2017-04-21,172.0
2017-04-24,170.75
2017-04-25,171.0
2017-04-26,169.0
2017-04-27,166.45
2017-04-28,165.6
2017-05-02,163.6
2017-05-03,162.65
2017-05-04,157.9
2017-05-05,157.25
2017-05-08,155.45
2017-05-09,152.7
2017-05-10,149.45
2017-05-11,162.75
2017-05-12,156.9
2017-05-15,159.9
2017-05-16,162.25
2017-05-17,161.05
2017-05-18,157.45
2017-05-19,161.25
2017-05-22,154.8
2017-05-23,146.55
2017-05-24,151.2
2017-05-25,161.95
2017-05-26,168.6
2017-05-29,157.4
2017-05-30,162.6
2017-05-31,164.05
2017-06-01,179.5
2017-06-02,178.95
2017-06-05,179.45
2017-06-06,173.7
2017-06-07,176.5
2017-06-08,172.4
2017-06-09,171.55
2017-06-12,171.9
2017-06-13,177.95
2017-06-14,175.9
2017-06-15,169.4
2017-06-16,166.1
2017-06-19,166.65
2017-06-20,167.95
2017-06-21,167.25
2017-06-22,189.15
2017-06-23,185.5
2017-06-27,198.95
2017-06-28,212.8
2017-06-29,216.2
2017-06-30,220.95
2017-07-03,217.65
2017-07-04,211.4
2017-07-05,241.1
2017-07-06,241.55
2017-07-07,252.45
2017-07-10,248.7
2017-07-11,237.0
2017-07-12,239.1
2017-07-13,234.3
2017-07-14,236.4
2017-07-17,254.9
2017-07-18,261.35
2017-07-19,259.65
2017-07-20,259.6
2017-07-21,252.7
2017-07-24,254.0
2017-07-25,248.6
2017-07-26,246.25
2017-07-27,239.75
2017-07-28,245.65
2017-07-31,241.15
2017-08-01,240.25
2017-08-02,237.9
2017-08-03,248.8
2017-08-04,247.4
2017-08-07,261.0
2017-08-08,252.25
2017-08-09,243.9
2017-08-10,224.6
2017-08-11,220.55
2017-08-14,233.3
2017-08-16,242.65
2017-08-17,240.2
2017-08-18,240.0
2017-08-21,237.3
2017-08-22,227.4
2017-08-23,236.6
2017-08-24,239.15
2017-08-28,240.45
2017-08-29,236.65
2017-08-30,264.15
2017-08-31,262.05
2017-09-01,264.4
2017-09-04,265.2
2017-09-05,262.45
2017-09-06,263.85
2017-09-07,282.7
2017-09-08,281.0
2017-09-11,292.95
2017-09-12,289.7
2017-09-13,288.75
2017-09-14,285.3
2017-09-15,284.8
2017-09-18,278.55
2017-09-19,277.8
2017-09-20,280.45
2017-09-21,278.55
2017-09-22,298.55
2017-09-25,307.75
2017-09-26,304.6
2017-09-27,292.8
2017-09-28,308.75
2017-09-29,311.55
2017-10-03,318.4
2017-10-04,311.7
2017-10-05,344.15
2017-10-06,340.9
2017-10-09,357.1
2017-10-10,374.45
2017-10-11,373.4
2017-10-12,375.55
2017-10-13,365.2
2017-10-16,370.8
2017-10-17,365.05
2017-10-18,361.9
2017-10-19,362.8
2017-10-23,364.0
2017-10-24,364.65
2017-10-25,374.05
2017-10-26,369.0
2017-10-27,370.7
2017-10-30,373.25
2017-10-31,368.4
2017-11-01,364.3
2017-11-02,361.05
2017-11-03,357.85
2017-11-06,357.55
2017-11-07,341.85
2017-11-08,332.0
2017-11-09,335.5
2017-11-10,331.65
2017-11-13,337.85
2017-11-14,341.9
2017-11-15,339.85
2017-11-16,333.6
2017-11-17,337.7
2017-11-20,341.6
2017-11-21,360.1
2017-11-22,354.55
2017-11-23,345.3
2017-11-24,376.35
2017-11-27,365.7
2017-11-28,364.8
2017-11-29,369.6
2017-11-30,359.75
2017-12-01,353.8
2017-12-04,348.6
2017-12-05,340.65
2017-12-06,338.7
2017-12-07,337.6
2017-12-08,335.95
2017-12-11,334.4
2017-12-12,325.75
2017-12-13,324.7
2017-12-14,318.85
2017-12-15,330.85
2017-12-18,332.9
2017-12-19,325.75
2017-12-20,341.2
2017-12-21,343.35
2017-12-22,347.05
2017-12-26,338.2
2017-12-27,330.9
2017-12-28,326.95
2017-12-29,326.55
