Date,UNITECH
2017-01-02,4.3
2017-01-03,4.3
2017-01-04,4.45
2017-01-05,4.75
2017-01-06,4.65
2017-01-09,4.6
2017-01-10,4.55
2017-01-11,4.6
2017-01-12,4.5
2017-01-13,4.45
2017-01-16,4.5
2017-01-17,4.55
2017-01-18,4.55
2017-01-19,4.6
2017-01-20,4.5
2017-01-23,4.5
2017-01-24,4.5
2017-01-25,4.55
2017-01-27,4.75
2017-01-30,4.75
2017-01-31,4.8
2017-02-01,5.0
2017-02-02,4.85
2017-02-03,5.65
2017-02-06,5.75
2017-02-07,6.7
2017-02-08,6.7
2017-02-09,6.7
2017-02-10,6.55
2017-02-13,6.15
2017-02-14,5.85
2017-02-15,5.75
2017-02-16,5.85
2017-02-17,5.9
2017-02-20,5.95
2017-02-21,5.85
2017-02-22,5.75
2017-02-23,5.75
2017-02-27,5.8
2017-02-28,6.0
2017-03-01,6.35
2017-03-02,6.1
2017-03-03,6.05
2017-03-06,6.1
2017-03-07,6.0
2017-03-08,5.9
2017-03-09,5.85
2017-03-10,5.9
2017-03-14,5.9
2017-03-15,5.95
2017-03-16,6.0
2017-03-17,5.95
2017-03-20,5.85
2017-03-21,5.8
2017-03-22,5.65
2017-03-23,5.7
2017-03-24,5.75
2017-03-27,5.65
2017-03-28,5.6
2017-03-29,5.45
2017-03-30,5.65
2017-03-31,5.6
2017-04-03,5.1
2017-04-05,5.85
2017-04-06,6.0
2017-04-07,5.7
2017-04-10,5.65
2017-04-11,5.85
2017-04-12,5.7
2017-04-13,5.6
2017-04-17,6.0
2017-04-18,5.6
2017-04-19,5.75
2017-04-20,5.8
2017-04-21,5.85
2017-04-24,5.95
2017-04-25,5.85
2017-04-26,5.7
2017-04-27,5.65
2017-04-28,5.65
2017-05-02,5.6
2017-05-03,5.55
2017-05-04,5.6
2017-05-05,5.55
2017-05-08,5.65
2017-05-09,5.75
2017-05-10,5.7
2017-05-11,5.55
2017-05-12,5.6
2017-05-15,5.55
2017-05-16,6.2
2017-05-17,6.0
2017-05-18,5.75
2017-05-19,5.65
2017-05-22,5.6
2017-05-23,5.45
2017-05-24,5.3
2017-05-25,5.4
2017-05-26,5.55
2017-05-29,5.25
2017-05-30,5.3
2017-05-31,5.05
2017-06-01,5.1
2017-06-02,5.25
2017-06-05,5.15
2017-06-06,5.2
2017-06-07,5.15
2017-06-08,5.1
2017-06-09,5.2
2017-06-12,5.15
2017-06-13,5.15
2017-06-14,5.1
2017-06-15,5.05
2017-06-16,5.15
2017-06-19,5.1
2017-06-20,5.05
2017-06-21,5.0
2017-06-22,5.2
2017-06-23,5.05
2017-06-27,5.4
2017-06-28,5.9
2017-06-29,6.1
2017-06-30,5.95
2017-07-03,5.95
2017-07-04,6.25
2017-07-05,6.25
2017-07-06,6.5
2017-07-07,7.8
2017-07-10,8.1
2017-07-11,7.55
2017-07-12,7.2
2017-07-13,7.0
2017-07-14,7.65
2017-07-17,8.75
2017-07-18,8.5
2017-07-19,8.4
2017-07-20,8.55
2017-07-21,8.45
2017-07-24,8.65
2017-07-25,9.4
2017-07-26,9.3
2017-07-27,8.85
2017-07-28,8.85
2017-07-31,8.7
2017-08-01,8.55
2017-08-02,8.2
2017-08-03,7.5
2017-08-04,8.25
2017-08-07,8.8
2017-08-08,8.05
2017-08-09,7.85
2017-08-10,7.4
2017-08-11,7.45
2017-08-14,7.9
2017-08-16,8.05
2017-08-17,7.7
2017-08-18,7.55
2017-08-21,7.5
2017-08-22,7.15
2017-08-23,7.3
2017-08-24,7.6
2017-08-28,7.65
2017-08-29,7.35
2017-08-30,7.4
2017-08-31,7.35
2017-09-01,7.6
2017-09-04,7.8
2017-09-05,7.6
2017-09-06,8.0
2017-09-07,7.9
2017-09-08,7.65
2017-09-11,7.55
2017-09-12,7.55
2017-09-13,7.45
2017-09-14,7.45
2017-09-15,7.35
2017-09-18,7.15
2017-09-19,7.0
2017-09-20,7.35
2017-09-21,7.35
2017-09-22,6.95
2017-09-25,6.65
2017-09-26,6.9
2017-09-27,6.6
2017-09-28,6.6
2017-09-29,6.9
2017-10-03,6.6
2017-10-04,6.55
2017-10-05,6.65
2017-10-06,6.65
2017-10-09,6.6
2017-10-10,6.45
2017-10-11,6.3
2017-10-12,6.4
2017-10-13,6.3
2017-10-16,6.1
2017-10-17,6.05
2017-10-18,5.95
2017-10-19,6.05
2017-10-23,6.4
2017-10-24,6.1
2017-10-25,6.2
2017-10-26,6.05
2017-10-27,6.3
2017-10-30,6.75
2017-10-31,6.7
2017-11-01,6.8
2017-11-02,6.75
2017-11-03,6.95
2017-11-06,6.8
2017-11-07,6.45
2017-11-08,6.3
2017-11-09,6.35
2017-11-10,6.4
2017-11-13,6.35
2017-11-14,6.25
2017-11-15,6.05
2017-11-16,6.1
2017-11-17,6.25
2017-11-20,6.2
2017-11-21,6.2
2017-11-22,6.45
2017-11-23,6.25
2017-11-24,6.3
2017-11-27,6.25
2017-11-28,6.3
2017-11-29,6.15
2017-11-30,6.15
2017-12-01,6.05
2017-12-04,6.05
2017-12-05,6.05
2017-12-06,6.0
2017-12-07,6.1
2017-12-08,7.3
2017-12-11,8.0
2017-12-12,7.65
2017-12-13,6.6
2017-12-14,6.65
2017-12-15,6.55
2017-12-18,6.5
2017-12-19,6.75
2017-12-20,7.05
2017-12-21,7.95
2017-12-22,7.6
2017-12-26,7.5
2017-12-27,7.35
2017-12-28,8.15
2017-12-29,9.6
