Date,EMAMILTD
2017-01-02,972.4
2017-01-03,1030.6
2017-01-04,1037.5
2017-01-05,1055.7
2017-01-06,1031.25
2017-01-09,1038.95
2017-01-10,1040.1
2017-01-11,1040.5
2017-01-12,1062.45
2017-01-13,1072.9
2017-01-16,1075.95
2017-01-17,1046.15
2017-01-18,1027.15
2017-01-19,1000.5
2017-01-20,996.15
2017-01-23,998.2
2017-01-24,1008.9
2017-01-25,999.55
2017-01-27,1004.9
2017-01-30,1013.3
2017-01-31,1031.15
2017-02-01,1105.05
2017-02-02,1148.35
2017-02-03,1174.55
2017-02-06,1148.5
2017-02-07,1111.4
2017-02-08,1117.95
2017-02-09,1139.85
2017-02-10,1146.3
2017-02-13,1161.8
2017-02-14,1130.15
2017-02-15,1095.35
2017-02-16,1081.25
2017-02-17,1068.9
2017-02-20,1116.65
2017-02-21,1106.25
2017-02-22,1075.85
2017-02-23,1076.25
2017-02-27,1046.9
2017-02-28,1040.4
2017-03-01,1036.2
2017-03-02,1032.65
2017-03-03,1036.95
2017-03-06,1053.7
2017-03-07,1042.8
2017-03-08,1025.85
2017-03-09,1011.45
2017-03-10,996.9
2017-03-14,1015.1
2017-03-15,1046.25
2017-03-16,1048.35
2017-03-17,1054.85
2017-03-20,1056.7
2017-03-21,1040.25
2017-03-22,1033.95
2017-03-23,1035.2
2017-03-24,1023.2
2017-03-27,1014.35
2017-03-28,1015.75
2017-03-29,1018.05
2017-03-30,1020.05
2017-03-31,1064.35
2017-04-03,1049.25
2017-04-05,1036.95
2017-04-06,1037.95
2017-04-07,1034.1
2017-04-10,1037.2
2017-04-11,1031.75
2017-04-12,1029.65
2017-04-13,1027.35
2017-04-17,1023.25
2017-04-18,1013.95
2017-04-19,1019.45
2017-04-20,1015.0
2017-04-21,1010.8
2017-04-24,1005.45
2017-04-25,1020.75
2017-04-26,1027.85
2017-04-27,1050.65
2017-04-28,1058.25
2017-05-02,1043.4
2017-05-03,1069.45
2017-05-04,1115.55
2017-05-05,1085.25
2017-05-08,1084.65
2017-05-09,1077.95
