Date,GMBREW
2017-01-02,511.45
2017-01-03,510.35
2017-01-04,509.2
2017-01-05,512.25
2017-01-06,479.25
2017-01-09,487.95
2017-01-10,485.2
2017-01-11,481.1
2017-01-12,478.55
2017-01-13,475.85
2017-01-16,471.75
2017-01-17,478.85
2017-01-18,487.65
2017-01-19,482.8
2017-01-20,482.15
2017-01-23,479.65
2017-01-24,477.15
2017-01-25,480.05
2017-01-27,479.2
2017-01-30,474.0
2017-01-31,465.45
2017-02-01,475.0
2017-02-02,471.05
2017-02-03,472.2
2017-02-06,476.35
2017-02-07,473.7
2017-02-08,486.75
2017-02-09,497.3
2017-02-10,504.45
2017-02-13,493.3
2017-02-14,487.2
2017-02-15,483.9
2017-02-16,493.6
2017-02-17,492.4
2017-02-20,489.2
2017-02-21,495.6
2017-02-22,486.8
2017-02-23,486.4
2017-02-27,481.3
2017-02-28,485.45
2017-03-01,484.6
2017-03-02,482.6
2017-03-03,474.7
2017-03-06,476.25
2017-03-07,474.9
2017-03-08,468.75
2017-03-09,470.55
2017-03-10,473.05
2017-03-14,473.7
2017-03-15,476.2
2017-03-16,476.9
2017-03-17,476.05
2017-03-20,486.65
2017-03-21,475.15
2017-03-22,471.25
2017-03-23,471.0
2017-03-24,476.2
2017-03-27,467.5
2017-03-28,467.7
2017-03-29,472.0
2017-03-30,471.15
2017-03-31,473.4
2017-04-03,465.8
2017-04-05,456.65
2017-04-06,461.2
2017-04-07,450.35
2017-04-10,433.7
2017-04-11,418.45
2017-04-12,446.75
2017-04-13,489.75
2017-04-17,474.0
2017-04-18,462.95
2017-04-19,464.35
2017-04-20,458.85
2017-04-21,459.65
2017-04-24,454.8
2017-04-25,446.4
2017-04-26,452.75
2017-04-27,448.25
2017-04-28,447.65
2017-05-02,448.5
2017-05-03,447.6
2017-05-04,444.9
2017-05-05,441.1
2017-05-08,442.85
2017-05-09,440.5
2017-05-10,444.55
2017-05-11,468.35
2017-05-12,462.1
2017-05-15,457.5
2017-05-16,454.9
2017-05-17,451.35
2017-05-18,441.8
2017-05-19,437.25
2017-05-22,442.9
2017-05-23,423.3
2017-05-24,414.55
2017-05-25,422.5
2017-05-26,423.1
2017-05-29,414.1
2017-05-30,411.65
2017-05-31,415.4
2017-06-01,418.95
2017-06-02,424.8
2017-06-05,425.6
2017-06-06,419.45
2017-06-07,417.7
2017-06-08,422.85
2017-06-09,453.65
2017-06-12,442.6
2017-06-13,442.75
2017-06-14,436.55
2017-06-15,432.15
2017-06-16,433.9
2017-06-19,429.65
2017-06-20,425.95
2017-06-21,433.5
2017-06-22,434.3
2017-06-23,433.55
2017-06-27,426.1
2017-06-28,425.8
2017-06-29,426.8
2017-06-30,425.55
2017-07-03,438.35
2017-07-04,449.3
2017-07-05,458.25
2017-07-06,467.0
2017-07-07,484.75
2017-07-10,481.35
2017-07-11,467.5
2017-07-12,471.7
2017-07-13,464.8
2017-07-14,455.7
2017-07-17,456.15
2017-07-18,448.3
2017-07-19,446.9
2017-07-20,448.5
2017-07-21,429.8
2017-07-24,433.1
2017-07-25,430.25
2017-07-26,433.1
2017-07-27,429.05
2017-07-28,428.1
2017-07-31,430.1
2017-08-01,426.9
2017-08-02,426.9
2017-08-03,422.75
2017-08-04,421.35
2017-08-07,421.0
2017-08-08,416.6
2017-08-09,412.5
2017-08-10,404.9
2017-08-11,396.95
2017-08-14,400.55
2017-08-16,402.6
2017-08-17,417.5
2017-08-18,407.4
2017-08-21,401.85
2017-08-22,400.95
2017-08-23,403.3
2017-08-24,421.0
2017-08-28,415.8
2017-08-29,407.3
2017-08-30,409.0
2017-08-31,411.0
2017-09-01,411.5
2017-09-04,412.7
2017-09-05,419.4
2017-09-06,432.1
2017-09-07,423.8
2017-09-08,429.55
2017-09-11,432.1
2017-09-12,430.25
2017-09-13,428.05
2017-09-14,429.05
2017-09-15,429.85
2017-09-18,428.0
2017-09-19,437.1
2017-09-20,434.0
2017-09-21,439.05
2017-09-22,431.65
2017-09-25,420.2
2017-09-26,424.95
2017-09-27,418.5
2017-09-28,421.65
2017-09-29,434.3
2017-10-03,476.1
2017-10-04,487.4
2017-10-05,478.3
2017-10-06,533.65
2017-10-09,570.85
2017-10-10,562.55
2017-10-11,675.05
2017-10-12,706.2
2017-10-13,693.3
2017-10-16,674.3
2017-10-17,690.0
2017-10-18,702.25
2017-10-19,700.1
2017-10-23,679.2
2017-10-24,703.9
2017-10-25,694.5
2017-10-26,702.2
2017-10-27,772.4
2017-10-30,741.75
2017-10-31,757.3
2017-11-01,755.0
2017-11-02,745.4
2017-11-03,762.6
2017-11-06,764.35
2017-11-07,738.45
2017-11-08,753.85
2017-11-09,758.55
2017-11-10,742.3
2017-11-13,760.35
2017-11-14,755.5
2017-11-15,739.2
2017-11-16,775.7
2017-11-17,778.6
2017-11-20,768.35
2017-11-21,796.6
2017-11-22,793.0
2017-11-23,776.35
2017-11-24,769.05
2017-11-27,772.8
2017-11-28,771.5
2017-11-29,767.05
2017-11-30,757.7
2017-12-01,748.05
2017-12-04,736.8
2017-12-05,737.75
2017-12-06,729.2
2017-12-07,817.35
2017-12-08,795.5
2017-12-11,807.0
2017-12-12,811.7
2017-12-13,885.35
2017-12-14,878.85
2017-12-15,906.45
2017-12-18,948.1
2017-12-19,953.0
2017-12-20,941.95
2017-12-21,966.2
2017-12-22,950.05
2017-12-26,946.25
2017-12-27,937.55
2017-12-28,952.4
2017-12-29,943.85
