Date,CUMMINSIND
2017-01-02,826.15
2017-01-03,842.9
2017-01-04,808.35
2017-01-05,814.85
2017-01-06,808.5
2017-01-09,805.25
2017-01-10,828.15
2017-01-11,840.6
2017-01-12,847.1
2017-01-13,852.5
2017-01-16,847.8
2017-01-17,840.0
2017-01-18,833.2
2017-01-19,832.1
2017-01-20,826.5
2017-01-23,837.8
2017-01-24,839.65
2017-01-25,838.0
2017-01-27,847.15
2017-01-30,850.25
2017-01-31,838.95
2017-02-01,850.2
2017-02-02,902.8
2017-02-03,891.7
2017-02-06,913.95
2017-02-07,904.05
2017-02-08,906.15
2017-02-09,906.0
2017-02-10,892.3
2017-02-13,873.85
2017-02-14,885.55
2017-02-15,884.05
2017-02-16,891.2
2017-02-17,888.75
2017-02-20,888.35
2017-02-21,904.6
2017-02-22,891.2
2017-02-23,882.25
2017-02-27,892.05
2017-02-28,887.9
2017-03-01,881.4
2017-03-02,875.75
2017-03-03,878.5
2017-03-06,871.75
2017-03-07,864.0
2017-03-08,862.35
2017-03-09,859.45
2017-03-10,855.5
2017-03-14,847.1
2017-03-15,872.15
2017-03-16,886.95
2017-03-17,894.1
2017-03-20,906.85
2017-03-21,899.75
2017-03-22,902.65
2017-03-23,908.25
2017-03-24,924.25
2017-03-27,927.2
2017-03-28,937.15
2017-03-29,932.95
2017-03-30,940.4
2017-03-31,949.45
2017-04-03,961.55
2017-04-05,968.75
2017-04-06,959.2
2017-04-07,966.85
2017-04-10,979.25
2017-04-11,980.95
2017-04-12,986.25
2017-04-13,978.35
2017-04-17,959.2
2017-04-18,938.35
2017-04-19,948.95
2017-04-20,944.15
2017-04-21,969.15
2017-04-24,971.15
2017-04-25,968.75
2017-04-26,1011.65
2017-04-27,1017.0
2017-04-28,997.0
2017-05-02,1001.35
2017-05-03,1054.6
2017-05-04,1060.65
2017-05-05,1031.0
2017-05-08,1050.0
2017-05-09,1065.85
2017-05-10,1063.0
2017-05-11,1048.4
2017-05-12,1052.25
2017-05-15,1066.05
2017-05-16,1047.75
2017-05-17,1016.45
2017-05-18,1054.45
2017-05-19,972.95
2017-05-22,930.8
2017-05-23,926.2
2017-05-24,914.8
2017-05-25,925.05
2017-05-26,949.95
2017-05-29,936.0
2017-05-30,931.45
2017-05-31,941.4
2017-06-01,925.1
2017-06-02,943.2
2017-06-05,932.7
2017-06-06,914.65
2017-06-07,912.25
2017-06-08,919.9
2017-06-09,917.3
2017-06-12,898.2
2017-06-13,913.05
2017-06-14,919.75
2017-06-15,914.2
2017-06-16,920.2
2017-06-19,932.2
2017-06-20,922.95
2017-06-21,912.9
2017-06-22,903.0
2017-06-23,907.9
2017-06-27,910.1
2017-06-28,912.65
2017-06-29,907.6
2017-06-30,919.75
2017-07-03,912.0
2017-07-04,913.45
2017-07-05,913.7
2017-07-06,914.05
2017-07-07,909.35
2017-07-10,912.55
2017-07-11,908.05
2017-07-12,911.0
2017-07-13,931.0
2017-07-14,935.05
2017-07-17,936.4
2017-07-18,935.4
2017-07-19,966.4
2017-07-20,974.45
2017-07-21,1004.65
2017-07-24,1028.0
2017-07-25,1005.4
2017-07-26,999.85
2017-07-27,959.6
2017-07-28,989.9
2017-07-31,987.75
2017-08-01,970.6
2017-08-02,992.75
2017-08-03,949.3
2017-08-04,936.6
2017-08-07,946.15
2017-08-08,936.3
2017-08-09,904.35
2017-08-10,893.0
2017-08-11,892.0
2017-08-14,886.8
2017-08-16,921.0
2017-08-17,901.5
2017-08-18,899.0
2017-08-21,881.5
2017-08-22,898.55
2017-08-23,880.75
2017-08-24,891.85
2017-08-28,895.25
2017-08-29,902.25
2017-08-30,932.8
2017-08-31,912.6
2017-09-01,909.75
2017-09-04,907.9
2017-09-05,898.7
2017-09-06,900.35
2017-09-07,916.25
2017-09-08,915.05
2017-09-11,912.15
2017-09-12,924.8
2017-09-13,930.85
2017-09-14,945.6
2017-09-15,938.55
2017-09-18,943.7
2017-09-19,933.4
2017-09-20,926.95
2017-09-21,917.75
2017-09-22,894.45
2017-09-25,895.9
2017-09-26,915.8
2017-09-27,907.5
2017-09-28,894.2
2017-09-29,924.35
2017-10-03,929.55
2017-10-04,924.6
2017-10-05,919.85
2017-10-06,910.65
2017-10-09,908.55
2017-10-10,906.85
2017-10-11,890.55
2017-10-12,898.2
2017-10-13,906.7
2017-10-16,898.55
2017-10-17,893.2
2017-10-18,889.05
2017-10-19,891.6
2017-10-23,898.2
2017-10-24,895.3
2017-10-25,918.85
2017-10-26,907.7
2017-10-27,912.0
2017-10-30,911.8
2017-10-31,905.15
2017-11-01,895.0
2017-11-02,897.05
2017-11-03,904.5
2017-11-06,902.6
2017-11-07,887.35
2017-11-08,879.9
2017-11-09,874.85
2017-11-10,872.5
2017-11-13,859.7
2017-11-14,846.65
2017-11-15,852.25
2017-11-16,850.45
2017-11-17,856.1
2017-11-20,855.7
2017-11-21,850.05
2017-11-22,867.6
2017-11-23,857.2
2017-11-24,862.0
2017-11-27,860.5
2017-11-28,864.05
2017-11-29,866.15
2017-11-30,867.65
2017-12-01,843.55
2017-12-04,858.95
2017-12-05,869.85
2017-12-06,859.4
2017-12-07,867.05
2017-12-08,858.05
2017-12-11,857.55
2017-12-12,850.25
2017-12-13,846.3
2017-12-14,844.25
2017-12-15,842.9
2017-12-18,850.8
2017-12-19,855.85
2017-12-20,871.5
2017-12-21,881.3
2017-12-22,877.15
2017-12-26,925.65
2017-12-27,919.55
2017-12-28,913.05
2017-12-29,901.9
