Date,JINDWORLD
2017-01-02,178.85
2017-01-03,172.65
2017-01-04,171.0
2017-01-05,176.05
2017-01-06,180.3
2017-01-09,184.35
2017-01-10,181.7
2017-01-11,178.6
2017-01-12,180.0
2017-01-13,178.2
2017-01-16,183.4
2017-01-17,182.7
2017-01-19,183.85
2017-01-20,186.45
2017-01-23,193.65
2017-01-24,193.5
2017-01-25,199.2
2017-01-27,197.25
2017-01-30,198.85
2017-01-31,199.3
2017-02-01,203.9
2017-02-02,200.0
2017-02-03,200.0
2017-02-06,207.0
2017-02-07,209.95
2017-02-08,206.6
2017-02-09,207.0
2017-02-10,204.35
2017-02-13,197.25
2017-02-14,185.9
2017-02-15,173.1
2017-02-16,181.15
2017-02-17,184.05
2017-02-20,183.55
2017-02-21,220.25
2017-02-22,264.3
2017-02-23,271.45
2017-02-27,298.55
2017-02-28,328.4
2017-03-01,355.9
2017-03-02,346.55
2017-03-03,329.25
2017-03-06,312.8
2017-03-07,303.2
2017-03-08,298.7
2017-03-09,289.5
2017-03-10,278.9
2017-03-14,276.4
2017-03-15,265.8
2017-03-16,279.05
2017-03-17,293.0
2017-03-20,279.5
2017-03-21,271.3
2017-03-22,262.6
2017-03-23,262.45
2017-03-24,262.6
2017-03-27,267.4
2017-03-28,259.9
2017-03-29,253.7
2017-03-30,250.15
2017-03-31,259.45
2017-04-03,272.4
2017-04-05,286.0
2017-04-06,300.3
2017-04-07,315.3
2017-04-10,378.35
2017-04-11,454.0
2017-04-12,447.8
2017-04-13,424.55
2017-04-17,411.25
2017-04-18,379.8
2017-04-19,363.1
2017-04-20,399.4
2017-04-21,410.8
2017-04-24,411.45
2017-04-25,396.95
2017-04-26,404.5
2017-04-27,413.05
2017-04-28,404.05
2017-05-02,397.7
2017-05-03,386.7
2017-05-04,425.35
2017-05-05,424.55
2017-05-08,419.25
2017-05-09,411.5
2017-05-10,423.2
2017-05-11,411.6
2017-05-12,408.1
2017-05-15,405.65
2017-05-16,446.2
2017-05-17,416.5
2017-05-18,392.25
2017-05-19,401.75
2017-05-22,399.5
2017-05-23,384.6
2017-05-24,389.75
2017-05-25,389.35
2017-05-26,403.7
2017-05-29,397.35
2017-05-30,399.9
2017-05-31,409.7
2017-06-01,419.05
2017-06-02,412.5
2017-06-05,407.35
2017-06-06,399.55
2017-06-07,409.45
2017-06-08,439.0
2017-06-09,422.65
2017-06-12,426.5
2017-06-13,444.1
2017-06-14,532.9
2017-06-15,632.1
2017-06-16,606.35
2017-06-19,577.8
2017-06-20,600.65
2017-06-21,627.3
2017-06-22,613.45
2017-06-23,605.15
2017-06-27,589.25
2017-06-28,602.2
2017-06-29,604.6
2017-06-30,607.4
2017-07-03,634.25
2017-07-04,643.0
2017-07-05,653.3
2017-07-06,657.5
2017-07-07,659.65
2017-07-10,656.1
2017-07-11,642.9
2017-07-12,645.65
2017-07-13,634.0
2017-07-14,663.95
2017-07-17,672.65
2017-07-18,651.75
2017-07-19,683.6
2017-07-20,672.2
2017-07-21,658.5
2017-07-24,669.05
2017-07-25,676.25
2017-07-26,683.3
2017-07-27,690.65
2017-07-28,717.65
2017-07-31,745.9
2017-08-01,799.3
2017-08-02,806.75
2017-08-03,800.45
2017-08-04,804.8
2017-08-07,835.5
2017-08-08,822.8
2017-08-09,817.45
2017-08-10,813.55
2017-08-11,788.65
2017-08-14,796.75
2017-08-16,803.7
2017-08-17,806.2
2017-08-18,827.9
2017-08-21,827.55
2017-08-22,840.4
2017-08-23,887.15
2017-08-24,850.1
2017-08-28,865.85
2017-08-29,860.85
2017-08-30,877.65
2017-08-31,891.0
2017-09-01,920.4
2017-09-04,907.65
2017-09-05,911.75
2017-09-06,910.95
2017-09-07,912.75
2017-09-08,928.1
2017-09-11,950.65
2017-09-12,959.95
2017-09-13,961.45
2017-09-14,965.35
2017-09-15,978.35
2017-09-18,996.85
2017-09-19,952.7
2017-09-20,970.55
2017-09-21,977.45
2017-09-22,956.15
2017-09-25,905.3
2017-09-26,886.4
2017-09-27,815.0
2017-09-28,877.35
2017-09-29,891.35
2017-10-03,934.2
2017-10-04,941.45
2017-10-05,945.6
2017-10-06,973.8
2017-10-09,1039.9
2017-10-10,1124.0
2017-10-11,1147.05
2017-10-12,1206.4
2017-10-13,1215.1
2017-10-16,1210.65
2017-10-17,1208.85
2017-10-18,1204.6
2017-10-19,1205.6
2017-10-23,1221.4
2017-10-24,1219.8
2017-10-25,1261.45
2017-10-26,1249.4
2017-10-27,1236.25
2017-10-30,1266.85
2017-10-31,1252.45
2017-11-01,1246.5
2017-11-02,1232.55
2017-11-03,1206.75
2017-11-06,1207.7
2017-11-07,1200.85
2017-11-08,1174.0
2017-11-09,1149.05
2017-11-10,1163.7
2017-11-13,1123.65
2017-11-14,1106.15
2017-11-15,1112.6
2017-11-16,1127.85
2017-11-17,1124.55
2017-11-20,1140.4
2017-11-21,1117.05
2017-11-22,1119.35
2017-11-23,1112.55
2017-11-24,1154.45
2017-11-27,1160.9
2017-11-28,1161.55
2017-11-29,1165.75
2017-11-30,1174.9
2017-12-01,1164.8
2017-12-04,1170.7
2017-12-05,1166.85
2017-12-06,1161.4
2017-12-07,1193.3
2017-12-08,1185.7
2017-12-11,1208.45
2017-12-12,1206.6
2017-12-13,1249.0
2017-12-14,1240.9
2017-12-15,1245.0
2017-12-18,1242.7
2017-12-19,1228.8
2017-12-20,1160.65
2017-12-21,1150.25
2017-12-22,1155.2
2017-12-26,573.15
2017-12-27,581.35
2017-12-28,579.15
2017-12-29,578.45
