Date,BALMLAWRIE
2017-01-02,234.5
2017-01-03,235.45
2017-01-04,229.9
2017-01-05,227.15
2017-01-06,228.8
2017-01-09,241.0
2017-01-10,236.35
2017-01-11,235.65
2017-01-12,231.95
2017-01-13,230.6
2017-01-16,228.35
2017-01-17,227.2
2017-01-18,225.65
2017-01-19,229.5
2017-01-20,225.65
2017-01-23,225.65
2017-01-24,224.5
2017-01-25,225.05
2017-01-27,226.1
2017-01-30,226.75
2017-01-31,224.9
2017-02-01,223.45
2017-02-02,221.65
2017-02-03,221.0
2017-02-06,219.3
2017-02-07,222.3
2017-02-08,222.5
2017-02-09,218.55
2017-02-10,220.8
2017-02-13,219.6
2017-02-14,215.5
2017-02-15,211.1
2017-02-16,208.0
2017-02-17,208.1
2017-02-20,211.25
2017-02-21,213.65
2017-02-22,212.05
2017-02-23,210.35
2017-02-27,209.8
2017-02-28,211.6
2017-03-01,211.65
2017-03-02,210.65
2017-03-03,219.9
2017-03-06,218.1
2017-03-07,218.3
2017-03-08,218.4
2017-03-09,218.55
2017-03-10,216.0
2017-03-14,213.0
2017-03-15,212.7
2017-03-16,228.65
2017-03-17,228.55
2017-03-20,242.7
2017-03-21,236.6
2017-03-22,231.2
2017-03-23,237.5
2017-03-24,235.6
2017-03-27,234.3
2017-03-28,235.85
2017-03-29,235.5
2017-03-30,234.45
2017-03-31,234.75
2017-04-03,238.2
2017-04-05,244.55
2017-04-06,243.9
2017-04-07,243.6
2017-04-10,242.3
2017-04-11,244.2
2017-04-12,237.5
2017-04-13,233.45
2017-04-17,234.35
2017-04-18,234.65
2017-04-19,231.5
2017-04-20,231.05
2017-04-21,238.65
2017-04-24,233.55
2017-04-25,236.0
2017-04-26,232.55
2017-04-27,235.45
2017-04-28,235.85
2017-05-02,236.4
2017-05-03,233.55
2017-05-04,233.65
2017-05-05,231.9
2017-05-08,232.2
2017-05-09,230.85
2017-05-10,233.05
2017-05-11,231.85
2017-05-12,231.6
2017-05-15,240.25
2017-05-16,241.25
2017-05-17,241.5
2017-05-18,234.8
2017-05-19,231.55
2017-05-22,231.1
2017-05-23,222.0
2017-05-24,218.05
2017-05-25,220.8
2017-05-26,230.45
2017-05-29,231.6
2017-05-30,235.0
2017-05-31,236.3
2017-06-01,233.6
2017-06-02,235.45
2017-06-05,233.6
2017-06-06,231.5
2017-06-07,229.1
2017-06-08,236.5
2017-06-09,233.05
2017-06-12,228.05
2017-06-13,228.25
2017-06-14,228.25
2017-06-15,230.6
2017-06-16,228.35
2017-06-19,226.5
2017-06-20,226.5
2017-06-21,223.0
2017-06-22,217.95
2017-06-23,218.65
2017-06-27,214.75
2017-06-28,216.8
2017-06-29,216.6
2017-06-30,218.35
2017-07-03,218.05
2017-07-04,220.2
2017-07-05,226.9
2017-07-06,224.45
2017-07-07,233.8
2017-07-10,243.4
2017-07-11,238.45
2017-07-12,240.15
2017-07-13,244.55
2017-07-14,239.9
2017-07-17,241.6
2017-07-18,239.9
2017-07-19,242.85
2017-07-20,245.35
2017-07-21,245.65
2017-07-24,242.7
2017-07-25,241.95
2017-07-26,247.45
2017-07-27,249.1
2017-07-28,249.5
2017-07-31,250.35
2017-08-01,249.3
2017-08-02,253.95
2017-08-03,248.9
2017-08-04,246.55
2017-08-07,251.5
2017-08-08,248.3
2017-08-09,242.1
2017-08-10,227.4
2017-08-11,228.05
2017-08-14,229.5
2017-08-16,238.55
2017-08-17,244.95
2017-08-18,238.45
2017-08-21,239.4
2017-08-22,237.8
2017-08-23,240.5
2017-08-24,240.05
2017-08-28,239.8
2017-08-29,237.2
2017-08-30,240.6
2017-08-31,239.8
2017-09-01,245.9
2017-09-04,245.5
2017-09-05,245.5
2017-09-06,238.75
2017-09-07,236.05
2017-09-08,232.85
2017-09-11,231.8
2017-09-12,232.05
2017-09-13,230.2
2017-09-14,231.05
2017-09-15,229.55
2017-09-18,230.05
2017-09-19,231.9
2017-09-20,234.9
2017-09-21,230.5
2017-09-22,227.25
2017-09-25,221.9
2017-09-26,219.3
2017-09-27,217.0
2017-09-28,218.0
2017-09-29,217.45
2017-10-03,218.0
2017-10-04,218.2
2017-10-05,217.75
2017-10-06,228.3
2017-10-09,227.75
2017-10-10,224.05
2017-10-11,221.15
2017-10-12,224.0
2017-10-13,222.5
2017-10-16,223.45
2017-10-17,224.2
2017-10-18,222.9
2017-10-19,224.8
2017-10-23,224.9
2017-10-24,228.4
2017-10-25,227.15
2017-10-26,228.2
2017-10-27,236.35
2017-10-30,236.3
2017-10-31,236.0
2017-11-01,239.65
2017-11-02,242.75
2017-11-03,244.45
2017-11-06,253.2
2017-11-07,278.35
2017-11-08,291.45
2017-11-09,282.55
2017-11-10,274.2
2017-11-13,259.4
2017-11-14,256.85
2017-11-15,261.1
2017-11-16,261.2
2017-11-17,262.8
2017-11-20,264.75
2017-11-21,264.7
2017-11-22,262.3
2017-11-23,280.8
2017-11-24,279.1
2017-11-27,280.65
2017-11-28,282.6
2017-11-29,283.7
2017-11-30,279.05
2017-12-01,269.45
2017-12-04,269.1
2017-12-05,262.85
2017-12-06,260.55
2017-12-07,264.55
2017-12-08,264.45
2017-12-11,258.65
2017-12-12,256.9
2017-12-13,252.9
2017-12-14,247.5
2017-12-15,246.85
2017-12-18,252.4
2017-12-19,269.35
2017-12-20,267.85
2017-12-21,270.8
2017-12-22,270.85
2017-12-26,269.05
2017-12-27,275.05
2017-12-28,275.75
2017-12-29,273.85
