Date,SAKUMA
2017-01-02,62.4
2017-01-03,64.25
2017-01-04,64.2
2017-01-05,65.3
2017-01-06,66.85
2017-01-09,65.5
2017-01-10,63.9
2017-01-11,64.55
2017-01-12,64.2
2017-01-13,63.5
2017-01-16,63.75
2017-01-17,63.85
2017-01-18,64.35
2017-01-19,64.35
2017-01-20,63.35
2017-01-23,62.9
2017-01-24,66.1
2017-01-25,66.8
2017-01-27,67.85
2017-01-30,67.0
2017-01-31,66.4
2017-02-01,68.2
2017-02-02,67.35
2017-02-03,67.05
2017-02-06,68.65
2017-02-07,72.05
2017-02-08,70.2
2017-02-09,70.15
2017-02-10,62.95
2017-02-13,62.35
2017-02-14,62.05
2017-02-15,60.55
2017-02-16,61.3
2017-02-17,61.45
2017-02-20,61.75
2017-02-21,62.9
2017-02-22,62.75
2017-02-23,62.3
2017-02-27,63.7
2017-02-28,63.7
2017-03-01,64.8
2017-03-02,64.05
2017-03-03,64.8
2017-03-06,66.75
2017-03-07,67.2
2017-03-08,66.6
2017-03-09,65.6
2017-03-10,65.0
2017-03-14,63.85
2017-03-15,63.85
2017-03-16,63.55
2017-03-17,63.6
2017-03-20,62.95
2017-03-21,62.4
2017-03-22,62.65
2017-03-23,63.25
2017-03-24,63.1
2017-03-27,63.1
2017-03-28,64.5
2017-03-29,63.6
2017-03-30,63.55
2017-03-31,64.45
2017-04-03,66.8
2017-04-05,68.05
2017-04-06,70.0
2017-04-07,68.7
2017-04-10,68.4
2017-04-11,68.8
2017-04-12,69.0
2017-04-13,69.65
2017-04-17,70.05
2017-04-18,66.15
2017-04-19,67.35
2017-04-20,69.1
2017-04-21,68.95
2017-04-24,68.0
2017-04-25,66.9
2017-04-26,68.2
2017-04-27,68.75
2017-04-28,68.85
2017-05-02,68.65
2017-05-03,68.7
2017-05-04,67.5
2017-05-05,65.55
2017-05-08,64.4
2017-05-09,64.15
2017-05-10,65.2
2017-05-11,65.6
2017-05-12,65.45
2017-05-15,65.7
2017-05-16,65.85
2017-05-17,65.0
2017-05-18,64.3
2017-05-19,65.1
2017-05-22,65.45
2017-05-23,64.7
2017-05-24,62.85
2017-05-25,64.2
2017-05-26,64.1
2017-05-29,64.05
2017-05-30,64.05
2017-05-31,66.7
2017-06-01,66.9
2017-06-02,66.95
2017-06-05,68.25
2017-06-06,68.0
2017-06-07,67.65
2017-06-08,67.65
2017-06-09,67.25
2017-06-12,67.95
2017-06-13,67.9
2017-06-14,67.55
2017-06-15,67.9
2017-06-16,69.95
2017-06-19,82.95
2017-06-20,84.15
2017-06-21,84.65
2017-06-22,81.15
2017-06-23,77.6
2017-06-27,74.0
2017-06-28,73.85
2017-06-29,75.8
2017-06-30,74.75
2017-07-03,82.05
2017-07-04,83.1
2017-07-05,84.55
2017-07-06,84.4
2017-07-07,89.55
2017-07-10,102.05
2017-07-11,97.5
2017-07-12,95.3
2017-07-13,92.65
2017-07-14,92.45
2017-07-17,94.45
2017-07-18,91.95
2017-07-19,92.4
2017-07-20,93.4
2017-07-21,91.5
2017-07-24,99.45
2017-07-25,98.15
2017-07-26,102.55
2017-07-27,104.8
2017-07-28,104.45
2017-07-31,105.3
2017-08-01,97.85
2017-08-02,98.25
2017-08-03,107.0
2017-08-04,110.75
2017-08-07,106.15
2017-08-08,105.8
2017-08-09,102.65
2017-08-10,98.4
2017-08-11,95.3
2017-08-14,98.8
2017-08-16,102.1
2017-08-17,103.85
2017-08-18,104.7
2017-08-21,105.0
2017-08-22,118.2
2017-08-23,116.9
2017-08-24,120.8
2017-08-28,124.95
2017-08-29,122.2
2017-08-30,123.75
2017-08-31,131.0
2017-09-01,144.5
2017-09-04,140.0
2017-09-05,141.85
2017-09-06,142.15
2017-09-07,144.95
2017-09-08,144.4
2017-09-11,142.45
2017-09-12,142.85
2017-09-13,143.05
2017-09-14,133.3
2017-09-15,135.0
2017-09-18,140.9
2017-09-19,141.35
2017-09-20,151.3
2017-09-21,161.25
2017-09-22,161.8
2017-09-25,156.05
2017-09-26,155.95
2017-09-27,147.95
2017-09-28,146.75
2017-09-29,150.6
2017-10-03,146.75
2017-10-04,144.95
2017-10-05,144.1
2017-10-06,150.25
2017-10-09,147.65
2017-10-10,148.2
2017-10-11,146.3
2017-10-12,175.55
2017-10-13,176.4
2017-10-16,183.1
2017-10-17,200.5
2017-10-18,203.8
2017-10-19,200.6
2017-10-23,196.3
2017-10-24,204.45
2017-10-25,200.3
2017-10-26,201.7
2017-10-27,205.45
2017-10-30,206.4
2017-10-31,208.5
2017-11-01,207.65
2017-11-02,210.05
2017-11-03,208.9
2017-11-06,220.2
2017-11-07,261.65
2017-11-08,244.05
2017-11-09,245.25
2017-11-10,245.3
2017-11-13,248.05
