Date,NCLIND
2017-01-02,119.05
2017-01-03,121.1
2017-01-04,117.8
2017-01-05,122.1
2017-01-06,120.4
2017-01-09,123.5
2017-01-10,123.95
2017-01-11,125.8
2017-01-12,123.95
2017-01-13,122.9
2017-01-16,121.0
2017-01-17,121.15
2017-01-18,124.95
2017-01-19,122.7
2017-01-20,120.35
2017-01-23,120.9
2017-01-24,123.25
2017-01-25,126.35
2017-01-27,130.95
2017-01-30,126.95
2017-01-31,128.65
2017-02-01,134.85
2017-02-02,131.95
2017-02-03,130.75
2017-02-06,134.75
2017-02-07,142.7
2017-02-08,145.25
2017-02-09,143.4
2017-02-10,141.05
2017-02-13,132.4
2017-02-14,152.65
2017-02-15,146.25
2017-02-16,152.75
2017-02-17,150.95
2017-02-20,153.6
2017-02-21,156.3
2017-02-22,154.95
2017-02-23,160.8
2017-02-27,166.15
2017-02-28,164.8
2017-03-01,166.05
2017-03-02,160.75
2017-03-03,164.2
2017-03-06,160.35
2017-03-07,157.1
2017-03-08,159.05
2017-03-09,156.65
2017-03-10,160.15
2017-03-14,161.0
2017-03-15,163.6
2017-03-16,167.05
2017-03-17,172.85
2017-03-20,169.95
2017-03-21,174.5
2017-03-22,177.8
2017-03-23,180.75
2017-03-24,187.35
2017-03-27,198.3
2017-03-28,204.9
2017-03-29,197.7
2017-03-30,202.05
2017-03-31,198.75
2017-04-03,214.55
2017-04-05,218.65
2017-04-06,214.3
2017-04-07,210.15
2017-04-10,216.55
2017-04-11,215.4
2017-04-12,214.1
2017-04-13,208.85
2017-04-17,205.5
2017-04-18,214.1
2017-04-19,220.6
2017-04-20,219.5
2017-04-21,214.55
2017-04-24,221.6
2017-04-25,221.7
2017-04-26,217.9
2017-04-27,216.5
2017-04-28,223.15
2017-05-02,219.6
2017-05-03,217.05
2017-05-04,215.3
2017-05-05,211.65
2017-05-08,215.2
2017-05-09,214.1
2017-05-10,215.1
2017-05-11,214.1
2017-05-12,209.8
2017-05-15,219.5
2017-05-16,221.4
2017-05-17,226.15
2017-05-18,218.4
2017-05-19,213.85
2017-05-22,215.35
2017-05-23,209.8
2017-05-24,203.9
2017-05-25,203.4
2017-05-26,211.4
2017-05-29,192.35
2017-05-30,195.1
2017-05-31,203.05
2017-06-01,203.3
2017-06-02,210.15
2017-06-05,211.25
2017-06-06,206.75
2017-06-07,206.3
2017-06-08,206.2
2017-06-09,209.95
2017-06-12,208.05
2017-06-13,202.35
2017-06-14,211.25
2017-06-15,218.25
2017-06-16,222.5
2017-06-19,218.55
2017-06-20,218.0
2017-06-21,218.1
2017-06-22,217.95
2017-06-23,217.0
2017-06-27,217.2
2017-06-28,211.85
2017-06-29,214.7
2017-06-30,215.95
2017-07-03,217.2
2017-07-04,218.3
2017-07-05,219.9
2017-07-06,224.25
2017-07-07,220.7
2017-07-10,216.15
2017-07-11,218.15
2017-07-12,220.2
2017-07-13,220.45
2017-07-14,218.05
2017-07-17,216.35
2017-07-18,213.3
2017-07-19,213.85
2017-07-20,216.45
2017-07-21,223.15
2017-07-24,218.65
2017-07-25,216.1
2017-07-26,212.8
2017-07-27,211.5
2017-07-28,205.0
2017-07-31,195.65
2017-08-01,209.5
2017-08-02,204.7
2017-08-03,205.7
2017-08-04,204.3
2017-08-07,212.55
2017-08-08,209.45
2017-08-09,205.85
2017-08-10,199.25
2017-08-11,196.05
2017-08-14,209.8
2017-08-16,221.65
2017-08-17,221.15
2017-08-18,223.0
2017-08-21,235.9
2017-08-22,232.25
2017-08-23,230.5
2017-08-24,232.15
2017-08-28,240.15
2017-08-29,235.3
2017-08-30,237.8
2017-08-31,233.5
2017-09-01,231.75
2017-09-04,226.05
2017-09-05,240.4
2017-09-06,236.6
2017-09-07,234.95
2017-09-08,233.25
2017-09-11,233.55
2017-09-12,233.7
2017-09-13,236.2
2017-09-14,243.55
2017-09-15,238.4
2017-09-18,232.25
2017-09-19,230.5
2017-09-20,231.25
2017-09-21,228.95
2017-09-22,225.65
2017-09-25,221.75
2017-09-26,225.5
2017-09-27,220.4
2017-09-28,227.55
2017-09-29,223.75
2017-10-03,222.45
2017-10-04,224.8
2017-10-05,228.35
2017-10-06,229.45
2017-10-09,235.1
2017-10-10,232.75
2017-10-11,229.0
2017-10-12,230.05
2017-10-13,232.25
2017-10-16,228.5
2017-10-17,226.35
2017-10-18,227.0
2017-10-19,227.5
2017-10-23,229.0
2017-10-24,230.5
2017-10-25,231.3
2017-10-26,233.95
2017-10-27,238.05
2017-10-30,260.7
2017-10-31,252.8
2017-11-01,253.8
2017-11-02,259.65
2017-11-03,254.4
2017-11-06,268.95
2017-11-07,263.55
2017-11-08,256.05
2017-11-09,257.4
2017-11-10,256.15
2017-11-13,252.25
2017-11-14,253.75
2017-11-15,241.8
2017-11-16,248.9
2017-11-17,246.9
2017-11-20,251.2
2017-11-21,250.7
2017-11-22,252.3
2017-11-23,245.45
2017-11-24,247.3
2017-11-27,246.45
2017-11-28,245.95
2017-11-29,259.7
2017-11-30,252.4
2017-12-01,254.8
2017-12-04,240.95
2017-12-05,239.55
2017-12-06,238.55
2017-12-07,243.7
2017-12-08,245.3
2017-12-11,242.8
2017-12-12,247.65
2017-12-13,242.45
2017-12-14,238.95
2017-12-15,243.4
2017-12-18,243.9
2017-12-19,249.3
2017-12-20,253.6
2017-12-21,255.2
2017-12-22,250.05
2017-12-26,251.8
2017-12-27,253.2
2017-12-28,252.2
2017-12-29,250.65
