Date,PURVA
2017-01-02,44.5
2017-01-03,44.2
2017-01-04,44.45
2017-01-05,44.45
2017-01-06,43.85
2017-01-09,44.15
2017-01-10,44.15
2017-01-11,44.15
2017-01-12,43.85
2017-01-13,43.85
2017-01-16,44.35
2017-01-17,43.75
2017-01-18,44.25
2017-01-19,44.95
2017-01-20,44.45
2017-01-23,44.9
2017-01-24,46.2
2017-01-25,45.6
2017-01-27,45.7
2017-01-30,45.5
2017-01-31,45.35
2017-02-01,46.8
2017-02-02,47.05
2017-02-03,48.8
2017-02-06,54.55
2017-02-07,52.65
2017-02-08,52.35
2017-02-09,51.8
2017-02-10,52.45
2017-02-13,51.25
2017-02-14,49.95
2017-02-15,47.75
2017-02-16,48.35
2017-02-17,49.5
2017-02-20,49.5
2017-02-21,50.0
2017-02-22,49.75
2017-02-23,49.65
2017-02-27,51.9
2017-02-28,52.45
2017-03-01,52.75
2017-03-02,50.4
2017-03-03,50.9
2017-03-06,50.85
2017-03-07,51.45
2017-03-08,51.6
2017-03-09,51.25
2017-03-10,51.3
2017-03-14,53.0
2017-03-15,53.6
2017-03-16,57.85
2017-03-17,56.85
2017-03-20,55.25
2017-03-21,59.8
2017-03-22,59.8
2017-03-23,64.0
2017-03-24,66.05
2017-03-27,64.9
2017-03-28,66.8
2017-03-29,67.45
2017-03-30,66.7
2017-03-31,67.35
2017-04-03,68.55
2017-04-05,69.9
2017-04-06,69.4
2017-04-07,67.1
2017-04-10,67.8
2017-04-11,68.45
2017-04-12,67.05
2017-04-13,67.35
2017-04-17,69.6
2017-04-18,67.85
2017-04-19,67.75
2017-04-20,68.0
2017-04-21,67.6
2017-04-24,68.4
2017-04-25,67.7
2017-04-26,66.6
2017-04-27,66.55
2017-04-28,66.45
2017-05-02,66.9
2017-05-03,66.3
2017-05-04,65.9
2017-05-05,63.45
2017-05-08,65.5
2017-05-09,67.05
2017-05-10,66.55
2017-05-11,66.15
2017-05-12,64.95
2017-05-15,64.65
2017-05-16,64.9
2017-05-17,64.6
2017-05-18,63.5
2017-05-19,62.6
2017-05-22,60.5
2017-05-23,60.1
2017-05-24,60.25
2017-05-25,61.6
2017-05-26,63.8
2017-05-29,63.3
2017-05-30,64.8
2017-05-31,65.7
2017-06-01,66.55
2017-06-02,65.1
2017-06-05,67.45
2017-06-06,65.7
2017-06-07,67.1
2017-06-08,66.15
2017-06-09,66.8
2017-06-12,66.0
2017-06-13,66.2
2017-06-14,65.6
2017-06-15,65.9
2017-06-16,68.45
2017-06-19,67.9
2017-06-20,68.9
2017-06-21,67.85
2017-06-22,67.05
2017-06-23,65.55
2017-06-27,63.65
2017-06-28,63.4
2017-06-29,63.75
2017-06-30,62.85
2017-07-03,66.6
2017-07-04,68.1
2017-07-05,66.9
2017-07-06,70.2
2017-07-07,69.8
2017-07-10,72.8
2017-07-11,74.35
2017-07-12,73.9
2017-07-13,73.65
2017-07-14,74.0
2017-07-17,73.4
2017-07-18,72.75
2017-07-19,72.8
2017-07-20,75.65
2017-07-21,77.1
2017-07-24,77.3
2017-07-25,77.65
2017-07-26,76.9
2017-07-27,74.6
2017-07-28,75.2
2017-07-31,75.7
2017-08-01,75.3
2017-08-02,75.1
2017-08-03,74.65
2017-08-04,77.75
2017-08-07,77.15
2017-08-08,74.2
2017-08-09,72.1
2017-08-10,66.7
2017-08-11,67.8
2017-08-14,70.05
2017-08-16,72.2
2017-08-17,73.6
2017-08-18,71.6
2017-08-21,72.55
2017-08-22,70.2
2017-08-23,72.15
2017-08-24,70.6
2017-08-28,71.35
2017-08-29,70.9
2017-08-30,72.45
2017-08-31,72.15
2017-09-01,73.35
2017-09-04,71.5
2017-09-05,75.05
2017-09-06,77.2
2017-09-07,80.55
2017-09-08,79.45
2017-09-11,81.7
2017-09-12,86.1
2017-09-13,81.6
2017-09-14,80.3
2017-09-15,79.2
2017-09-18,81.55
2017-09-19,80.35
2017-09-20,80.1
2017-09-21,77.5
2017-09-22,75.2
2017-09-25,72.85
2017-09-26,74.75
2017-09-27,72.15
2017-09-28,74.05
2017-09-29,72.8
2017-10-03,72.4
2017-10-04,74.25
2017-10-05,74.6
2017-10-06,74.1
2017-10-09,81.75
2017-10-10,81.5
2017-10-11,79.0
2017-10-12,78.1
2017-10-13,79.95
2017-10-16,81.15
2017-10-17,80.45
2017-10-18,80.15
2017-10-19,87.85
2017-10-23,96.85
2017-10-24,96.35
2017-10-25,97.2
2017-10-26,97.85
2017-10-27,98.0
2017-10-30,97.7
2017-10-31,96.7
2017-11-01,97.25
2017-11-02,97.9
2017-11-03,98.0
2017-11-06,98.3
2017-11-07,92.85
2017-11-08,94.45
2017-11-09,94.9
2017-11-10,97.6
2017-11-13,95.45
2017-11-14,94.65
2017-11-15,94.95
2017-11-16,97.45
2017-11-17,108.85
2017-11-20,125.75
2017-11-21,139.05
2017-11-22,133.8
2017-11-23,138.8
2017-11-24,152.65
2017-11-27,148.9
2017-11-28,146.75
2017-11-29,146.5
2017-11-30,138.2
2017-12-01,135.4
2017-12-04,136.15
2017-12-05,136.1
2017-12-06,131.9
2017-12-07,151.95
2017-12-08,146.3
2017-12-11,152.35
2017-12-12,165.85
2017-12-13,159.9
2017-12-14,158.05
2017-12-15,156.2
2017-12-18,159.2
2017-12-19,161.8
2017-12-20,162.6
2017-12-21,167.7
2017-12-22,176.2
2017-12-26,176.1
2017-12-27,171.2
2017-12-28,168.8
2017-12-29,167.15
