Date,MANALIPETC
2017-01-02,33.35
2017-01-03,34.1
2017-01-04,35.75
2017-01-05,35.8
2017-01-06,35.4
2017-01-09,36.5
2017-01-10,36.8
2017-01-11,36.35
2017-01-12,36.0
2017-01-13,36.15
2017-01-16,36.2
2017-01-17,35.9
2017-01-18,36.1
2017-01-19,37.1
2017-01-20,37.35
2017-01-23,37.25
2017-01-24,37.35
2017-01-25,37.55
2017-01-27,37.25
2017-01-30,36.7
2017-01-31,36.55
2017-02-01,37.3
2017-02-02,37.15
2017-02-03,36.3
2017-02-06,35.95
2017-02-07,37.4
2017-02-08,37.15
2017-02-09,36.75
2017-02-10,36.75
2017-02-13,36.15
2017-02-14,35.2
2017-02-15,34.4
2017-02-16,34.8
2017-02-17,35.7
2017-02-20,35.65
2017-02-21,35.45
2017-02-22,34.7
2017-02-23,34.75
2017-02-27,35.5
2017-02-28,41.7
2017-03-01,40.45
2017-03-02,38.4
2017-03-03,38.9
2017-03-06,38.95
2017-03-07,38.4
2017-03-08,37.85
2017-03-09,37.05
2017-03-10,36.6
2017-03-14,36.8
2017-03-15,38.0
2017-03-16,38.1
2017-03-17,37.6
2017-03-20,37.8
2017-03-21,37.45
2017-03-22,39.05
2017-03-23,39.25
2017-03-24,38.15
2017-03-27,38.1
2017-03-28,38.8
2017-03-29,40.3
2017-03-30,40.3
2017-03-31,39.9
2017-04-03,41.8
2017-04-05,42.35
2017-04-06,41.85
2017-04-07,40.3
2017-04-10,40.7
2017-04-11,41.55
2017-04-12,42.8
2017-04-13,43.95
2017-04-17,46.05
2017-04-18,44.7
2017-04-19,44.05
2017-04-20,44.1
2017-04-21,46.0
2017-04-24,47.3
2017-04-25,46.5
2017-04-26,44.35
2017-04-27,44.0
2017-04-28,44.05
2017-05-02,43.5
2017-05-03,42.6
2017-05-04,42.2
2017-05-05,41.0
2017-05-08,43.5
2017-05-09,42.95
2017-05-10,43.4
2017-05-11,43.85
2017-05-12,43.0
2017-05-15,42.9
2017-05-16,43.05
2017-05-17,38.6
2017-05-18,37.4
2017-05-19,37.2
2017-05-22,36.0
2017-05-23,35.65
2017-05-24,34.5
2017-05-25,36.05
2017-05-26,36.8
2017-05-29,35.8
2017-05-30,34.75
2017-05-31,34.9
2017-06-01,34.95
2017-06-02,35.7
2017-06-05,35.65
2017-06-06,35.2
2017-06-07,36.8
2017-06-08,37.4
2017-06-09,37.45
2017-06-12,37.35
2017-06-13,36.95
2017-06-14,36.9
2017-06-15,36.65
2017-06-16,36.7
2017-06-19,36.75
2017-06-20,38.2
2017-06-21,38.75
2017-06-22,39.2
2017-06-23,37.5
2017-06-27,36.5
2017-06-28,36.3
2017-06-29,36.7
2017-06-30,36.5
2017-07-03,38.1
2017-07-04,37.75
2017-07-05,39.35
2017-07-06,40.25
2017-07-07,39.7
2017-07-10,39.0
2017-07-11,38.05
2017-07-12,38.7
2017-07-13,38.2
2017-07-14,37.65
2017-07-17,38.05
2017-07-18,37.65
2017-07-19,40.15
2017-07-20,38.3
2017-07-21,37.35
2017-07-24,37.05
2017-07-25,37.05
2017-07-26,37.15
2017-07-27,36.65
2017-07-28,36.4
2017-07-31,36.1
2017-08-01,35.9
2017-08-02,35.7
2017-08-03,35.45
2017-08-04,35.8
2017-08-07,35.65
2017-08-08,35.0
2017-08-09,34.3
2017-08-10,31.9
2017-08-11,31.95
2017-08-14,32.75
2017-08-16,33.1
2017-08-17,33.75
2017-08-18,33.35
2017-08-21,33.15
2017-08-22,32.4
2017-08-23,32.8
2017-08-24,33.1
2017-08-28,33.1
2017-08-29,33.15
2017-08-30,33.9
2017-08-31,34.8
2017-09-01,35.6
2017-09-04,35.95
2017-09-05,33.95
2017-09-06,34.75
2017-09-07,34.7
2017-09-08,37.35
2017-09-11,36.2
2017-09-12,35.7
2017-09-13,34.8
2017-09-14,35.6
2017-09-15,34.85
2017-09-18,34.8
2017-09-19,35.7
2017-09-20,35.7
2017-09-21,35.3
2017-09-22,34.1
2017-09-25,32.75
2017-09-26,33.15
2017-09-27,32.4
2017-09-28,32.6
2017-09-29,32.45
2017-10-03,36.8
2017-10-04,35.45
2017-10-05,35.65
2017-10-06,35.85
2017-10-09,35.35
2017-10-10,35.1
2017-10-11,34.95
2017-10-12,35.3
2017-10-13,35.55
2017-10-16,35.45
2017-10-17,35.1
2017-10-18,34.7
2017-10-19,34.85
2017-10-23,35.1
2017-10-24,38.05
2017-10-25,37.0
2017-10-26,37.4
2017-10-27,37.55
2017-10-30,37.7
2017-10-31,37.2
2017-11-01,37.8
2017-11-02,37.35
2017-11-03,38.2
2017-11-06,38.0
2017-11-07,36.8
2017-11-08,35.85
2017-11-09,36.1
2017-11-10,35.9
2017-11-13,35.2
2017-11-14,35.45
2017-11-15,34.15
2017-11-16,34.5
2017-11-17,34.4
2017-11-20,34.6
2017-11-21,34.95
2017-11-22,34.6
2017-11-23,34.55
2017-11-24,36.65
2017-11-27,38.95
2017-11-28,37.85
2017-11-29,40.25
2017-11-30,40.25
2017-12-01,38.6
2017-12-04,38.25
2017-12-05,37.35
2017-12-06,35.8
2017-12-07,36.4
2017-12-08,36.6
2017-12-11,37.3
2017-12-12,36.15
2017-12-13,35.9
2017-12-14,35.3
2017-12-15,35.5
2017-12-18,35.65
2017-12-19,38.0
2017-12-20,39.2
2017-12-21,40.15
2017-12-22,39.05
2017-12-26,38.75
2017-12-27,40.1
2017-12-28,39.4
2017-12-29,39.35
