Date,NUTEK
2017-01-02,0.85
2017-01-03,0.8
2017-01-04,0.8
2017-01-05,0.8
2017-01-06,0.8
2017-01-09,0.75
2017-01-10,0.8
2017-01-11,0.8
2017-01-12,0.75
2017-01-13,0.8
2017-01-16,0.75
2017-01-17,0.75
2017-01-18,0.8
2017-01-19,0.8
2017-01-20,0.8
2017-01-23,0.75
2017-01-24,0.7
2017-01-25,0.7
2017-01-27,0.7
2017-01-30,0.75
2017-01-31,0.75
2017-02-01,0.75
2017-02-02,0.7
2017-02-03,0.75
2017-02-06,0.7
2017-02-07,0.7
2017-02-08,0.75
2017-02-09,0.75
2017-02-10,0.7
2017-02-13,0.7
2017-02-14,0.65
2017-02-15,0.65
2017-02-16,0.7
2017-02-17,0.7
2017-02-20,0.7
2017-02-21,0.7
2017-02-22,0.7
2017-02-23,0.7
2017-02-27,0.7
2017-02-28,0.7
2017-03-01,0.7
2017-03-02,0.7
2017-03-03,0.7
2017-03-06,0.7
2017-03-07,0.7
2017-03-08,0.7
2017-03-09,0.7
2017-03-10,0.75
2017-03-14,0.7
2017-03-15,0.7
2017-03-16,0.75
2017-03-17,0.7
2017-03-20,0.7
2017-03-21,0.7
2017-03-22,0.65
2017-03-23,0.7
2017-03-24,0.7
2017-03-27,0.7
2017-03-28,0.7
2017-03-29,0.65
2017-03-30,0.7
2017-03-31,0.7
2017-04-03,0.65
2017-04-05,0.65
2017-04-06,0.65
2017-04-07,0.65
2017-04-10,0.65
2017-04-11,0.7
2017-04-12,0.75
2017-04-13,0.7
2017-04-17,0.75
2017-04-18,0.75
2017-04-19,0.75
2017-04-20,0.8
2017-04-21,0.75
2017-04-24,0.7
2017-04-25,0.75
2017-04-26,0.7
2017-04-27,0.7
2017-04-28,0.7
2017-05-02,0.7
2017-05-03,0.75
2017-05-04,0.7
2017-05-05,0.75
2017-05-08,0.75
2017-05-09,0.7
2017-05-10,0.7
2017-05-11,0.7
2017-05-12,0.7
2017-05-15,0.7
2017-05-16,0.65
2017-05-17,0.65
2017-05-18,0.7
2017-05-19,0.65
2017-05-22,0.7
2017-05-23,0.65
2017-05-24,0.6
2017-05-25,0.6
2017-05-26,0.6
2017-05-29,0.65
2017-05-30,0.6
2017-05-31,0.6
2017-06-01,0.65
2017-06-02,0.65
2017-06-05,0.6
2017-06-06,0.65
2017-06-07,0.65
2017-06-08,0.6
2017-06-09,0.6
2017-06-12,0.6
2017-06-13,0.65
2017-06-14,0.6
2017-06-15,0.6
2017-06-16,0.6
2017-06-19,0.6
2017-06-20,0.6
2017-06-21,0.7
2017-06-22,0.7
2017-06-23,0.7
2017-06-27,0.75
2017-06-28,0.75
2017-06-29,0.75
2017-06-30,0.7
2017-07-03,0.75
2017-07-04,0.75
2017-07-05,0.7
2017-07-06,0.7
2017-07-07,0.75
2017-07-10,0.7
2017-07-11,0.8
2017-07-12,0.95
2017-07-13,1.0
2017-07-14,1.0
2017-07-17,1.0
2017-07-18,1.05
2017-07-19,1.0
2017-07-20,0.9
2017-07-21,0.9
2017-07-24,0.9
2017-07-25,0.85
2017-07-26,0.85
2017-07-27,0.9
2017-07-28,0.85
2017-07-31,0.8
2017-08-01,0.8
2017-08-02,0.75
2017-08-03,0.75
2017-08-04,0.75
2017-08-07,0.75
2017-10-10,0.65
2017-10-11,0.6
2017-10-12,0.6
2017-10-13,0.55
2017-10-16,0.6
2017-10-17,0.6
2017-10-18,0.55
2017-10-19,0.6
2017-10-23,0.65
2017-10-24,0.7
2017-10-25,0.75
2017-10-26,0.8
2017-10-27,0.85
2017-10-30,0.8
2017-10-31,0.85
2017-11-01,0.8
2017-11-02,0.8
2017-11-03,0.75
2017-11-06,0.8
2017-11-07,0.85
2017-11-08,0.9
2017-11-09,0.95
2017-11-10,1.0
2017-11-13,1.05
2017-11-14,1.1
2017-11-15,1.15
2017-11-16,1.2
2017-11-17,1.25
2017-11-20,1.3
2017-11-21,1.35
2017-11-22,1.4
2017-11-23,1.45
2017-11-24,1.5
2017-11-27,1.55
2017-11-28,1.6
2017-11-29,1.65
2017-11-30,1.7
2017-12-01,1.75
2017-12-04,1.8
2017-12-05,1.85
2017-12-06,1.9
2017-12-07,1.95
2017-12-08,2.0
2017-12-11,1.9
2017-12-12,1.85
2017-12-13,1.8
2017-12-14,1.75
2017-12-15,1.7
2017-12-18,1.65
2017-12-19,1.6
2017-12-20,1.55
2017-12-21,1.6
2017-12-22,1.65
2017-12-26,1.6
2017-12-27,1.55
2017-12-28,1.6
2017-12-29,1.65
