Date,VICEROY
2017-01-02,19.2
2017-01-03,19.8
2017-01-04,19.75
2017-01-05,20.2
2017-01-06,19.6
2017-01-09,19.3
2017-01-10,20.15
2017-01-11,20.1
2017-01-12,19.8
2017-01-13,20.75
2017-01-16,20.35
2017-01-17,19.95
2017-01-18,20.0
2017-01-19,20.0
2017-01-20,19.45
2017-01-23,20.3
2017-01-24,20.4
2017-01-25,20.3
2017-01-27,20.15
2017-01-30,19.65
2017-01-31,19.25
2017-02-01,19.7
2017-02-02,19.55
2017-02-03,19.5
2017-02-06,20.3
2017-02-07,20.2
2017-02-08,21.1
2017-02-09,21.05
2017-02-10,20.85
2017-02-13,20.3
2017-02-14,19.95
2017-02-15,19.5
2017-02-16,19.75
2017-02-17,19.7
2017-02-20,20.2
2017-02-21,20.15
2017-02-22,20.1
2017-02-23,19.9
2017-02-27,19.25
2017-02-28,19.55
2017-03-01,20.3
2017-03-02,19.6
2017-03-03,19.45
2017-03-06,19.7
2017-03-07,19.65
2017-03-08,19.55
2017-03-09,19.7
2017-03-10,19.75
2017-03-14,19.7
2017-03-15,19.65
2017-03-16,19.7
2017-03-17,21.25
2017-03-20,20.8
2017-03-21,20.3
2017-03-22,20.1
2017-03-23,20.4
2017-03-24,21.0
2017-03-27,21.4
2017-03-28,21.25
2017-03-29,20.5
2017-03-30,20.4
2017-03-31,20.55
2017-04-03,21.05
2017-04-05,22.9
2017-04-06,22.95
2017-04-07,21.8
2017-04-10,22.1
2017-04-11,22.8
2017-04-12,22.2
2017-04-13,22.9
2017-04-17,22.15
2017-04-18,23.2
2017-04-19,23.65
2017-04-20,23.1
2017-04-21,23.95
2017-04-24,23.75
2017-04-25,24.0
2017-04-26,23.35
2017-04-27,22.95
2017-04-28,22.8
2017-05-02,22.6
2017-05-03,22.6
2017-05-04,22.15
2017-05-05,21.45
2017-05-08,22.2
2017-05-09,22.6
2017-05-10,23.0
2017-05-11,22.5
2017-05-12,21.95
2017-05-15,22.0
2017-05-16,22.5
2017-05-17,22.1
2017-05-18,21.65
2017-05-19,20.95
2017-05-22,20.5
2017-05-23,20.9
2017-05-24,19.55
2017-05-25,20.5
2017-05-26,20.95
2017-05-29,19.85
2017-05-30,19.55
2017-05-31,19.2
2017-06-01,19.2
2017-06-02,19.7
2017-06-05,19.85
2017-06-06,19.3
2017-06-07,19.7
2017-06-08,19.8
2017-06-09,19.55
2017-06-12,19.0
2017-06-13,18.9
2017-06-14,18.85
2017-06-15,18.95
2017-06-16,18.95
2017-06-19,20.05
2017-06-20,19.3
2017-06-21,19.65
2017-06-22,19.55
2017-06-23,19.0
2017-06-27,18.85
2017-06-28,18.8
2017-06-29,19.2
2017-06-30,19.0
2017-07-03,19.0
2017-07-04,19.0
2017-07-05,19.1
2017-07-06,19.05
2017-07-07,19.3
2017-07-10,19.35
2017-07-11,19.15
2017-07-12,19.1
2017-07-13,19.1
2017-07-14,18.95
2017-07-17,19.3
2017-07-18,20.0
2017-07-19,19.9
2017-07-20,19.7
2017-07-21,19.85
2017-07-24,20.4
2017-07-25,20.05
2017-07-26,20.55
2017-07-27,19.95
2017-07-28,19.35
2017-07-31,19.1
2017-08-01,19.1
2017-08-02,19.0
2017-08-03,18.7
2017-08-04,18.75
2017-08-07,19.8
2017-08-08,19.35
2017-08-09,18.25
2017-08-10,17.45
2017-08-11,16.55
2017-08-14,16.5
2017-08-16,17.05
2017-08-17,17.1
2017-08-18,16.85
2017-08-21,17.0
2017-08-22,16.8
2017-08-23,17.2
2017-08-24,17.4
2017-08-28,18.5
2017-08-29,18.65
2017-08-30,18.65
2017-08-31,18.75
2017-09-01,18.75
2017-09-04,19.0
2017-09-05,18.95
2017-09-06,19.65
2017-09-07,19.65
2017-09-08,19.2
2017-09-11,19.1
2017-09-12,19.5
2017-09-13,18.9
2017-09-14,19.2
2017-09-15,19.0
2017-09-18,18.65
2017-09-19,18.25
2017-09-20,18.1
2017-09-21,21.7
2017-09-22,22.0
2017-09-25,19.4
2017-09-26,19.05
2017-09-27,18.35
2017-09-28,19.1
2017-09-29,18.75
2017-10-03,18.7
2017-10-04,18.4
2017-10-05,17.9
2017-10-06,18.05
2017-10-09,18.75
2017-10-10,19.1
2017-10-11,18.5
2017-10-12,18.5
2017-10-13,18.25
2017-10-16,18.0
2017-10-17,17.8
2017-10-18,17.55
2017-10-19,17.65
2017-10-23,16.85
2017-10-24,17.3
2017-10-25,16.95
2017-10-26,16.95
2017-10-27,16.9
2017-10-30,16.95
2017-10-31,16.95
2017-11-01,16.85
2017-11-02,17.05
2017-11-03,16.7
2017-11-06,16.55
2017-11-07,16.0
2017-11-08,17.3
2017-11-09,16.7
2017-11-10,16.95
2017-11-13,17.35
2017-11-14,16.8
2017-11-15,16.4
2017-11-16,16.0
2017-11-17,16.35
2017-11-20,16.45
2017-11-21,16.45
2017-11-22,16.25
2017-11-23,16.65
2017-11-24,17.3
2017-11-27,17.2
2017-11-28,17.05
2017-11-29,17.0
2017-11-30,17.15
2017-12-01,17.6
2017-12-04,17.0
2017-12-05,16.85
2017-12-06,16.7
2017-12-07,17.45
2017-12-08,17.3
2017-12-11,17.25
2017-12-12,17.2
2017-12-13,16.9
2017-12-14,16.7
2017-12-15,17.05
2017-12-18,16.8
2017-12-19,16.95
2017-12-20,17.55
2017-12-21,17.9
2017-12-22,18.1
2017-12-26,18.3
2017-12-27,18.2
2017-12-28,17.85
2017-12-29,17.8
