Date,ADANIPOWER
2017-01-02,30.6
2017-01-03,30.65
2017-01-04,31.65
2017-01-05,32.6
2017-01-06,32.7
2017-01-09,32.9
2017-01-10,33.5
2017-01-11,35.15
2017-01-12,36.45
2017-01-13,36.15
2017-01-16,36.15
2017-01-17,37.0
2017-01-18,37.85
2017-01-19,38.75
2017-01-20,34.35
2017-01-23,34.75
2017-01-24,35.2
2017-01-25,35.35
2017-01-27,36.6
2017-01-30,36.05
2017-01-31,36.25
2017-02-01,36.8
2017-02-02,37.0
2017-02-03,36.65
2017-02-06,37.2
2017-02-07,36.45
2017-02-08,36.7
2017-02-09,36.75
2017-02-10,36.6
2017-02-13,36.35
2017-02-14,36.05
2017-02-15,34.65
2017-02-16,35.1
2017-02-17,34.85
2017-02-20,35.8
2017-02-21,35.75
2017-02-22,36.7
2017-02-23,38.3
2017-02-27,38.7
2017-02-28,38.6
2017-03-01,38.6
2017-03-02,36.7
2017-03-03,37.05
2017-03-06,38.55
2017-03-07,40.45
2017-03-08,38.5
2017-03-09,37.85
2017-03-10,38.3
2017-03-14,39.5
2017-03-15,38.9
2017-03-16,39.9
2017-03-17,39.55
2017-03-20,40.3
2017-03-21,39.95
2017-03-22,39.4
2017-03-23,39.95
2017-03-24,39.45
2017-03-27,39.15
2017-03-28,39.9
2017-03-29,40.0
2017-03-30,39.9
2017-03-31,39.9
2017-04-03,40.7
2017-04-05,42.15
2017-04-06,44.3
2017-04-07,43.65
2017-04-10,44.25
2017-04-11,37.2
2017-04-12,33.9
2017-04-13,32.9
2017-04-17,32.9
2017-04-18,33.25
2017-04-19,33.1
2017-04-20,33.05
2017-04-21,32.7
2017-04-24,33.25
2017-04-25,32.95
2017-04-26,32.7
2017-04-27,32.7
2017-04-28,33.0
2017-05-02,32.5
2017-05-03,30.95
2017-05-04,30.65
2017-05-05,29.95
2017-05-08,30.95
2017-05-09,31.2
2017-05-10,31.1
2017-05-11,30.85
2017-05-12,30.25
2017-05-15,30.25
2017-05-16,32.85
2017-05-17,33.1
2017-05-18,31.9
2017-05-19,32.4
2017-05-22,31.45
2017-05-23,29.85
2017-05-24,28.0
2017-05-25,28.65
2017-05-26,28.9
2017-05-29,26.7
2017-05-30,27.35
2017-05-31,27.7
2017-06-01,26.95
2017-06-02,27.2
2017-06-05,26.8
2017-06-06,27.25
2017-06-07,27.35
2017-06-08,26.9
2017-06-09,26.8
2017-06-12,27.8
2017-06-13,27.45
2017-06-14,27.7
2017-06-15,27.6
2017-06-16,27.55
2017-06-19,27.2
2017-06-20,27.35
2017-06-21,27.2
2017-06-22,27.3
2017-06-23,26.8
2017-06-27,27.1
2017-06-28,28.25
2017-06-29,29.1
2017-06-30,29.8
2017-07-03,29.7
2017-07-04,28.85
2017-07-05,28.7
2017-07-06,28.3
2017-07-07,28.4
2017-07-10,29.8
2017-07-11,29.25
2017-07-12,29.4
2017-07-13,30.25
2017-07-14,29.7
2017-07-17,30.05
2017-07-18,29.9
2017-07-19,30.25
2017-07-20,29.9
2017-07-21,32.05
2017-07-24,33.05
2017-07-25,33.15
2017-07-26,34.95
2017-07-27,33.95
2017-07-28,33.7
2017-07-31,33.5
2017-08-01,33.35
2017-08-02,33.2
2017-08-03,32.5
2017-08-04,32.9
2017-08-07,32.9
2017-08-08,31.6
2017-08-09,31.55
2017-08-10,28.7
2017-08-11,27.2
2017-08-14,28.6
2017-08-16,29.55
2017-08-17,28.7
2017-08-18,28.8
2017-08-21,27.9
2017-08-22,27.75
2017-08-23,28.35
2017-08-24,28.55
2017-08-28,30.3
2017-08-29,29.8
2017-08-30,32.15
2017-08-31,33.35
2017-09-01,32.65
2017-09-04,30.85
2017-09-05,31.05
2017-09-06,31.45
2017-09-07,31.5
2017-09-08,30.85
2017-09-11,31.25
2017-09-12,33.15
2017-09-13,31.85
2017-09-14,32.15
2017-09-15,31.45
2017-09-18,31.6
2017-09-19,31.7
2017-09-20,32.35
2017-09-21,32.35
2017-09-22,30.45
2017-09-25,30.7
2017-09-26,30.2
2017-09-27,29.1
2017-09-28,29.3
2017-09-29,29.55
2017-10-03,29.05
2017-10-04,29.45
2017-10-05,30.45
2017-10-06,30.95
2017-10-09,30.1
2017-10-10,29.95
2017-10-11,30.05
2017-10-12,30.25
2017-10-13,30.05
2017-10-16,29.95
2017-10-17,29.8
2017-10-18,29.2
2017-10-19,29.05
2017-10-23,30.45
2017-10-24,30.0
2017-10-25,30.25
2017-10-26,32.6
2017-10-27,32.65
2017-10-30,33.45
2017-10-31,32.75
2017-11-01,32.65
2017-11-02,33.7
2017-11-03,34.55
2017-11-06,35.65
2017-11-07,33.8
2017-11-08,33.85
2017-11-09,34.15
2017-11-10,34.55
2017-11-13,33.9
2017-11-14,33.6
2017-11-15,32.15
2017-11-16,33.15
2017-11-17,34.25
2017-11-20,35.05
2017-11-21,34.4
2017-11-22,35.45
2017-11-23,35.2
2017-11-24,35.4
2017-11-27,36.6
2017-11-28,36.6
2017-11-29,36.0
2017-11-30,35.5
2017-12-01,34.15
2017-12-04,33.75
2017-12-05,33.5
2017-12-06,32.75
2017-12-07,34.8
2017-12-08,34.95
2017-12-11,35.05
2017-12-12,34.75
2017-12-13,34.1
2017-12-14,34.3
2017-12-15,35.25
2017-12-18,35.6
2017-12-19,35.4
2017-12-20,35.65
2017-12-21,36.45
2017-12-22,38.7
2017-12-26,39.3
2017-12-27,40.65
2017-12-28,40.7
2017-12-29,41.7
