Date,CGCL
2017-01-02,56.05
2017-01-03,57.4
2017-01-04,59.35
2017-01-05,58.35
2017-01-06,56.1
2017-01-09,56.95
2017-01-10,57.4
2017-01-11,56.4
2017-01-12,58.35
2017-01-13,56.6
2017-01-16,55.8
2017-01-17,56.35
2017-01-18,56.55
2017-01-19,59.15
2017-01-20,59.7
2017-01-23,62.65
2017-01-24,62.35
2017-01-25,61.35
2017-01-27,61.9
2017-01-30,62.85
2017-01-31,59.85
2017-02-01,57.55
2017-02-02,54.8
2017-02-03,55.2
2017-02-06,52.45
2017-02-07,47.6
2017-02-08,48.7
2017-02-09,48.95
2017-02-10,48.4
2017-02-13,47.35
2017-02-14,45.5
2017-02-15,42.5
2017-02-16,39.3
2017-02-17,44.15
2017-02-20,46.4
2017-02-21,52.55
2017-02-22,52.05
2017-02-23,53.2
2017-02-27,51.25
2017-02-28,51.1
2017-03-01,49.35
2017-03-02,48.15
2017-03-03,48.0
2017-03-06,50.5
2017-03-07,50.65
2017-03-08,49.45
2017-03-09,49.55
2017-03-10,48.4
2017-03-14,48.85
2017-03-15,48.65
2017-03-16,49.45
2017-03-17,49.0
2017-03-20,48.3
2017-03-21,47.1
2017-03-22,47.0
2017-03-23,47.45
2017-03-24,52.5
2017-03-27,51.6
2017-03-28,52.9
2017-03-29,52.25
2017-03-30,52.5
2017-03-31,55.65
2017-04-03,57.95
2017-04-05,61.85
2017-04-06,62.65
2017-04-07,62.95
2017-04-10,63.2
2017-04-11,64.0
2017-04-12,62.15
2017-04-13,63.55
2017-04-17,61.95
2017-04-18,62.8
2017-04-19,61.75
2017-04-20,62.9
2017-04-21,61.9
2017-04-24,62.4
2017-04-25,66.6
2017-04-26,64.65
2017-04-27,64.6
2017-04-28,63.85
2017-05-02,64.7
2017-05-03,65.8
2017-05-04,65.45
2017-05-05,63.25
2017-05-08,63.0
2017-05-09,63.4
2017-05-10,62.65
2017-05-11,66.3
2017-05-12,65.05
2017-05-15,66.35
2017-05-16,66.05
2017-05-17,63.7
2017-05-18,62.2
2017-05-19,58.35
2017-05-22,59.3
2017-05-23,59.45
2017-05-24,57.25
2017-05-25,58.05
2017-05-26,60.0
2017-05-29,57.85
2017-05-30,56.9
2017-05-31,60.0
2017-06-01,59.55
2017-06-02,58.35
2017-06-05,57.55
2017-06-06,54.5
2017-06-07,57.3
2017-06-08,56.3
2017-06-09,56.2
2017-06-12,55.55
2017-06-13,57.25
2017-06-14,57.6
2017-06-15,59.85
2017-06-16,59.45
2017-06-19,58.7
2017-06-20,58.9
2017-06-21,59.6
2017-06-22,60.0
2017-06-23,58.6
2017-06-27,57.15
2017-06-28,58.0
2017-06-29,57.7
2017-06-30,57.85
2017-07-03,57.7
2017-07-04,59.2
2017-07-05,59.3
2017-07-06,59.75
2017-07-07,59.6
2017-07-10,59.8
2017-07-11,59.25
2017-07-12,60.1
2017-07-13,72.0
2017-07-14,75.25
2017-07-17,76.75
2017-07-18,73.0
2017-07-19,72.75
2017-07-20,71.15
2017-07-21,70.6
2017-07-24,75.25
2017-07-25,74.45
2017-07-26,74.05
2017-07-27,72.3
2017-07-28,72.05
2017-07-31,72.65
2017-08-01,73.3
2017-08-02,68.9
2017-08-03,64.4
2017-08-04,63.65
2017-08-07,65.1
2017-08-08,65.45
2017-08-09,63.3
2017-08-10,61.5
2017-08-11,58.8
2017-08-14,61.8
2017-08-16,63.3
2017-08-17,63.7
2017-08-18,65.1
2017-08-21,65.25
2017-08-22,65.75
2017-08-23,68.3
2017-08-24,72.65
2017-08-28,73.25
2017-08-29,70.4
2017-08-30,70.4
2017-08-31,72.95
2017-09-01,73.45
2017-09-04,72.5
2017-09-05,76.8
2017-09-06,86.4
2017-09-07,87.55
2017-09-08,87.2
2017-09-11,86.8
2017-09-12,85.6
2017-09-13,84.7
2017-09-14,84.35
2017-09-15,93.1
2017-09-18,100.15
2017-09-19,120.15
2017-09-20,132.15
2017-09-21,125.55
2017-09-22,115.1
2017-09-25,107.45
2017-09-26,115.9
2017-09-27,111.2
2017-09-28,113.0
2017-09-29,113.35
2017-10-03,107.1
2017-10-04,113.1
2017-10-05,112.2
2017-10-06,117.65
2017-10-09,125.05
2017-10-10,126.0
2017-10-11,122.4
2017-10-12,124.15
2017-10-13,120.1
2017-10-16,119.45
2017-10-17,117.4
2017-10-18,115.95
2017-10-19,118.95
2017-10-23,119.15
2017-10-24,117.85
2017-10-25,113.7
2017-10-26,114.95
2017-10-27,113.3
2017-10-30,112.45
2017-10-31,111.85
2017-11-01,121.85
2017-11-02,125.65
2017-11-03,134.05
2017-11-06,135.3
2017-11-07,127.3
2017-11-08,122.05
2017-11-09,125.2
2017-11-10,122.6
2017-11-13,121.35
2017-11-14,121.05
2017-11-15,124.65
2017-11-16,127.65
2017-11-17,125.95
2017-11-20,126.7
2017-11-21,127.05
2017-11-22,126.1
2017-11-23,123.4
2017-11-24,123.8
2017-11-27,122.0
2017-11-28,119.7
2017-11-29,118.95
2017-11-30,124.85
2017-12-01,122.55
2017-12-04,120.9
2017-12-05,119.3
2017-12-06,117.5
2017-12-07,118.55
2017-12-08,119.95
2017-12-11,119.6
2017-12-12,116.5
2017-12-13,115.3
2017-12-14,114.9
2017-12-15,116.6
2017-12-18,116.45
2017-12-19,115.55
2017-12-20,116.4
2017-12-21,119.45
2017-12-22,119.75
2017-12-26,121.9
2017-12-27,119.65
2017-12-28,118.8
2017-12-29,119.15
